ski.	3600	in	soa	a0.nic.ski. hostmaster.donuts.email. 1767661835 7200 900 1209600 3600
1fhpjqrdpaj6g0cr89it6etubisgepfm.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. I9fcRTaD4wfj18uq0smAIQHnhny6Qfp24CGePiXI71S6rZzPEKtlFvkVkS//vi3vGbzeeXeTV8Qb87rgzkj9r5+4SpqqmEIlNbKY6GhbBpptoFuVCgbbAXoolfzFZGxjY1D3tyob8XG43hZLMQ7cpNsxkQ8u43piTgx0yvi4QLg=
1islhebsrqb0hm62hgu5jsvg94sj9c30.ski.	3600	in	nsec3	1 1 0 73 1JFDPI96LV2AR97P4FQMQHQUHNPNQDMR NS DS RRSIG
1islhebsrqb0hm62hgu5jsvg94sj9c30.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. TWLw2NQt61WDECuDlvgqqXrakKJDoTOvAzW9IdZcJKiTQsfwdBUsQqeuUup/S+1wutkvXwf3q/hG/LWFaZHUvNuKP7KiSIyz1vnExeVStFuNTZaEQV4bZWMqI4GdZtiYrACmg4oYWPADU/PJ0OwfdxjU/LEAjO0bmCiUGxaKFh4=
1jfdpi96lv2ar97p4fqmqhquhnpnqdmr.ski.	3600	in	nsec3	1 1 0 73 1O9PA8BMN3V6JQ1I7A8T1GH5SSKR39NA NS DS RRSIG
1jfdpi96lv2ar97p4fqmqhquhnpnqdmr.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. SQpNIUxwspCeQ2uT/8/JmoUqXeJ/nh3vKGEOXipTZhVpfPnICtKMmx8oq9JGJZor7aDnOGTthp01HhQJpXncuBiT79BAZlJbbCLrlIO93j11wfW3kjI1wL9+1jhb5sSb/osPpNMlEJ5yJw6KwXIIkY6rpcgp5Hh1GajNG4+C4yc=
1o9pa8bmn3v6jq1i7a8t1gh5sskr39na.ski.	3600	in	nsec3	1 1 0 73 1PMEUKLUAOD4JTVUSQB5JGEKRTS5JOEJ NS DS RRSIG
1o9pa8bmn3v6jq1i7a8t1gh5sskr39na.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. V7nlHdHZk8cMXCIOEGi2ppeBDe/ATdiJhqENQ295pCoa4vN+ECiGDK1Cr1bi+zkHXAbqe3HNC3ZhbXlkm/ECppMixjHgrZr11bfMdYdz8WpHu6nKnwU9EzxCDTB3IpO6iWNeNRczFR/GFBNcNtqqeJTJS+kfC+s8eR79o8jj618=
1pmeukluaod4jtvusqb5jgekrts5joej.ski.	3600	in	nsec3	1 1 0 73 1QKCN6H1U1MIP4EL4I1KCTVHHO0PDAOU NS DS RRSIG
1pmeukluaod4jtvusqb5jgekrts5joej.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. fDW6OLiaKLaidNDWMTiqmWycOmuYEHEHax4C58F3TmVyu4n7mkml8n2q6p7j2W+igNMDbCg09FbF/3xp1ItPvkwdfxZZW8JDA7XxTw/Kk7IKIqcthurPszPHYCxPDwApl1hdvXqJr4pir3LpwiraiEDIxCGQBAo6vshvgcmK0+0=
1qkcn6h1u1mip4el4i1kctvhho0pdaou.ski.	3600	in	nsec3	1 1 0 73 1R8D0GM5DL7RUIFS1KCF6JDPOL03L86K NS DS RRSIG
1qkcn6h1u1mip4el4i1kctvhho0pdaou.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. k90NLuOBn4OHLFiA6S1bHn0Rz4KQzti3DJ/n8ct0hhj2KEheflGjyoufaeafKyIPvU2zgjCwFSdPzfaG2//mCxX8ojQr4iEhOGfs+4fsXn+c3xChHnjWoL6tDjAycwNiLXqTWj0vaPtZqJP5E/f5feTovzVqrVcfymPM8ZicV0A=
1r8d0gm5dl7ruifs1kcf6jdpol03l86k.ski.	3600	in	nsec3	1 1 0 73 1S4ORN6NEFQJSR66PIQT1D52Q05LRAHM NS DS RRSIG
1r8d0gm5dl7ruifs1kcf6jdpol03l86k.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. KelKmI7ISqoyKN/Nim0Ms2yCdJdNWfo5Y8TGIENqp/SNSe5QIOAx+XrPeZFLpqdGHlHz/2Ai3lJovXO1qYIn2J0CpxEfUV5jBWAekGVje123z0p1dAK0jBHdiQO9hwqoQQgF5fFL7WoHe37kwE7gwWK45uoEX+nwb4yVEbecoYI=
1s4orn6nefqjsr66piqt1d52q05lrahm.ski.	3600	in	nsec3	1 1 0 73 22DB76ADIUILJIB14K1S7A6QQ4HERLBG NS DS RRSIG
1s4orn6nefqjsr66piqt1d52q05lrahm.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. Sf7rHXJlW+b3FXqyPzWIhB0RiDgKftz/C9SoZNob8/SysNjaky2b25BbHZP7C/OQeU70EhmZPuAg91xPtzZ07uQCaZpgh774abrlnUOa1rAG8TvMYGWXY9rboP/ttmPssflirz9FrNJau8sJZ4TNd1IOJ8iS4hm2sFQnJIv0BrE=
1st.ski.	3600	in	ns	ns1.atom.com.
1st.ski.	3600	in	ns	ns2.atom.com.
1win.ski.	3600	in	ns	ns1.pananames.com.
1win.ski.	3600	in	ns	ns2.pananames.com.
1win.ski.	3600	in	ns	ns3.pananames.com.
1win.ski.	3600	in	ns	ns4.pananames.com.
1x-tech.ski.	3600	in	ds	49292 15 2 B86BA78B6991FAD23325219E0D591827DDA020A3FA20109515FFEE84D94A18B9
1x-tech.ski.	3600	in	ds	49292 15 4 D7E30B4E6B5640DE7619A3AF13802BFB6FD8244F7C9D22BEA59674D7FCE73AC78D4F7605C2866DCAC34E4E2512976798
1x-tech.ski.	3600	in	ns	ns1.hyp.net.
1x-tech.ski.	3600	in	ns	ns2.hyp.net.
1x-tech.ski.	3600	in	ns	ns3.hyp.net.
1x-tech.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. FQFnURIqSlHgFJUlKF9wprOiS5IGMjMKIF87V1HP6VFRJFtYMGJCRRSov+5VfHq83qEhXNOU0+rduD3t4lfyHchUwdyN01XB33JuCcwZx1ucOXAPo60HwOdHzma0Qgh7m0wEwUp50och0YzluRw/C/gR7JHa3cNtynPtj71dPrQ=
2023.ski.	3600	in	ds	36274 8 2 E93AEA4CFB2DEA956DEBF05F1551E5E20646FD395967CCA5C1407391A05FA80A
2023.ski.	3600	in	ns	dns12.ovh.net.
2023.ski.	3600	in	ns	ns12.ovh.net.
2023.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. R1VkqthgOAMbzqf5eTdN4NQHzavV4a6revZgy4XMdYOXqtrP3fMZNxKJVk4a4HCKGaEiQ86beiUebpJ7JpbfD5fRZHXyWuhdw4G7EwVE32j8FrQR5rx4L+ZHqtmbKSrm8OhCRC9ndZSUnJd6sR6In3ep+xEuqEm5Otu935W5m1c=
218.ski.	3600	in	ns	ns4.wixdns.net.
218.ski.	3600	in	ns	ns5.wixdns.net.
21sell.ski.	3600	in	ns	ns1.dyna-ns.net.
21sell.ski.	3600	in	ns	ns2.dyna-ns.net.
22db76adiuiljib14k1s7a6qq4herlbg.ski.	3600	in	nsec3	1 1 0 73 23O51EEVKPV8D22HVSD6U37CHD10BT34 NS DS RRSIG
22db76adiuiljib14k1s7a6qq4herlbg.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. BFF/H61ypvdXePZarZ+FZiIf/oSp1+w09AkQ1BUp0EpK6sj/4KTgZ1L/KXkyHUnHjgXzKT29fyV7iT5vSONRSw4E1uu1aBjrzr6YfiLA5rO7qYYoXmBOSYid3L9YFzbMaW6CyggraHWtzRA3qMxbzGHZQ44q5LN0Rshs8SuPacE=
23o51eevkpv8d22hvsd6u37chd10bt34.ski.	3600	in	nsec3	1 1 0 73 25NRJG1G779R61B1NS1ONKAE88L0EVRG NS DS RRSIG
23o51eevkpv8d22hvsd6u37chd10bt34.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. YSXCKiQ4RKtnLdLxUOlEawBZ3mt31qgiZ2+sQFJ3708TK/EultHZIWUt9/Dpn6sdF+lwutAbJkzqWeAyOE0xroZC7h0rv1D065nV2fjJDrDiwEzVNA0JtENFAwSCKwNEHkHblUshuhHLlYALSAfxcFJlFUxeHVtdHpFJEQfff0g=
247.ski.	3600	in	ns	curitiba.ns.porkbun.com.
247.ski.	3600	in	ns	fortaleza.ns.porkbun.com.
247.ski.	3600	in	ns	maceio.ns.porkbun.com.
247.ski.	3600	in	ns	salvador.ns.porkbun.com.
25nrjg1g779r61b1ns1onkae88l0evrg.ski.	3600	in	nsec3	1 1 0 73 263PEVBH74NPGP4VPQM4HO6F35E9311C NS DS RRSIG
25nrjg1g779r61b1ns1onkae88l0evrg.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. FofnAB4Hd6ym7gOXvl/Chpfnql1UW14Jze2050z8kdxEYcMLs+YhwU5YdUsvsWP2LTwnBWRglq2WUETS+PYmqfot4DhgbL5tl2A8KSju6BvjfYXOWg4tt/aEBnbEGgJZDl1jITFX4KsQ7NjJZ3S8jxA2Lh1QHGZEItI+Mwy+cDg=
263pevbh74npgp4vpqm4ho6f35e9311c.ski.	3600	in	nsec3	1 1 0 73 263VM0S8MNUSKFCVMO8D07067AD8C270 NS DS RRSIG
263pevbh74npgp4vpqm4ho6f35e9311c.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. bP6EjEdGlid5JOA2EzxfFcu/W994uT0bpjw88bF/AX/lvqWRTwLaGuB8odwzZcgW8jE2K2KdMQWroqo26dKwsIyuipRTdxp8bppYNNbMEZtKo1Z0BAtXW/lsGcDp9/OMDTZnam0ZmOyVR82FC2bMuEgDSsqXKXYcsm2+iTBdJIM=
263vm0s8mnuskfcvmo8d07067ad8c270.ski.	3600	in	nsec3	1 1 0 73 28H3NA48C2P58HB8RQ0KF5UFKGE73166 NS DS RRSIG
263vm0s8mnuskfcvmo8d07067ad8c270.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. XE3gmaw5j8xg0Urm0TmsMehdTDIJKoec1p3ksa9y5YaKfYiYwtSVnjoZn5cSMjsUlwDXpmigrepcvcqn6X8R9Ea/89G/EbaLeE6/GHl/9X3qulu5uv+w8CrfwLJMbVcyXUYQKMFocFzHuOmVfiF4J6HMIsAw6WiphlOaz5CRN+M=
28h3na48c2p58hb8rq0kf5ufkge73166.ski.	3600	in	nsec3	1 1 0 73 2B5O7RCQKE9VE21UBS4DT80T1PINNK2S NS DS RRSIG
28h3na48c2p58hb8rq0kf5ufkge73166.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. Go2OFB9GDWxURzpqqqkMELdqiDoHQZgYKdjE4XJ505PHcZdzgdSM+r5JeeAmWTrdzCbAcMlZpx8t96HFxBUffIQhbXxK/gDDHY2RSWXMvDoofGtSoEYumsxVKQpVKaQRH5mPnxhpPRm0yDJB2PIQF6QIUV8Em3KHTBVvUxwTlrw=
2b2t.ski.	3600	in	ns	a.ezdnscenter.com.
2b2t.ski.	3600	in	ns	b.ezdnscenter.com.
2b5o7rcqke9ve21ubs4dt80t1pinnk2s.ski.	3600	in	nsec3	1 1 0 73 2D5NN8T2G0IJBE8OQFD3CMPTKQD3KCBP NS DS RRSIG
2b5o7rcqke9ve21ubs4dt80t1pinnk2s.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. ZZ3eMhZDpY8A4/pEgBymi1/vvxnlBPGGCI3DL8pZWeXZNsIxqq+dAyyTL3Rh2BMV9TjGOKBU2HBrjQjpw2FwNMqfX1jvcAZQClKY0pXSMcJkT+Z+SjYuhmA/+uZG+iq6jkeRQ7yvmL9ZTW+SVh2xTX5PUtvbTPS9nsBblfVpz1w=
2d5nn8t2g0ijbe8oqfd3cmptkqd3kcbp.ski.	3600	in	nsec3	1 1 0 73 2HTLOT258QDPOLFKV8ND6KPBETS3QN2I NS DS RRSIG
2d5nn8t2g0ijbe8oqfd3cmptkqd3kcbp.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. LpYh32VwdrOL5+Lx+d46WNzZIcONUzF+JucSThL+iwYoEifUFNnZ+AscB/iOddVEUwcy2hmTVS5itnyuT8IiXgmt5p3QU4CO84pl5779dMTucc3rBI8mbqfOKlVssCTRGLnXLWdBfRqY2G5catShfOd/J/CW927Q1OfAD2B2QeM=
2freres.ski.	3600	in	ns	ns29.domaincontrol.com.
2freres.ski.	3600	in	ns	ns30.domaincontrol.com.
2htlot258qdpolfkv8nd6kpbets3qn2i.ski.	3600	in	nsec3	1 1 0 73 2J7UV05OLN1P2ST7FBDRKUETPE3L47FF NS DS RRSIG
2htlot258qdpolfkv8nd6kpbets3qn2i.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. IwjDxtbcE1UDXSIVWeRdnhIrrE7NOINbJc3HHOZhyekzP0OEGcRwDuRpZkGddDt4XJlnM/dEqh7JPYJg+NQMVPznsz8toopVhDyA/Vo1jGGgfImIMT1ZDiUGlxmr4EKqEscW5SIO9DujST9PzWmDHc1FVaC2ixFYG8ya1oGzWxw=
2j7uv05oln1p2st7fbdrkuetpe3l47ff.ski.	3600	in	nsec3	1 1 0 73 2KGH6LQI62Q64ESCDJSLDP8FJLKPDEBF NS DS RRSIG
2j7uv05oln1p2st7fbdrkuetpe3l47ff.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. jp/BbBTDhm9t6SDSIxgFFeYl3jlkXfeHPhfeXADcW8AATjIXce5rUuSNsMyvk8n7v0CRUw2vx/NOvUV9wpqfvQ1YF8Yssjm3P60FP7bMAgynppVUmmpGsyNMM7i5dk6vNeeXzOe8MWkyiAisQePjPBwR2y4oQ5WdvChQPS0LeyE=
2kgh6lqi62q64escdjsldp8fjlkpdebf.ski.	3600	in	nsec3	1 1 0 73 2KT19P3GEMPNE4BRR46BHB4JP77JRROK NS DS RRSIG
2kgh6lqi62q64escdjsldp8fjlkpdebf.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. PAVuRLKwXDv47P3CflPhR3DoqKfsWDFEJXN3J7WUZ38dOfpfrkf70n3laJoyOr4yqddfu1B3GB5q4zXP7l4q9NoZldZPJAIiGtc4hS71WUj1gsU05uN5KDDkhCrVScYkd2aTbBroDwYsATAajlzH/vdpIlTiKkaHCdGU8VdidJ8=
2kt19p3gempne4brr46bhb4jp77jrrok.ski.	3600	in	nsec3	1 1 0 73 2O1E3GG3C4R3Q3DQQVDDQNSATE4MIQH9 NS DS RRSIG
2kt19p3gempne4brr46bhb4jp77jrrok.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. gPBiDfllVuDl3Jli5A8VwKr17+xobTFvB/rzDiGevrM5CbrAvrLZNbEcgoCx/4ljteu+suINF3GSxFFNwjxXiuQSh3N1IvGue2S1DEevqd8JHIkaq/v2cdbzjlEKbkH55hAMYk19VHtv782IOexY7SRMh/cVyptfMdj7zmIod08=
2o1e3gg3c4r3q3dqqvddqnsate4miqh9.ski.	3600	in	nsec3	1 1 0 73 2O3KC76TR3RHSQB4F88U2KIL66SKACFV NS DS RRSIG
2o1e3gg3c4r3q3dqqvddqnsate4miqh9.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. TX6YkVyb6G5ZA99Un/5CHyoGznUjYMzLZpYRiDIJ8DgrjT91kZztJzs7kR4IG9vrWvk+Sj8oW93D9jjrU+olji192dNcKPcvTP4SawFlxk/sXI6Rh/5dfbkX9fJe4wtZu8YVSwXfTEE6Wvn2yp16qnZ6tPs8X+VR5Z+8f6BKyuA=
2o3kc76tr3rhsqb4f88u2kil66skacfv.ski.	3600	in	nsec3	1 1 0 73 2P6C01B888ABJKAG1OHKMRJT2A2GVVI5 NS DS RRSIG
2o3kc76tr3rhsqb4f88u2kil66skacfv.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. XRl/mPaRKXjBgLGndOeKDzuRQbNyrfjLQNqvoiZQUu+lfGT93taOo/+xNVQ1MgIwQWzP/DUYY1RwSc7yYmxPhSdkmO+1Ue7oGP3SLFbx79f24K1He2p9Ymdj2X4ur7bjMsiRLFO3brIYgwmkvcDEMnojE74LvVxNjKsHkOCqEVg=
2p6c01b888abjkag1ohkmrjt2a2gvvi5.ski.	3600	in	nsec3	1 1 0 73 2TPC1QGPT3MKEKMNHTSKHGMNEK0K2VK3 NS DS RRSIG
2p6c01b888abjkag1ohkmrjt2a2gvvi5.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. gMEVfsUelq6hN0wvAzF2OL1ZzRqbuaD6pkr/Ioo72Tn7PS6nCO2Vqa/dT7rxWigwyMnohoscHy5XqeGAAfe85yr0aRI1o2PfTKe/4JGaVISQdrqJU2TqghYa8FImrVEup1H5v7/MzQ7HDvxWfTuWQ9OFLCqPjAyBqsaq8NyJr8k=
2tpc1qgpt3mkekmnhtskhgmnek0k2vk3.ski.	3600	in	nsec3	1 1 0 73 34ICBUOBBPBIUSN1R8E4EEQA9BG951JS NS DS RRSIG
2tpc1qgpt3mkekmnhtskhgmnek0k2vk3.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. UjB1ZwE04gSAgYDhoC6kV/JkckiOoHtHGVHS98mSbOHza15HbJGDORaMzr7z7RiDxAIWT1OmdG+nVhWyw3LFz1yCSPBKxNczXfUTqORiAX+nnHWNBlUj1NFz8C/D6lutRXo9tN2OWnBbohYpoH6NIXZV/roe3OP1uK6DK9Q7vU0=
32win.ski.	3600	in	ns	max.ns.cloudflare.com.
32win.ski.	3600	in	ns	tegan.ns.cloudflare.com.
33win.ski.	3600	in	ns	ns1.dns-redirect.com.
33win.ski.	3600	in	ns	ns2.dns-redirect.com.
34icbuobbpbiusn1r8e4eeqa9bg951js.ski.	3600	in	nsec3	1 1 0 73 34RE5GRA1ESH5BN13CRAFOU8SBE0FPV5 NS DS RRSIG
34icbuobbpbiusn1r8e4eeqa9bg951js.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. I2gk2H5pHc/i707bKlpdrgOcPIY3O70wOyqnrYA79o65K7s323KtFWyQE+AbSz2yjNT6E9Jlhdn4vMDLeFdDEIMtuagMfdEb4NhxW5qVOD0Nfu078jm8QuXQ47E2zWF2VoO2fVdWnCmtUZ8KvkO+JKlCXByupDixs4DQljY8QVM=
34re5gra1esh5bn13crafou8sbe0fpv5.ski.	3600	in	nsec3	1 1 0 73 35U2RBUABI8BG6UF4JR3E6LERCIVC2RU NS DS RRSIG
34re5gra1esh5bn13crafou8sbe0fpv5.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. E/O3ZeY490VHiQFy8OewOFErQH/Q2aoLA0loaloqoRJQApfDwroRIlSHZSUTfb6wzZR0hY32TBPivxFuV70NlwT+h7VgeFcoIQCt+GNroBdCnJEN1NwdKbAQDRlvNcWn0D/i3UCl419Z3s71JjggfnUqGBjOVdxX+ph6LlNJXw4=
35u2rbuabi8bg6uf4jr3e6lercivc2ru.ski.	3600	in	nsec3	1 1 0 73 36UIP55D0MKIQP2LV7BAILSPIMJFP9U6 NS DS RRSIG
35u2rbuabi8bg6uf4jr3e6lercivc2ru.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. aHgWivZZTKawH3ueod6MykAUB1P02yc8vZJVGKDogJOZ08MTg9ekbjXhBYiQB7KYHvYbhX7wrFb6dvhAGlBQTFNVbQIIXPnrEXW1GjMLY5cH2sKD8gf57sM1EOZEQOGkjat7CRWQtM9q/wfX4ELG/as50FG8UoenwkgI3HWRvxI=
360-outdoor.ski.	3600	in	ns	ns1.o2switch.net.
360-outdoor.ski.	3600	in	ns	ns2.o2switch.net.
365-tage.ski.	3600	in	ns	ns1.domaindiscount24.net.
365-tage.ski.	3600	in	ns	ns2.domaindiscount24.net.
365-tage.ski.	3600	in	ns	ns3.domaindiscount24.net.
365.ski.	3600	in	ns	circle.dnspod.net.
365.ski.	3600	in	ns	city.dnspod.net.
36uip55d0mkiqp2lv7bailspimjfp9u6.ski.	3600	in	nsec3	1 1 0 73 39H4CKHCL5M86I6GP09QGVV8UO2BF9OM NS DS RRSIG
36uip55d0mkiqp2lv7bailspimjfp9u6.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. hiaIqLDW6eoNOolv0ek5CkV+hoFpox+cKXWmTvJGvkGHdSMdyf19nwrkD/1ry3pHIggCdJyoJfYl1AGaSxSdIGhnoKl//tWDpAnuWCtTIqrOL6De53uzayk84CWs176DiDtI8vvmXm34iRYCMO9TJZO5tET1U0u9SBsdmeYrojI=
3833.ski.	3600	in	ns	v1.xdp.dnsxdp.com.
3833.ski.	3600	in	ns	v2.xdp.dnsxdp.com.
388bet.ski.	3600	in	ns	ns1.dyna-ns.net.
388bet.ski.	3600	in	ns	ns2.dyna-ns.net.
39h4ckhcl5m86i6gp09qgvv8uo2bf9om.ski.	3600	in	nsec3	1 1 0 73 3BFV8AFON6A0T7O1D7FRLKGI0A9RD3NR NS DS RRSIG
39h4ckhcl5m86i6gp09qgvv8uo2bf9om.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. TNR0n8pbTvAEoRQD6eKKQfdF44vkN/N+0SJf9uVSqB+U4rk8BiEz3icrqY4l+k6uGHqR33aL00NGbPLktVc+efiKnxvrMQhta9Rt57nrxFkcvCh6Z57aLP0jLFCKY29jLqgPo0lmackhdzssNl+YF5LfdDz4iJ7VZQxf3e65eMw=
3bfv8afon6a0t7o1d7frlkgi0a9rd3nr.ski.	3600	in	nsec3	1 1 0 73 3BITNMT05521PV4JMU60VTQ8DO1U8990 NS DS RRSIG
3bfv8afon6a0t7o1d7frlkgi0a9rd3nr.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. epTG79v9LczyEgRoY9WddVM6EG4gvGOFPJmtqIjGwcYAScjW/A0oDUNys7DpwLwjkYzir/59pAWGLkNF3jNAJS+orniocFdbYCEFbLT5fRwSTLHNlqPXypISKOJVhSDxO8iKkeSHicIA9aNhpoFe9m4xQbOoJqSwV4WM/D17fPk=
3bitnmt05521pv4jmu60vtq8do1u8990.ski.	3600	in	nsec3	1 1 0 73 3D1RQSDCAS3F83BQMMGH33FAELIULMJO NS DS RRSIG
3bitnmt05521pv4jmu60vtq8do1u8990.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. WIfjhgs1un6C1VDo+hY2L+7/8FiyXeN1w6+NFAY4zbih/ZZtIPnqfEaBb/9p2MR3KN+ZRPhe5G3IrIXKasDiejq5aomiJZx6hjfdLu3axVCLKVLHuA8CHG0jqLcWs/BHT7murSDQCV7hvFdauN3eX6MroV84qRNCZOLZ/LPhhGA=
3d1rqsdcas3f83bqmmgh33faeliulmjo.ski.	3600	in	nsec3	1 1 0 73 3ELH57QUPB0P5MG3E7B7ELTB91AJBPNC NS DS RRSIG
3d1rqsdcas3f83bqmmgh33faeliulmjo.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. dO2rkmbK7hSCA9dgjP3oOv9Ffs3/bXMGLgnb6VtPo7fhjyVPrdyTynca+HrbWMeXefOvnsIhY2+AC7DiPz+Z+YpMi6YEsjlWWZwdhpPuZ9GuYbUWUkPU0vUwXyo0eXQcdzE29YYokBXaf5Cr8pG85EU0+0a9iyUrbN4hxA6ZBRw=
3elh57qupb0p5mg3e7b7eltb91ajbpnc.ski.	3600	in	nsec3	1 1 0 73 3H6MUTS3KNKBSR98J0SF6K7R3V4JH61L NS DS RRSIG
3elh57qupb0p5mg3e7b7eltb91ajbpnc.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. g9HdIOMfTPgDu14bOFkO+sDEWkK4/AYzJjoPv5XkMfUcuuntTWCoeT5qm6AOReFxS8b2jFFIEXtpElgD7vd0kXGytt5nOZ2849Q8c8HhSHh/ozjQiZTutTNieDTW6mnY4778rVBx83q6qzan7Oq+qBUPMMTWje95J9XDHQB1DIE=
3h6muts3knkbsr98j0sf6k7r3v4jh61l.ski.	3600	in	nsec3	1 1 0 73 3HMPC2SEKHP5H3HO0FA6T4G7TOV5G330 NS DS RRSIG
3h6muts3knkbsr98j0sf6k7r3v4jh61l.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. RdQObB8yYxmtUhwd5DIyqWxTWWoveOWriXhHqq8ewlTzsrVavkuMLN7g9H7fx/ZHY5fOG7SyFPUNS+6SlDO+P1T5JX2XgGXIlAjPkCezS3nPkudAsk55mlA5R58pzZU/sH+DtDZCG0ksckFdUrrPsMtlk1esTdU0DYC5skndvSM=
3hmpc2sekhp5h3ho0fa6t4g7tov5g330.ski.	3600	in	nsec3	1 1 0 73 3Q4ITS9HM5OKTH22PS8AFCT9SPCNEPAO NS DS RRSIG
3hmpc2sekhp5h3ho0fa6t4g7tov5g330.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. jq6bKnPO44J7BsWNlZ6iQz0qIo/AbgABu7SfmnXeqwQUEqYlewNuURgwD44k/J2vyBAcUikRZ9xobOrG4T7MNYI7GetOffCq8ECDyEjiMwmDh65mYs00u9d9FBzfc/b83TpFR7zFlMsGlqvhfxmv896HKjqQZwXtPm1pIXRqcVA=
3pin.ski.	3600	in	ds	50131 8 2 06292C68354CF0D349DAEDCB997771DB16CC45CCF5449E4688E84913857F0E36
3pin.ski.	3600	in	ns	ns-cloud-a1.googledomains.com.
3pin.ski.	3600	in	ns	ns-cloud-a2.googledomains.com.
3pin.ski.	3600	in	ns	ns-cloud-a3.googledomains.com.
3pin.ski.	3600	in	ns	ns-cloud-a4.googledomains.com.
3pin.ski.	3600	in	rrsig	DS 8 2 3600 20260122155824 20260101145824 25581 ski. B9bUUJHoFqRVfxKAO3rf/q8YZS6T2SiVh1HNKZI9YDg5fgk8Dw7aSDh1vLduG/3tNBpxTY4egVd8PgbCXqcsWpbBuTJ5sdllw9VfseDKVm0jGzZ+mGGkyAfJvnHRU+BSQUii1GFCxhFUXFRKihVXXPNaZ6KfINr5dSaCFz60GqE=
3q4its9hm5okth22ps8afct9spcnepao.ski.	3600	in	nsec3	1 1 0 73 3S0S5CQ866NTLVMT6SOE47TNHVL70QLC NS DS RRSIG
3q4its9hm5okth22ps8afct9spcnepao.ski.	3600	in	rrsig	NSEC3 8 2 3600 20260122155824 20260101145824 25581 ski. ktmsPdP/MLr7Uf9KgBdtcihdbxR8qQDmM4B9Lhgc7yjXmTFQjytIzXSQUjpgW878VUhp+Avp5T28U48k0EqITWrrpaN31SAVqItE83vGVvVSgFquI/1BCmxS2Ee2m2Mc+zJF4D+U+WS+Qg0DsiiXdSir2bflmHL3PeXifywQdw4=
3s0s5cq866ntlvmt6soe47tnhvl70qlc.ski.	3600	in	nsec3	1 1 0 73 3U7ELHQA51MT77S30GDKAAHC5GBPDFHO NS DS RRSIG
