nexus.	21600	in	soa	ns-tld1.charlestonroadregistry.com. cloud-dns-hostmaster.google.com. 2026010509 21600 3600 259200 900
streetview.nexus.	10800	in	ns	ns3.googledomains.com.
streetview.nexus.	10800	in	ns	ns4.googledomains.com.
stresser.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
stresser.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
stresser.nexus.	10800	in	ns	maceio.ns.porkbun.com.
stresser.nexus.	10800	in	ns	salvador.ns.porkbun.com.
strix.nexus.	10800	in	ns	1-you.njalla.no.
strix.nexus.	10800	in	ns	2-can.njalla.in.
strix.nexus.	10800	in	ns	3-get.njalla.fo.
strp.nexus.	10800	in	ns	1-you.njalla.no.
strp.nexus.	10800	in	ns	2-can.njalla.in.
strp.nexus.	10800	in	ns	3-get.njalla.fo.
structura.nexus.	10800	in	ns	dns1.registrar-servers.com.
structura.nexus.	10800	in	ns	dns2.registrar-servers.com.
stump.nexus.	10800	in	ns	ns-cloud-e1.googledomains.com.
stump.nexus.	10800	in	ns	ns-cloud-e2.googledomains.com.
stump.nexus.	10800	in	ns	ns-cloud-e3.googledomains.com.
stump.nexus.	10800	in	ns	ns-cloud-e4.googledomains.com.
stump.nexus.	900	in	ds	27130 8 2 C2E8CBA8B14CE145DFFB0C49D2FC65AAEDC7A5488B1016B8264A15523D77789B
stump.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. GHjhuQSt71+tJyhLqDpqqSMUV2EvO62DbtyBkBR4CjdJTa2JPB/l9yi0T0TrRRzOPZB7qNsy8bXE26lmzAq5UGWTdC7lYhFHp69meJ/X5f512b/xNPXZqmzE8lK2ZQYx8ESflPcPgdGlsRunq0UOnXidLKFW/jUAMmwhSlvUMsg=
stygian.nexus.	10800	in	ns	1-you.njalla.no.
stygian.nexus.	10800	in	ns	2-can.njalla.in.
stygian.nexus.	10800	in	ns	3-get.njalla.fo.
suatela.nexus.	10800	in	ns	elinore.ns.cloudflare.com.
suatela.nexus.	10800	in	ns	lloyd.ns.cloudflare.com.
subaru.nexus.	10800	in	ns	ns1301.websiteservername.com.
subaru.nexus.	10800	in	ns	ns1302.websiteservername.com.
subspace.nexus.	10800	in	ns	dns1.registrar-servers.com.
subspace.nexus.	10800	in	ns	dns2.registrar-servers.com.
success.nexus.	10800	in	ns	ns-cloud-d1.googledomains.com.
success.nexus.	10800	in	ns	ns-cloud-d2.googledomains.com.
success.nexus.	10800	in	ns	ns-cloud-d3.googledomains.com.
success.nexus.	10800	in	ns	ns-cloud-d4.googledomains.com.
success.nexus.	900	in	ds	17299 8 2 244A29F5CE061D48CB4928A7AD538895D127622596B2A02BE9FC85AFB1F53852
success.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. bNWeDSmz0hC9z2jNMCvPCCzLYQf7Ceu3qOQNDOs0Pd/kEfaUaML6GM1lC0y1ZBhZuGmwnB2ok0HzuB1vG7aid3bVTKIeAjEHKShbdZ8g7XbsBQMQzS+cOImDpPKxkSJun/MfTh1SKZPLxFq39D0s+cB9fMLErnvkYWLU++ikFP4=
suebrettell.nexus.	10800	in	ns	dns1.registrar-servers.com.
suebrettell.nexus.	10800	in	ns	dns2.registrar-servers.com.
suesitran.nexus.	10800	in	ns	ns-cloud-c1.googledomains.com.
suesitran.nexus.	10800	in	ns	ns-cloud-c2.googledomains.com.
suesitran.nexus.	10800	in	ns	ns-cloud-c3.googledomains.com.
suesitran.nexus.	10800	in	ns	ns-cloud-c4.googledomains.com.
suesitran.nexus.	900	in	ds	12322 8 2 CAF25F03CF79978ADAAEC7D01E7EC739B43AF24DEA80BEFFBF2E8DE61940A86A
suesitran.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. HHB8JI9xo/hEnsiww1hFyH9doza0AwzloUsY2nWgy7wFkR3WBPMakhmK4AStedRT4/XYtJc2YNWvrTiQS8msCk5mbkKR3PImGcHPjS/pG9tLKBvra7xf752wzFRncPQku7ymaj1Y5E1hf79l8s2wzyGQielbTDAt2kjTJpPMz6Q=
sufiyanahmed.nexus.	10800	in	ns	ns1.dns-parking.com.
sufiyanahmed.nexus.	10800	in	ns	ns2.dns-parking.com.
sugrf458rfoe6lk5u1blp76r98f98ijq.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 SV18671CCJ6FMI8C6HC2AL3KPFLLA33E NS
sugrf458rfoe6lk5u1blp76r98f98ijq.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. aAalF4niYftrKBZQmvH1ACZnHSxJ6bxa7mm4Zuei+BCkSf5TNd5cZOpovUgBunU4qsygEAFzvJhWKFBK4hJDlHqM3DPwB5WCvxefW+9pMKKn1PUc4VF3sHqugBZP7Exmy+GAx6KYguzKtw6/ofQkFmWmiv+Kzk5BfNghHfWvduA=
sujmd.nexus.	10800	in	ns	n1.xundns.com.
sujmd.nexus.	10800	in	ns	n2.xundns.com.
sully.nexus.	10800	in	ns	ns1.wordpress.com.
sully.nexus.	10800	in	ns	ns2.wordpress.com.
sully.nexus.	10800	in	ns	ns3.wordpress.com.
summits.nexus.	10800	in	ns	adrian.ns.cloudflare.com.
summits.nexus.	10800	in	ns	rocky.ns.cloudflare.com.
sune.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
sune.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
sune.nexus.	10800	in	ns	maceio.ns.porkbun.com.
sune.nexus.	10800	in	ns	salvador.ns.porkbun.com.
sune.nexus.	900	in	ds	2371 13 2 B5816AA30EB2FF2F4CCA21C11223DF01F2F145CDDCC2FFA837D7224E2BEB1A93
sune.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. cWeaz6O6dUOM0Sg3eMA7XxpFG74uVAJE9rDp2FwkkG8f4bgS/P9ehXmikW8juzyzSlB/MEkc4ylk0JorGM9h374iSJL0A/oByA6fF4gKJK+DQIivODWpU2anMB1IO9av6rokuloxd6e6+x33YBhrOZj8S1Ak0+ibCy5aKDqZNIs=
sunless.nexus.	10800	in	ns	lia.ns.cloudflare.com.
sunless.nexus.	10800	in	ns	noah.ns.cloudflare.com.
sunless.nexus.	900	in	ds	2371 13 2 C7CE6DBFB85F71CBE9E024C90529B2103161793005F5531EC91986A9558F50B9
sunless.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. Wfx35r+jJD1niSGeq0MsJhcL3hze59FY8hvAdgpf9Lfe84xh7gzoeuG2J6qxkZrRZ/c0Bm8y9lhRJpDRsQZJcoCou4BQ2qVRVfWZ65LYowE5V8JjB6KHsmUlpzYcjwf7POhyYfaIVTnZbTjoXhZCOQtx7G0unzwzHkJMs7FUsFc=
sunlife.nexus.	10800	in	ns	a1-225.akam.net.
sunlife.nexus.	10800	in	ns	a14-66.akam.net.
sunlife.nexus.	10800	in	ns	a5-67.akam.net.
sunlife.nexus.	10800	in	ns	a6-64.akam.net.
sunlife.nexus.	10800	in	ns	a7-65.akam.net.
sunlife.nexus.	10800	in	ns	a8-66.akam.net.
sunnystream.nexus.	10800	in	ns	lauryn.ns.cloudflare.com.
sunnystream.nexus.	10800	in	ns	zac.ns.cloudflare.com.
super.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
super.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
super.nexus.	10800	in	ns	maceio.ns.porkbun.com.
super.nexus.	10800	in	ns	salvador.ns.porkbun.com.
supercar.nexus.	10800	in	ns	ns07.domaincontrol.com.
supercar.nexus.	10800	in	ns	ns08.domaincontrol.com.
supercritical.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
supercritical.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
supercritical.nexus.	10800	in	ns	maceio.ns.porkbun.com.
supercritical.nexus.	10800	in	ns	salvador.ns.porkbun.com.
superflixapi.nexus.	10800	in	ns	elinore.ns.cloudflare.com.
superflixapi.nexus.	10800	in	ns	lloyd.ns.cloudflare.com.
superhuman.nexus.	10800	in	ns	ns-cloud-e1.googledomains.com.
superhuman.nexus.	10800	in	ns	ns-cloud-e2.googledomains.com.
superhuman.nexus.	10800	in	ns	ns-cloud-e3.googledomains.com.
superhuman.nexus.	10800	in	ns	ns-cloud-e4.googledomains.com.
superhuman.nexus.	900	in	ds	55841 8 2 C2618457812E0F68E3F04A84785618FA88A34DDE9B51072C4459833CA1624E71
superhuman.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. T3HXDJWqVKWwR1A6suHcF7zJltuTjMGKnw5gNIL19tiE1M1YPvXQDdF658gYw2anEhPmdNGbrPKiZZg84A+3cXb9TbFiNV/0AZOLFwST2t+iaxogLSNnMe0kAXQ4OyVhvNrdxloNvtK26ZcwVmBu2gMCz39wdx1EnDDnK6ATPCU=
superintelligence.nexus.	10800	in	ns	dns1.registrar-servers.com.
superintelligence.nexus.	10800	in	ns	dns2.registrar-servers.com.
supernova.nexus.	10800	in	ns	dale.ns.cloudflare.com.
supernova.nexus.	10800	in	ns	fiona.ns.cloudflare.com.
superpxl.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
superpxl.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
superpxl.nexus.	10800	in	ns	maceio.ns.porkbun.com.
superpxl.nexus.	10800	in	ns	salvador.ns.porkbun.com.
supra.nexus.	10800	in	ns	celeste.ns.cloudflare.com.
supra.nexus.	10800	in	ns	colin.ns.cloudflare.com.
surfingsunset93.nexus.	10800	in	ns	coleman.ns.cloudflare.com.
surfingsunset93.nexus.	10800	in	ns	maya.ns.cloudflare.com.
surkum.nexus.	10800	in	ns	ns-cloud-a1.googledomains.com.
surkum.nexus.	10800	in	ns	ns-cloud-a2.googledomains.com.
surkum.nexus.	10800	in	ns	ns-cloud-a3.googledomains.com.
surkum.nexus.	10800	in	ns	ns-cloud-a4.googledomains.com.
surkum.nexus.	900	in	ds	46432 8 2 97ACA50C3C6CF3C61342B1F69D79E5F1596A164B67080AC14C3D2890F3531466
surkum.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. El+XnWfWiaxpfpP/7M+fonkg+IisMzux2u6ZF4alYnPGlIpI2OKQxUuzcCKGzI/IN60capXtA9nHFu63wAGdnDhlEvRK+S9AmqeoyjlSnVX34bxYq0+5Bec+M57SpqIu9uUzKyFijxYnf9Ab+cYk8Aw5IVOYCqCMrxYXSFZ35pE=
suxen.nexus.	10800	in	ns	coby.ns.cloudflare.com.
suxen.nexus.	10800	in	ns	malavika.ns.cloudflare.com.
suybw.nexus.	10800	in	ns	ns1.dnsip.com.
suybw.nexus.	10800	in	ns	ns2.dnsip.com.
sv18671ccj6fmi8c6hc2al3kpflla33e.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 SV85HM6P7ADHNSKIOEDHFH2CH6L5E9FB NS DS RRSIG
sv18671ccj6fmi8c6hc2al3kpflla33e.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. DY5g0vXvnCkzq8/1lyHkZhbtMYv/OUiTknPdb8uU4l/596ABofygekqXBkMbZbtpaliCH12diVG7JbKUuRDbk7UQm9oCgIDzbMEnBzoduy0w4qptC4+R7fjcYoRTDq81oXnOZ1OfTgi+npPb4ZvSYk/f6qnZPKy8ailRfYHZH6Y=
sv388.nexus.	10800	in	ns	hasslo.ns.cloudflare.com.
sv388.nexus.	10800	in	ns	veronica.ns.cloudflare.com.
sv85hm6p7adhnskioedhfh2ch6l5e9fb.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 SVLKA6QEP1TLRI50JPK2P1H2I5J2ORII NS
sv85hm6p7adhnskioedhfh2ch6l5e9fb.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. ABUJgI/BiM8Y5QGUF6K9EYAW5zjqoobf40uhzz6BAK5B5a0/paiMKY8gegvrIJPDdDUZE3JFUyWJXPg96YdXUFeqNqEUKXFezDOMbC9+rSUeH50q3qgb+TmtF55fYiv9GGTQIyNJFiwEdbZDfgnagG2UeMRsv4csGGHDboQ+/dU=
svlka6qep1tlri50jpk2p1h2i5j2orii.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T04EI3UNDANAQ8NJKKN7RAKVHI6QJC8K NS
svlka6qep1tlri50jpk2p1h2i5j2orii.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. eO1SOI5U9dE9QWyJ60I4SZz469UDhUiivjsulnYiNCQKYzNppjdTGMFjWgUtGVyEvdXYJuwOqmqHgyamu+aV9eskXvWuVu6L68euXhlhLCW0Brd+GV1GbbJs6UeGVCYKkiZhuDXK+YUnf4TQjoOwFf0FMQDZ0zNvbyRfI2OQA0w=
swargam.nexus.	10800	in	ns	lucy.ns.cloudflare.com.
swargam.nexus.	10800	in	ns	zac.ns.cloudflare.com.
swisscapital.nexus.	10800	in	ns	ns-135-a.gandi.net.
swisscapital.nexus.	10800	in	ns	ns-155-c.gandi.net.
swisscapital.nexus.	10800	in	ns	ns-16-b.gandi.net.
switchup.nexus.	10800	in	ns	ns1.netim.net.
switchup.nexus.	10800	in	ns	ns2.netim.net.
switchup.nexus.	10800	in	ns	ns3.netim.net.
sy.nexus.	10800	in	ns	ns1.wordpress.com.
sy.nexus.	10800	in	ns	ns2.wordpress.com.
sy.nexus.	10800	in	ns	ns3.wordpress.com.
sylva.nexus.	10800	in	ns	duke.ns.cloudflare.com.
sylva.nexus.	10800	in	ns	priscilla.ns.cloudflare.com.
symbiants.nexus.	10800	in	ns	dale.ns.cloudflare.com.
symbiants.nexus.	10800	in	ns	fiona.ns.cloudflare.com.
symbiants.nexus.	900	in	ds	2371 13 2 38D55938F81A625BF754BFA50FAA22AB5F747CA8A7CE52F9D7D37080E82B375A
symbiants.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. Zi78zVOfdhPBBf49v9gPg7XOtSJp+jKJ2A2XDL6kryWLpQo+bOesQLbV9MkOusXJcsyT+lpKGdpbOHGjnpB2d4gisAGE5o1BdEdPscpgslHQ4V1Lfkvg7ajHW9xcTyTahdAmoHzbKuwNnnZ1RZvywg5AVA6LbLzQc1oazEI2mm0=
symbiotic.nexus.	10800	in	ns	dns1.registrar-servers.com.
symbiotic.nexus.	10800	in	ns	dns2.registrar-servers.com.
symbioticai.nexus.	10800	in	ns	dale.ns.cloudflare.com.
symbioticai.nexus.	10800	in	ns	fiona.ns.cloudflare.com.
symbioticai.nexus.	900	in	ds	2371 13 2 2BC292E7DBC9993079910D5195887FEBE7100B285C4F0AAC1CD14934C9EF9695
symbioticai.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. U/DQV63v3Tr3i9Vlf9DslZp12a8V5OxFB5xt57jOT1g1mTZPXLDTRCRYrL1rVSy7kDCJo5epMgHVK9WTZej5XQ11mYeJZlU3t6KSHzc/Q8mQmvOFNk8/93KIe94Yr9o4Lemp0pnS8SAMhUfeaucRYiztNsXZd72qlKMzNMt7QCo=
syn.nexus.	10800	in	ns	curitiba.ns.porkbun.com.
syn.nexus.	10800	in	ns	fortaleza.ns.porkbun.com.
syn.nexus.	10800	in	ns	maceio.ns.porkbun.com.
syn.nexus.	10800	in	ns	salvador.ns.porkbun.com.
synapse.nexus.	10800	in	ns	ajay.ns.cloudflare.com.
synapse.nexus.	10800	in	ns	desi.ns.cloudflare.com.
synro.nexus.	10800	in	ns	dns1.registrar-servers.com.
synro.nexus.	10800	in	ns	dns2.registrar-servers.com.
syntevo.nexus.	10800	in	ns	ns1.domaintechnik.at.
syntevo.nexus.	10800	in	ns	ns2.domaintechnik.at.
syntevo.nexus.	10800	in	ns	ns3.domaintechnik.at.
syntevo.nexus.	10800	in	ns	ns4.domaintechnik.at.
synthara.nexus.	10800	in	ns	1-you.njalla.no.
synthara.nexus.	10800	in	ns	2-can.njalla.in.
synthara.nexus.	10800	in	ns	3-get.njalla.fo.
syntheticai.nexus.	10800	in	ns	dale.ns.cloudflare.com.
syntheticai.nexus.	10800	in	ns	fiona.ns.cloudflare.com.
syntheticai.nexus.	900	in	ds	2371 13 2 B4C00CAC72D40212A7BD47B53FA632BC810B03D6A250CFC9A37650756922AA7F
syntheticai.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. ZkYe2G8geuRn4I6GvlJ/YRKu6NriiNV8czmdAjI5UuS0LeDiLsmlE/CekFISiPrv0NpF5Gxcf3bcTsSYckTIlBxIVwre9esc7dDKSTodLvZcSDzhCYfTY7Yhx0hHamVslL09zyvtOZfQeXCCxm2l+7BHDmCZZ1wDfKKctu5qDJE=
syntropy.nexus.	10800	in	ns	kiki.ns.cloudflare.com.
syntropy.nexus.	10800	in	ns	lennox.ns.cloudflare.com.
syriaca.nexus.	10800	in	ns	dns1.registrar-servers.com.
syriaca.nexus.	10800	in	ns	dns2.registrar-servers.com.
system.nexus.	10800	in	ns	athena.ns.cloudflare.com.
system.nexus.	10800	in	ns	ignacio.ns.cloudflare.com.
system.nexus.	900	in	ds	2371 13 2 62365194E6A2C85037A1F532A1143C33D170008E1EEEC7AB9F1CCFA9DC638959
system.nexus.	900	in	rrsig	DS 8 2 900 20260126072134 20260104072134 65268 nexus. QwRwrJrbFQ08q8pp5SaJ3WlOXJzZuI+2RIiFUOq6biXXcXP2z2n0A1nU8kFnqYcRJ5HMErazveROuPKLXbYrXN+OcMHiBAoe0qtzeP6I5XImUcHHpFgfxUDkHQ3q9kICG/EW7Ey5OkbGqzIXpvEk2Bn8RoPCp9BSaNEZIdogpJM=
systemcore.nexus.	10800	in	ns	1-you.njalla.no.
systemcore.nexus.	10800	in	ns	2-can.njalla.in.
systemcore.nexus.	10800	in	ns	3-get.njalla.fo.
syzygy.nexus.	10800	in	ns	hadlee.ns.cloudflare.com.
syzygy.nexus.	10800	in	ns	koa.ns.cloudflare.com.
t04ei3undanaq8njkkn7rakvhi6qjc8k.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T089NNAB1VCN5BK7JRMO00K92D4FAOFN NS
t04ei3undanaq8njkkn7rakvhi6qjc8k.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. hAW7eFRv6zp3JHKfSbKMsAJy+xLEivcfYcNxmqhVhLeCm0acIdFGOuQO25Zor5sbCOrVhG/GTwerpdPQguPFkNGoaQr8Ken6IeO0+ZZL/C+ePQY3QaAMwvTFM8HZk9dGTK8gkrc/dB/m5xAwayuQii1TXcYih4GzwYHFe1oqDBg=
t089nnab1vcn5bk7jrmo00k92d4faofn.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T17HPNIDU9LFEF0FAQTN72S1S9M9MTMI NS
t089nnab1vcn5bk7jrmo00k92d4faofn.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. bgErrZZj3xPR/a7jzosX3CSqz3+GQe/CkE7U0Ihp0c9bV9pTJHTfuoupcL1GzAPiGXGP+ybFOdHAiJv3CN5YlZxH47+0nzFQDF5LppGevrBMP5MgU5/E/YegWN1zHKUB6pT/HzSxl3504k/6ktmC/BZglIOTwRGGSJckTnE5NyY=
t17hpnidu9lfef0faqtn72s1s9m9mtmi.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T17KVU1I3G1N32HAKPCOLF3JL5PEVB1Q NS
t17hpnidu9lfef0faqtn72s1s9m9mtmi.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. K/a09mZ9L+aoE2r2Gq3n8UOsyPp3U5OXqYoRwzfPhu9X9RL+RE61Eslt6kHdYIKl3FFaGeTk7Z939fIDqKiRB65i7caPuk8mULRI27Q5JmQhD1ro0GsZySZ2liKROLaAQ969+rjTU5Ngtr482GGzUYYlM/+0QueyAGbGV0+mex8=
t17kvu1i3g1n32hakpcolf3jl5pevb1q.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T1GVHR8K6OV8RDUQD7V113NU587P8M65 NS
t17kvu1i3g1n32hakpcolf3jl5pevb1q.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. XUPg5ARkORGE3NFLUQqENE8H/YUDVDZA94rrVNv5UNY5uw5v1JmfzNwASjeRcC5znJicFVvdGK4k0LMQ80TZJj1ckAVS/15Z19yM9iI/SxXg8/w/Cjpweyx23Ea+Bulg129uqYzxqgZcvjLybKqq/IIEPJeSP7WNx5cpw/OX7DU=
t1gvhr8k6ov8rduqd7v113nu587p8m65.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T24SE0CVT7CPDU4HBDLD81RJD970148L NS
t1gvhr8k6ov8rduqd7v113nu587p8m65.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. KUVkNn9cY+5gWZoXAiupuf8SlNdPMHvze9z/BpqNuoYeHit4YEw9ZkLs7IO+ovV7fphU+hpxgXPhGHRvgTYv73z1OEeyUp76pEn3GZz3mgrxxY32CUUGI2naDN2wJ2ixiWJAie+LsJhsiKxO3P8mq0PyS+QpBAARRPKyewo6SAw=
t24se0cvt7cpdu4hbdld81rjd970148l.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T27G5O1J54HJ3N9P33LB5160NJMM8CH5 NS DS RRSIG
t24se0cvt7cpdu4hbdld81rjd970148l.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. ODi0AZTeM9vCH9Z6+/1RJW8oHuDOaJhX593H2Q0DnEo7sUGOpgTfhg8XKoCRoR8ZL6x1pu3SrsjsbHWFuTkb3R4AYseCkC0mTxX+0HZnee93c2NfpNVlgfCOmagn2Ik/kvSrIasLswhcMzNkbzY+vsAW7IDyT7L2DaZwHDODSuQ=
t27g5o1j54hj3n9p33lb5160njmm8ch5.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T2INTVUDGQGEH2UTJG9S2ET8CKSBROI1 NS
t27g5o1j54hj3n9p33lb5160njmm8ch5.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. RjtzT2Bf+YXM84b3HDqyl5d45fsuBGmCn6ghcD3SfcH//ScXBMd2b4VZsKGMAS5nOnZ/6ws8w7CKmFGH5nVdp6W3Sa4zRQfkfE8TpQ/fO8C5DqaM5PDD7JHdVB3FS+20LApwXlMY/Cmu4D+s7VKpYwjkluCzgYLo5K0DoBs7Dh8=
t2intvudgqgeh2utjg9s2et8cksbroi1.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T2SRE5ABUVISMH6ME6P45FMM1C35KKR7 NS
t2intvudgqgeh2utjg9s2et8cksbroi1.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. FvwQxqUYPGkJPUeJqExJRsKZ4haKCD0U0izipGFkZALcQl8TA++kmXxQDxfyBXGQQUSSw1uQ7q6aAdkksYkwjwSz4h6x0+0e/XBkGk2bCAnFWY6ouTqARpqJbTDkPTMRUMLQBNkCF7RXfdPOEgPYEm1B8xHn1YMvw+dfQt59Xik=
t2sre5abuvismh6me6p45fmm1c35kkr7.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T2VHC9MATN36E39IVUIKIHO85BI8BFKK NS
t2sre5abuvismh6me6p45fmm1c35kkr7.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. YpD3DIryGcEH0VDAEfqX3EVMrezDTQ8vBdZwdoHbo0gKwSYBlQZQUL/rZdwpGZESXlDdEViyqd3KEjccZ5AHUSm9lLocUpT3baJJBUML1tCFlAV2s3aTHVdQeSuYkyYCR/hxKZoeqntUchz24KxjWvx9Wehe1ukmuvODnbNYuns=
t2vhc9matn36e39ivuikiho85bi8bfkk.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T303JC26A34JFRDE722BMHRAQIA87V6C NS
t2vhc9matn36e39ivuikiho85bi8bfkk.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. fcCLayYctmsG8+7qyYVEP3N2PgZn7ZucJsYPlP2g7Ga5OUw2e9q+XrlqJ8npTZ6G0UhPFJvE/skOw2sOpGRLL5vOGf4qry83//GGU8JYe0kWB3tKaA1ZnAU110k3bEuBaIak3BD08xMxfq0j5zWoOvLnZDw6brQvIsVlZJglceo=
t303jc26a34jfrde722bmhraqia87v6c.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T33MVNHFADEIK8PC97AK9MA5O16P4NO9 NS
t303jc26a34jfrde722bmhraqia87v6c.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. Je6vgv3V3++bXSGGXVsMw1EO6dxGO20DYHVkCw1hC5cblv8eqQijpJvtsfCWqqNFo8bf5b6SwODltfA0fgJp1NYAl2o9+IVeVzxgpkITs1IhfUIPZLhu4DcLJWj0vU2ATSpFRdpAtFbChOv3f1II6iFgyaK+P30p23XymgARhJ0=
t33mvnhfadeik8pc97ak9ma5o16p4no9.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T35V8PARHVJ8TQ9JRPAPG0LGOFCDNG5K NS DS RRSIG
t33mvnhfadeik8pc97ak9ma5o16p4no9.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. PGgzpxl0ao87hZGxIxptR6yaGl9Sc2DMNDqZGOiqEwkZEf7wkQnYGK8KkjhkezQtjef6AKpEQgQRXrenpc5u3X4klix+v8PjJakSJh07lie8FBdvNs0zYN5p7PsnAh/K6cuLyj7Axldww9jPdsCl6iFtjujWnuciXWwduxvRNlQ=
t34mk7v2.nexus.	10800	in	ns	1-you.njalla.no.
t34mk7v2.nexus.	10800	in	ns	2-can.njalla.in.
t34mk7v2.nexus.	10800	in	ns	3-get.njalla.fo.
t34mk7v3.nexus.	10800	in	ns	1-you.njalla.no.
t34mk7v3.nexus.	10800	in	ns	2-can.njalla.in.
t34mk7v3.nexus.	10800	in	ns	3-get.njalla.fo.
t34mk7v4.nexus.	10800	in	ns	1-you.njalla.no.
t34mk7v4.nexus.	10800	in	ns	2-can.njalla.in.
t34mk7v4.nexus.	10800	in	ns	3-get.njalla.fo.
t35v8parhvj8tq9jrpapg0lgofcdng5k.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T3A2UKHMI9Q27J7BUR6VMK25ICNDHFBE NS
t35v8parhvj8tq9jrpapg0lgofcdng5k.nexus.	900	in	rrsig	NSEC3 8 2 900 20260126072134 20260104072134 65268 nexus. O/JoRTuswXMfj7hoNNpeC66BkwJbjxq6zT9qyQGS9dFkZuhj2/EDF+TzMCJuiGfbaOE1rqP/NiD3TK84to6qI6LJKFk/8KhfxPe2DW953K9MwO5/YURABBcK3Mof5IhHIDlOub7pvsNRcC8qMk3hQe/jcfEkHY2qDy6RZmfWynM=
t3a2ukhmi9q27j7bur6vmk25icndhfbe.nexus.	900	in	nsec3	1 0 1 1ECB6C8E1E197EE5 T3CR713BURQNHTI6D5LQVNDAICKI62AD NS
