law.	900	in	soa	a.nic.law. admin.tldns.godaddy. 1756253744 1800 300 604800 1800
unpaidwage.law.	3600	in	ns	dns1.registrar-servers.com.
unpaidwage.law.	3600	in	ns	dns2.registrar-servers.com.
unsw.law.	172800	in	ns	ns27.domaincontrol.com.
unsw.law.	172800	in	ns	ns28.domaincontrol.com.
untangle.law.	3600	in	ns	dns1.registrar-servers.com.
untangle.law.	3600	in	ns	dns2.registrar-servers.com.
unterhalter.law.	172800	in	ns	ns1.bdm.microsoftonline.com.
unterhalter.law.	172800	in	ns	ns2.bdm.microsoftonline.com.
unternehmensstrafrecht.law.	172800	in	ns	ns1020.ui-dns.biz.
unternehmensstrafrecht.law.	172800	in	ns	ns1063.ui-dns.de.
unternehmensstrafrecht.law.	172800	in	ns	ns1067.ui-dns.com.
unternehmensstrafrecht.law.	172800	in	ns	ns1125.ui-dns.org.
unum.law.	172800	in	ns	ns1gmz.name.com.
unum.law.	172800	in	ns	ns2dqr.name.com.
unum.law.	172800	in	ns	ns3qtx.name.com.
unum.law.	172800	in	ns	ns4dmx.name.com.
unverzagt.law.	172800	in	ns	ns.namespace4you.de.
unverzagt.law.	172800	in	ns	ns2.namespace4you.de.
unyer.law.	172800	in	ns	ns.udag.de.
unyer.law.	172800	in	ns	ns.udag.net.
unyer.law.	172800	in	ns	ns.udag.org.
up.law.	172800	in	ns	dns18.ovh.net.
up.law.	172800	in	ns	ns18.ovh.net.
upc-case.law.	3600	in	ds	59662 8 2 A0E260BDD74BA6BBB3C9B2C45F50C396876841B582700B91B6EFB6576746A913
upc-case.law.	3600	in	ns	dns102.ovh.net.
upc-case.law.	3600	in	ns	ns102.ovh.net.
upc-case.law.	3600	in	rrsig	DS 8 2 3600 20250909121719 20250826112757 18798 law. WsyDptIKDSYjEl8c30ma2p/06uEsySi1vlycHsuTOP7hE538zgicJblLci9nILB4NqkPG7aIo2RdoX/c7zwR/m4NPF0bGZR090fX/g/gEIN7DK8mA9V5kO+7p6RoWpTTavr98wwGy7ufGz1YlRQ2tBrGOEtKKhuNitywnahmchMCJFlG3ipGIclzKi8m/7IWwA4BxKXySEUWhZEn761xZw==
upc.law.	3600	in	ns	ns-1105.awsdns-10.org.
upc.law.	3600	in	ns	ns-1852.awsdns-39.co.uk.
upc.law.	3600	in	ns	ns-65.awsdns-08.com.
upc.law.	3600	in	ns	ns-727.awsdns-26.net.
upgrade.law.	172800	in	ns	dns20.ovh.net.
upgrade.law.	172800	in	ns	ns20.ovh.net.
upgrade.law.	3600	in	ds	48091 8 2 97CAEECA17D66904256A4748936F605AD642AFA23ECC3E65328388D439D838DA
upgrade.law.	3600	in	rrsig	DS 8 2 3600 20250908194331 20250825185902 18798 law. hFe1LugBiRb5quWzRD4sDiP+lBoxJU1HG4LFkUitsdP3j53vBYi4VsOLaV4nBGJtN+l4rBGaqbHLdOC1Mx4NRy9uNx6V0hzxBgaFCLpcVrFhjz+kBfO/SXayEA65lWzJb/HX7bfr1wQVIBl6kuY/Rwi43esr/qZVGz742bas28/iaJNkFeZ2v+fFGzM/UVsQbpcqIhUez8KMoGFU381I9g==
uppermichigan.law.	3600	in	ns	ns49.domaincontrol.com.
uppermichigan.law.	3600	in	ns	ns50.domaincontrol.com.
upright.law.	172800	in	ns	dns200.anycast.me.
upright.law.	172800	in	ns	ns200.anycast.me.
upsattorney.law.	172800	in	ns	dns1.registrar-servers.com.
upsattorney.law.	172800	in	ns	dns2.registrar-servers.com.
upscale.law.	172800	in	ns	ns47.domaincontrol.com.
upscale.law.	172800	in	ns	ns48.domaincontrol.com.
upsemployee.law.	172800	in	ns	dns1.registrar-servers.com.
upsemployee.law.	172800	in	ns	dns2.registrar-servers.com.
upside.law.	3600	in	ds	14585 8 2 90BF303AE3AA15BFF21B6F722C91ACD98BAC1997F1C3A214DDD309EF06D72D34
upside.law.	3600	in	ns	dns200.anycast.me.
upside.law.	3600	in	ns	ns200.anycast.me.
upside.law.	3600	in	rrsig	DS 8 2 3600 20250909121719 20250826112757 18798 law. YkdTR83eLQ+f3ID1EJLJQf2B2TKtX+LxojvcLSj9wxe/ubl141XnaVzrbuDxYTxD1SCCeaq+q9NceV4hwzT5r/IVOWwC6b7l0J78HDVJiQiXUnXsmXS7a392dQUjBBE89V98tKoXsFXIX875hyfvOk5Uy9jmG0BUPSsiLSGecoXnHeeTb0PsNqB7mhsQrZ6TbNCFbHi8Tyjx5iWhz1i98w==
upstream.law.	3600	in	ns	ns23.domaincontrol.com.
upstream.law.	3600	in	ns	ns24.domaincontrol.com.
upsworker.law.	172800	in	ns	dns1.registrar-servers.com.
upsworker.law.	172800	in	ns	dns2.registrar-servers.com.
uqv7n8mqvdour05phuai9qqtmi2cc10j.law.	900	in	nsec3	1 1 0 - US0NLFGOF7EOG8U0EAL9V45F80M25909 NS DS RRSIG
uqv7n8mqvdour05phuai9qqtmi2cc10j.law.	900	in	rrsig	NSEC3 8 2 900 20250906154211 20250823153538 18798 law. GCxnWboCKjFUj5vv3+4wef9BvXlG7ds73K4OFla4Rwlfc1aKqDs+Q1TXIo2h2Umh/435pheYC8CnWyy9UcESrd2R4pVqAIdbY0fncYEQcCeAIlUp020ZAb9S5XH03EgFA8uZCz1oqGgNLjf7M4jMojQ0H5ASchhHdXb+9OEVaAU31kXbEVNYCxzpwOIhXNRNtqJw3WXZUAv5eXU07cpWKw==
urbach.law.	3600	in	ns	ns-1337.awsdns-39.org.
urbach.law.	3600	in	ns	ns-1689.awsdns-19.co.uk.
urbach.law.	3600	in	ns	ns-482.awsdns-60.com.
urbach.law.	3600	in	ns	ns-933.awsdns-52.net.
urban.law.	172800	in	ns	ns1028.ui-dns.de.
urban.law.	172800	in	ns	ns1035.ui-dns.biz.
urban.law.	172800	in	ns	ns1055.ui-dns.com.
urban.law.	172800	in	ns	ns1060.ui-dns.org.
urbana.law.	3600	in	ns	dns1.registrar-servers.com.
urbana.law.	3600	in	ns	dns2.registrar-servers.com.
urbanek.law.	172800	in	ns	ns1.101domain.com.
urbanek.law.	172800	in	ns	ns2.101domain.com.
urbanek.law.	172800	in	ns	ns5.101domain.com.
urbanic.law.	172800	in	ns	jamie.ns.cloudflare.com.
urbanic.law.	172800	in	ns	rob.ns.cloudflare.com.
urbanrealestate.law.	3600	in	ns	ns09.domaincontrol.com.
urbanrealestate.law.	3600	in	ns	ns10.domaincontrol.com.
urheber.law.	172800	in	ns	ns1044.ui-dns.org.
urheber.law.	172800	in	ns	ns1074.ui-dns.com.
urheber.law.	172800	in	ns	ns1104.ui-dns.biz.
urheber.law.	172800	in	ns	ns1112.ui-dns.de.
urheberrecht.law.	3600	in	ns	ns1016.ui-dns.biz.
urheberrecht.law.	3600	in	ns	ns1044.ui-dns.org.
urheberrecht.law.	3600	in	ns	ns1052.ui-dns.de.
urheberrecht.law.	3600	in	ns	ns1096.ui-dns.com.
uria.law.	3600	in	ns	ns53.domaincontrol.com.
uria.law.	3600	in	ns	ns54.domaincontrol.com.
uribe.law.	172800	in	ns	ns45.domaincontrol.com.
uribe.law.	172800	in	ns	ns46.domaincontrol.com.
uriti.law.	3600	in	ds	58414 8 2 D6458274CC512437097A63DDADC8649D6C3BCD119D74CD2DF99EF93815C16BED
uriti.law.	3600	in	ns	dns110.ovh.net.
uriti.law.	3600	in	ns	ns110.ovh.net.
uriti.law.	3600	in	rrsig	DS 8 2 3600 20250907174505 20250824165604 18798 law. j0teBw2cvfUABys+VqdSP/TNvVJjoppbtChprU32MFW/nRxChBOBMdk9+Jvw1vquhnIEYF9e9YEW5/s/0z+oUSn66yXsFn9K8N1iVYFiwZSGLUpcnys80zylsHVFoCQRNy1db2TBfimA2RR9govU2C5wGbTqEAIsocAjkFgY4ZuzNquvH4luLYKclq3Px3EFbh6NtV3LWlVOYG86/fAjpQ==
ursenbacher.law.	172800	in	ns	ns.hostpoint.ch.
ursenbacher.law.	172800	in	ns	ns2.hostpoint.ch.
ursenbacher.law.	172800	in	ns	ns3.hostpoint.ch.
ursu.law.	3600	in	ns	curitiba.ns.porkbun.com.
ursu.law.	3600	in	ns	fortaleza.ns.porkbun.com.
ursu.law.	3600	in	ns	maceio.ns.porkbun.com.
ursu.law.	3600	in	ns	salvador.ns.porkbun.com.
urteil.law.	3600	in	ns	ns1018.ui-dns.com.
urteil.law.	3600	in	ns	ns1037.ui-dns.org.
urteil.law.	3600	in	ns	ns1039.ui-dns.biz.
urteil.law.	3600	in	ns	ns1118.ui-dns.de.
urteile.law.	3600	in	ns	ns1018.ui-dns.com.
urteile.law.	3600	in	ns	ns1037.ui-dns.org.
urteile.law.	3600	in	ns	ns1039.ui-dns.biz.
urteile.law.	3600	in	ns	ns1118.ui-dns.de.
urvista.law.	3600	in	ns	ns1.siteground.net.
urvista.law.	3600	in	ns	ns2.siteground.net.
us-immigration.law.	172800	in	ns	ns1.bluehost.com.
us-immigration.law.	172800	in	ns	ns2.bluehost.com.
us.law.	3600	in	ns	ns69.domaincontrol.com.
us.law.	3600	in	ns	ns70.domaincontrol.com.
us0nlfgof7eog8u0eal9v45f80m25909.law.	900	in	nsec3	1 1 0 - US0SE1E4J4DMUEK46M32G88D5F85MDJD NS DS RRSIG
us0nlfgof7eog8u0eal9v45f80m25909.law.	900	in	rrsig	NSEC3 8 2 900 20250906154211 20250823153538 18798 law. PKYgTf+2z+a7fO9XDl3mLuHT6i8UtEzmaNJMPYBIzQVpZJNG0tFLTTNTHUKqCwmYCIGHqUQ9efX947JjO6DSugXPCivULc6djZUb6mo7OwFcoCEBZlyLL4jicijQNqq6Scm8Uxrn/+TPVocERuudnaRoSjxf/1U2N0XipaF5LdvIj2lFEdoEWMnEMyCqekYImRd8Hof3y4aFegCaEFFuGw==
us0se1e4j4dmuek46m32g88d5f85mdjd.law.	900	in	nsec3	1 1 0 - USOUIFK68KPJ074DR8B3S2ED56HJOJ30 NS DS RRSIG
us0se1e4j4dmuek46m32g88d5f85mdjd.law.	900	in	rrsig	NSEC3 8 2 900 20250906094057 20250823085746 18798 law. GtHsY8wgbNL/FuBiEUvHiLqGhpaw0k0fL7mX0H46qOHPXup5RZ5T6knX/0kSDovfG4vksSb/wwqgMCAO4zgKQKfjlpb3qOzOflkO9PvKT25QRjACD5QIQjbX+p1/i9sKMuDR0o/85Lf8eFcLa4OOKSxMvdQRbbVPSP/DwZ7i97WlOC1ckbMyYi1AAq/HaKWYegTP98xNsUZOgUV6Ytr36g==
usa.law.	3600	in	ns	ns55.domaincontrol.com.
usa.law.	3600	in	ns	ns56.domaincontrol.com.
usaimmigration.law.	3600	in	ns	ns1.siteground.net.
usaimmigration.law.	3600	in	ns	ns2.siteground.net.
usainjury.law.	3600	in	ns	ns23.domaincontrol.com.
usainjury.law.	3600	in	ns	ns24.domaincontrol.com.
usaitaly.law.	3600	in	ns	curitiba.ns.porkbun.com.
usaitaly.law.	3600	in	ns	fortaleza.ns.porkbun.com.
usaitaly.law.	3600	in	ns	maceio.ns.porkbun.com.
usaitaly.law.	3600	in	ns	salvador.ns.porkbun.com.
usapatent.law.	3600	in	ns	curitiba.ns.porkbun.com.
usapatent.law.	3600	in	ns	fortaleza.ns.porkbun.com.
usapatent.law.	3600	in	ns	maceio.ns.porkbun.com.
usapatent.law.	3600	in	ns	salvador.ns.porkbun.com.
usatax.law.	172800	in	ns	ns2.wixdns.net.
usatax.law.	172800	in	ns	ns3.wixdns.net.
usbenefits.law.	172800	in	ns	betty.ns.cloudflare.com.
usbenefits.law.	172800	in	ns	drew.ns.cloudflare.com.
usc.law.	172800	in	ns	ns10.dnsmadeeasy.com.
usc.law.	172800	in	ns	ns11.dnsmadeeasy.com.
usc.law.	172800	in	ns	ns12.dnsmadeeasy.com.
usc.law.	172800	in	ns	ns13.dnsmadeeasy.com.
usc.law.	172800	in	ns	ns14.dnsmadeeasy.com.
usc.law.	172800	in	ns	ns15.dnsmadeeasy.com.
uscis.law.	172800	in	ns	ns75.domaincontrol.com.
uscis.law.	172800	in	ns	ns76.domaincontrol.com.
uscruise.law.	3600	in	ns	ns09.domaincontrol.com.
uscruise.law.	3600	in	ns	ns10.domaincontrol.com.
uscruiseinjury.law.	3600	in	ns	ns39.domaincontrol.com.
uscruiseinjury.law.	3600	in	ns	ns40.domaincontrol.com.
uscrypto.law.	172800	in	ns	ns55.domaincontrol.com.
uscrypto.law.	172800	in	ns	ns56.domaincontrol.com.
usdirectory.law.	172800	in	ns	ns1.101domain.com.
usdirectory.law.	172800	in	ns	ns2.101domain.com.
usdt.law.	3600	in	ns	a.share-dns.com.
usdt.law.	3600	in	ns	b.share-dns.net.
user.law.	3600	in	ns	ns-1147.awsdns-15.org.
user.law.	3600	in	ns	ns-1607.awsdns-08.co.uk.
user.law.	3600	in	ns	ns-473.awsdns-59.com.
user.law.	3600	in	ns	ns-542.awsdns-03.net.
userway.law.	3600	in	ns	ns-1236.awsdns-26.org.
userway.law.	3600	in	ns	ns-1721.awsdns-23.co.uk.
userway.law.	3600	in	ns	ns-472.awsdns-59.com.
userway.law.	3600	in	ns	ns-568.awsdns-07.net.
ushare.law.	3600	in	ns	kirk.dnspod.net.
ushare.law.	3600	in	ns	plum.dnspod.net.
usib.law.	3600	in	ds	22645 13 2 503FBCEE5356EB60F6148A5A5C2508C27F43D289334D2302F1A40C71767C75E1
usib.law.	3600	in	ds	38732 13 2 34552FCF951B83FAC0993848BC6425D82B41DAC9E1A1201786313FD8C3EC6D43
usib.law.	3600	in	ns	ns39.domaincontrol.com.
usib.law.	3600	in	ns	ns40.domaincontrol.com.
usib.law.	3600	in	rrsig	DS 8 2 3600 20250909131419 20250826122311 18798 law. MNHfuURn4s961ZuwJpXNnMA972BnviFSjXJ77mztRMI0rztrJEPe7sd7NyxYpboAVSXd4KpsBronyH7gHD8ZNLn1ZuA/H8JcCJLCllznNvDBs1TkyQFXwqr0pXJy/igK3JeQ14K8ebFKRYAWulHFVujGpiXZRlWmHGi/HspzCKTy/0LQDorrUnso4cBroG8Z3v6KGu/2Kfqf5CwkC+A0RA==
usimmigrationandbeyond.law.	3600	in	ds	13867 13 2 6CB00BC3BDCEC904605702FEF3883DFF30E0D4195F24FBA1531E439D37725BBF
usimmigrationandbeyond.law.	3600	in	ds	19484 13 2 CE4893D54C7E6DB9826ACE543F6807A60A660ACC7260BD3D996684D417C0C335
usimmigrationandbeyond.law.	3600	in	ns	ns73.domaincontrol.com.
usimmigrationandbeyond.law.	3600	in	ns	ns74.domaincontrol.com.
usimmigrationandbeyond.law.	3600	in	rrsig	DS 8 2 3600 20250909131419 20250826122311 18798 law. V0SPOWYlpp+p7e1RjbeI56kOdQ0Muz+qGMJl5USngnvBk6JDDKRhQnfvinTlgjijy7uzkFxiNSJ+Qk7vY2vmGJcHz2BCh0KdxWMkYXgYaMy9JuU/AO9QKvYA5i6TCD1mJnKezPBWs71b22sstoIs7WR2hYGQclolLI+jWj7QobgjlLU5llyc98jnyWWZ7NKtf6P5ThOumGUavsVrew044A==
usinjury.law.	3600	in	ns	ns55.domaincontrol.com.
usinjury.law.	3600	in	ns	ns56.domaincontrol.com.
usip.law.	3600	in	ns	ns-1091.awsdns-08.org.
usip.law.	3600	in	ns	ns-1755.awsdns-27.co.uk.
usip.law.	3600	in	ns	ns-379.awsdns-47.com.
usip.law.	3600	in	ns	ns-840.awsdns-41.net.
uskcapital.law.	3600	in	ns	ns41.domaincontrol.com.
uskcapital.law.	3600	in	ns	ns42.domaincontrol.com.
uslaw.law.	3600	in	ns	ns17.domaincontrol.com.
uslaw.law.	3600	in	ns	ns18.domaincontrol.com.
uslawcenter.law.	172800	in	ns	ns51.domaincontrol.com.
uslawcenter.law.	172800	in	ns	ns52.domaincontrol.com.
usouifk68kpj074dr8b3s2ed56hjoj30.law.	900	in	nsec3	1 1 0 - V1SDOKKJJM9VJIKDSN05MSKGAJ9BQT9O NS DS RRSIG
usouifk68kpj074dr8b3s2ed56hjoj30.law.	900	in	rrsig	NSEC3 8 2 900 20250907184719 20250824182123 18798 law. Bn6G+75mBSzAYIvyin7Pa26S8N7XqYpqLzHVaVGcD2OYV/SoT+eiF5ed7MdNK3xgZ2RB7PAqysuYzJy3L3wjE5+t27bA/J5FDeteA9zb7zn3j5XAkh6HOkqA6H8Hr2lsLZil22/zaBRKnygbLV10v1IjWNd3uI2s7BX1leoACNREOk2YoganYVRVmQZ2zym6KmI6D3bgPSK7DXxx9M+1fg==
uspatent.law.	172800	in	ns	ns1hnx.name.com.
uspatent.law.	172800	in	ns	ns2fjz.name.com.
uspatent.law.	172800	in	ns	ns3gmv.name.com.
uspatent.law.	172800	in	ns	ns4htz.name.com.
ustm.law.	3600	in	ns	ns1.prncpm.com.
ustm.law.	3600	in	ns	ns2.prncpm.com.
ustm.law.	3600	in	ns	ns3.prncpm.com.
usvi.law.	172800	in	ns	ns1.101domain.com.
usvi.law.	172800	in	ns	ns2.101domain.com.
usvi.law.	172800	in	ns	ns5.101domain.com.
utah-injury.law.	172800	in	ns	ns05.domaincontrol.com.
utah-injury.law.	172800	in	ns	ns06.domaincontrol.com.
utah.law.	172800	in	ns	ns47.domaincontrol.com.
utah.law.	172800	in	ns	ns48.domaincontrol.com.
utahadoption.law.	3600	in	ns	ns07.domaincontrol.com.
utahadoption.law.	3600	in	ns	ns08.domaincontrol.com.
utahbusiness.law.	3600	in	ds	20772 13 2 B484DAC9205DA3BEBDCB68EFFFA2BDD37DB81CD9202FB91821BFE0E7EA329DEE
utahbusiness.law.	3600	in	ns	launch1.spaceship.net.
utahbusiness.law.	3600	in	ns	launch2.spaceship.net.
utahbusiness.law.	3600	in	rrsig	DS 8 2 3600 20250909121719 20250826112757 18798 law. JPpMhjdlrLuUMehxrKMs1jypUgv5UcriHtvKUlOCzoRE4KAZ0DmrWhCg427kDP/zA5X8R2CNrmQD6dvhSVz6Zm8hQs5CoD8El8O4G+sGX8V42emnJ2OzuOxNdcFTIjJurY8H5yI8ltWCsZFO8SX+P8alD4RT9vKUTff8QsMvy0rNMKNxeTrhoeHez4MNTIU05YiLevSSKgc8MRDc4bazeA==
utahcontract.law.	172800	in	ns	ns1.101domain.com.
utahcontract.law.	172800	in	ns	ns2.101domain.com.
utahcontract.law.	172800	in	ns	ns5.101domain.com.
utahestates.law.	172800	in	ns	clay.ns.cloudflare.com.
utahestates.law.	172800	in	ns	ulla.ns.cloudflare.com.
utahinjuryalliance.law.	172800	in	ns	ns01.domaincontrol.com.
utahinjuryalliance.law.	172800	in	ns	ns02.domaincontrol.com.
utahmediation.law.	3600	in	ns	ns07.domaincontrol.com.
utahmediation.law.	3600	in	ns	ns08.domaincontrol.com.
utahtrial.law.	3600	in	ns	ns55.domaincontrol.com.
utahtrial.law.	3600	in	ns	ns56.domaincontrol.com.
utahwater.law.	3600	in	ns	ns1hnx.name.com.
utahwater.law.	3600	in	ns	ns2fkr.name.com.
utahwater.law.	3600	in	ns	ns3bgq.name.com.
utahwater.law.	3600	in	ns	ns4cpw.name.com.
utappeals.law.	172800	in	ns	fattouche.ns.cloudflare.com.
utappeals.law.	172800	in	ns	lola.ns.cloudflare.com.
utilities.law.	3600	in	ns	garret.ns.cloudflare.com.
utilities.law.	3600	in	ns	nelly.ns.cloudflare.com.
uzawa.law.	172800	in	ns	dns1.onamae.com.
uzawa.law.	172800	in	ns	dns2.onamae.com.
v-e.law.	172800	in	ns	ns1.101domain.com.
v-e.law.	172800	in	ns	ns2.101domain.com.
v-e.law.	172800	in	ns	ns5.101domain.com.
v-ip.law.	3600	in	ns	love.ns.cloudflare.com.
v-ip.law.	3600	in	ns	marek.ns.cloudflare.com.
v.law.	3600	in	ns	ns-1022.awsdns-63.net.
v.law.	3600	in	ns	ns-1375.awsdns-43.org.
v.law.	3600	in	ns	ns-1834.awsdns-37.co.uk.
v.law.	3600	in	ns	ns-498.awsdns-62.com.
v.nic.law.	172800	in	a	156.154.170.82
v.nic.law.	172800	in	aaaa	2610:00a1:1072:0000:0000:0000:0001:0082
v1o.law.	3600	in	ns	ns1.bdm.microsoftonline.com.
v1o.law.	3600	in	ns	ns2.bdm.microsoftonline.com.
v1o.law.	3600	in	ns	ns3.bdm.microsoftonline.com.
v1o.law.	3600	in	ns	ns4.bdm.microsoftonline.com.
v1sdokkjjm9vjikdsn05mskgaj9bqt9o.law.	900	in	nsec3	1 1 0 - V343O3ACVA0IVCAV9FOG904F81L98TGF NS DS RRSIG
v1sdokkjjm9vjikdsn05mskgaj9bqt9o.law.	900	in	rrsig	NSEC3 8 2 900 20250908212832 20250825203543 18798 law. xp/4Bpr9+3nlHA2kasvRTuCOFMX++521srzLoo24v95sL/lHZKTrgQKfgEQQI0J/hYfLUNkXv2VLW1fj793j1VQ7IL7bFU/gM/7T+kceJhagpRaJQI75GKLR9+vzd4c68hfUlelLjpjDdAzbD7281H/o1Fj3+QQRzdPAvCZvYCtgNFKA9fRZTzzD/ntbyvnxe9h1BHxeIgl0ndZ3zA1S0A==
v2.law.	3600	in	ns	dns1.registrar-servers.com.
v2.law.	3600	in	ns	dns2.registrar-servers.com.
v343o3acva0ivcav9fog904f81l98tgf.law.	900	in	nsec3	1 1 0 - V3786B4IBAL743E5J2G5DHLDA2RS30PF NS DS RRSIG
v343o3acva0ivcav9fog904f81l98tgf.law.	900	in	rrsig	NSEC3 8 2 900 20250908212832 20250825203543 18798 law. Zf3veZlZ2ynKtax1OloM3ccwrc4oaBIdhLHStTP1W8zd3PW6GszhEnhjIDu9U9nag0Ukr6YLRegIbdfua7LtidnwWIszXaR56jUxKzk/csaOPkwKiBOIq31UqsSEpRdj8imv++lLp+Xzzbp0GW0gZ0/lz2R11NqMDOSeLuTWlVuUJxALGXlWQDNtUTjlNdNRznL8+915I9OUfEw8avgjJw==
v3786b4ibal743e5j2g5dhlda2rs30pf.law.	900	in	nsec3	1 1 0 - V45J07AO66BHAKD7SK7INNENLL5LFRJU NS DS RRSIG
v3786b4ibal743e5j2g5dhlda2rs30pf.law.	900	in	rrsig	NSEC3 8 2 900 20250908044042 20250825043052 18798 law. TOoGWiNl4bWSqjGtwu5krNaUhBII9YB8ey7ISOd+58hO+QnK40LGvwH8+Qxz1SEecw2K4IZaADUc/iyKfm2hnOISmQsjL/XaX4pFzC7L1yorVaKfsbXxi/N7IqvcwXc7Q+nIVWMWii0bXmF5vBoU0KsqWU5IHrsDiLA64UktJxFPQfJylueFfH9czI2Wb/5QZlDti65EHRgZk+A/SNdvjQ==
v45j07ao66bhakd7sk7innenll5lfrju.law.	900	in	nsec3	1 1 0 - V4SRB33E1R9URFKRQJ4STEHF2SQAFEP3 NS DS RRSIG
v45j07ao66bhakd7sk7innenll5lfrju.law.	900	in	rrsig	NSEC3 8 2 900 20250907035359 20250824033627 18798 law. TZWCn+rosINk2UMO6s38U5KLeD7IGX4snfNzkGHgVw/NvxXL5qtGxYB+eAFvEpYWbRH5UtlXgUBiBxTivEcN78myQuyMK15D/wS72/0c4eNQTsfAG/UQxIHwOW1aiO6+yIWInT9B+Dh85KplePYZv4kI0W0XirwDWJICjoBljFV+h6LSbNg5ut5W/N2wr4Mw5aK+yjQT55qoIPsxYLkkpg==
v4srb33e1r9urfkrqj4stehf2sqafep3.law.	900	in	nsec3	1 1 0 - V5GERDK6ILD03OA7U1N097VBP2AD9RM9 NS DS RRSIG
v4srb33e1r9urfkrqj4stehf2sqafep3.law.	900	in	rrsig	NSEC3 8 2 900 20250907035359 20250824033627 18798 law. V/EFvQb3s6uODhmddZcjfxsWH6krxCXa0wr+S7swD9+D8a3YnqrOfIe9gU/yoddhyYxEzJ0TYg5uL7sjScHX3c/4qct2Uw9tkxdjINmGtltcLFesyeFE6GWIVV5uumW6xNb1kITGKrnFQOer/w63sLJWQF45D/IwhdnkP1iPms0J7N5NagTWBpiYVS3xsmiNq753PGQI9pFTCdgTxDd06g==
v5gerdk6ild03oa7u1n097vbp2ad9rm9.law.	900	in	nsec3	1 1 0 - V7V19LPO3OPDAL3DLHUCFG7UMLFCFCTO NS DS RRSIG
v5gerdk6ild03oa7u1n097vbp2ad9rm9.law.	900	in	rrsig	NSEC3 8 2 900 20250909174305 20250826172954 18798 law. c4E+Z3mPsUpchh67yjswBk03Upo7QEpYJmB9ostt7NBvhEbzTBGxv1c76aLcknIejBaWiqw4G623HQlE/xH6Hr6FsYP22TtU4v5t1tCZ7OkvtiFsi6zzY3lLYiL7tBTR1p6jGFIaE1KXtbqjOCwQBcaUa2w4m2qsCdNvbBbNRwFt46RL5+Coh9wqnSs3gKZ/e6zxQ9zEG4jUN1OR0yv2Gw==
v7v19lpo3opdal3dlhucfg7umlfcfcto.law.	900	in	nsec3	1 1 0 - V8E2J7LMASUIGF5SJI9REDR2UDJ99G1G NS DS RRSIG
v7v19lpo3opdal3dlhucfg7umlfcfcto.law.	900	in	rrsig	NSEC3 8 2 900 20250909174305 20250826172954 18798 law. K6qtZLHNaCaT2LENg4FLmhjriTsHhh/sS4gkUY0xjLkS+6XewNc1jNqgkVqCoDvc8OozgVQBc9pvWPyjlfPqEWn4Vwrfs335EexY0AnKMpnWxoqpb0P613cThpaXlmkHSpbQH/5YcW/9YUTYTlxLVx0QiDJ/HLOzu4zsV7WvR6om9fHb1MpfzV9B0dwJ6S26+D+vR4Cyu/xwRCzyleSFNA==
v8e2j7lmasuigf5sji9redr2udj99g1g.law.	900	in	nsec3	1 1 0 - V8N38N0MV2R0QUGS2836S3DJTK1P4A7T NS DS RRSIG
v8e2j7lmasuigf5sji9redr2udj99g1g.law.	900	in	rrsig	NSEC3 8 2 900 20250905083506 20250822075729 18798 law. WuYFydq1Ci/l7T7sqJIXpR0Um8EQxplpKGJsK++f+FsPe1ICFvhFrVvy6IWX/Daf3g4U3N+YHUEd28MX2tYgMsfpuvYXQWCMbUniLEyg6GtfM4eoGtXMcE5T9vP9j4KJXmNH7LQ6h+NEzyPZDg4VkF+4Bw2/tMq096WC1hoJUFUcNP3n0cXse+a495YT70vuKeNsYaHrr+plLfjZjC69og==
v8n38n0mv2r0qugs2836s3djtk1p4a7t.law.	900	in	nsec3	1 1 0 - VA39RV4Q3R70CCKUTRVIU29S7OVEBL1D NS DS RRSIG
v8n38n0mv2r0qugs2836s3djtk1p4a7t.law.	900	in	rrsig	NSEC3 8 2 900 20250907165010 20250824161505 18798 law. gm8ePzYxeYQe1rNPg8Fd47OmVVYFOS6hUrTWfL1Oca2zKZhOiKUm0H86x/jGbZjmp/v3WWnVEMW9WF/y16pqqfrqVdV7N2bp7lvWhZMKIAgrf3QCaQKS9LsoXqCLCJcLlonMevWodUfbJhxaJFC5FtlVrGuni8FnyoZgdrimeS7HyMJNpHKMs/+O4phXihse8wYa271nRPKzkAwSOc7ShQ==
v9bet.law.	3600	in	ns	nick.ns.cloudflare.com.
v9bet.law.	3600	in	ns	veronica.ns.cloudflare.com.
va.law.	3600	in	ns	ns3.afternic.com.
va.law.	3600	in	ns	ns4.afternic.com.
va39rv4q3r70cckutrviu29s7ovebl1d.law.	900	in	nsec3	1 1 0 - VB4MRNQH6H55K2NANJRJGHGN0QCV5MLK NS DS RRSIG
va39rv4q3r70cckutrviu29s7ovebl1d.law.	900	in	rrsig	NSEC3 8 2 900 20250907210449 20250824205856 18798 law. nYnJzxwKO+hYH0I2kvvnsbW1O2T40IAOQz5B0DmRlMjUG8yfQ4r9Udmqexf5i/hRiVxDCaahHl5+2OY37AVvCUeZXQwPQgm519/rCXWT+IQs6bzbSN0qaMEwKIUlIRxkrv8u3ey0AGUA9e+nlvzdYtnnToERdMucIhw2ds2xTCfY4Had1D28rNGOtVzCYPZ1u8rNKYTKxW8NAM2f5CFV1w==
vaar.law.	172800	in	ns	ns1hnx.name.com.
vaar.law.	172800	in	ns	ns2fgp.name.com.
vaar.law.	172800	in	ns	ns3fqs.name.com.
