xn--mgbab2bd.	900	in	soa	anycast9.irondns.net. dnsmaster.corenic.org. 2601050032 7200 7200 604800 900
xn-----btdaa2az0onaga89ibab92chaf.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----btdaa3ay0ooaf00iba3ftvgae.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn-----btdaa3ay0ooaf00iba3ftvgae.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----btdaa3ay0ooaf00ibab59bgaae.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn-----btdaa3ay0ooaf00ibab59bgaae.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----btdaaa6a3a1qoah99iba9fzviae.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn-----btdaaa6a3a1qoah99iba9fzviae.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----btdaaa8a1a1qqaf00jgcd04bgae.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn-----btdaaa8a1a1qqaf00jgcd04bgae.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----btdabbz4d7a5i1ancli14sa.xn--mgbab2bd.	86400	in	ns	kyree.ns.cloudflare.com.
xn-----btdabbz4d7a5i1ancli14sa.xn--mgbab2bd.	86400	in	ns	lila.ns.cloudflare.com.
xn-----btdac1eza8gbzmmcej13sa.xn--mgbab2bd.	86400	in	ns	kyree.ns.cloudflare.com.
xn-----btdac1eza8gbzmmcej13sa.xn--mgbab2bd.	86400	in	ns	lila.ns.cloudflare.com.
xn-----btdaedif8dffeq3tua6b53fcsuuja.xn--mgbab2bd.	86400	in	ns	ns20.ouriran.net.
xn-----btdaedif8dffeq3tua6b53fcsuuja.xn--mgbab2bd.	86400	in	ns	ns21.ouriran.net.
xn-----btdayv9lmaf10hba7e0tgae.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn-----btdayv9lmaf10hba7e0tgae.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----btdayv9lmaf10hbab06bage.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn-----btdayv9lmaf10hbab06bage.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----btdayv9lmaf10hbab06bgaaaea.xn--mgbab2bd.	86400	in	ns	journey.ns.cloudflare.com.
xn-----btdayv9lmaf10hbab06bgaaaea.xn--mgbab2bd.	86400	in	ns	remy.ns.cloudflare.com.
xn-----btdayv9lmaf10hbab06bgaae.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn-----btdayv9lmaf10hbab06bgaae.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----btdayv9lmaf10hbab06bgaaea.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn-----btdayv9lmaf10hbab06bgaaea.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----btdayv9lmaf10hbab06bgaea.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn-----btdayv9lmaf10hbab06bgaea.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----btdayv9lmaf20h3bd28agae.xn--mgbab2bd.	86400	in	ns	journey.ns.cloudflare.com.
xn-----btdayv9lmaf20h3bd28agae.xn--mgbab2bd.	86400	in	ns	remy.ns.cloudflare.com.
xn-----btdbn2ar3dvffhxd78kba37c.xn--mgbab2bd.	86400	in	ns	byron.ns.cloudflare.com.
xn-----btdbn2ar3dvffhxd78kba37c.xn--mgbab2bd.	86400	in	ns	zariyah.ns.cloudflare.com.
xn-----btdcdoq4ax7a0pw4dga.xn--mgbab2bd.	86400	in	ns	ns10.websamin.org.
xn-----btdcdoq4ax7a0pw4dga.xn--mgbab2bd.	86400	in	ns	ns9.websamin.org.
xn-----btdcm2as2dvfmbkod.xn--mgbab2bd.	86400	in	ns	byron.ns.cloudflare.com.
xn-----btdcm2as2dvfmbkod.xn--mgbab2bd.	86400	in	ns	zariyah.ns.cloudflare.com.
xn-----btdcy5ljgci78hbab10cha.xn--mgbab2bd.	86400	in	ns	journey.ns.cloudflare.com.
xn-----btdcy5ljgci78hbab10cha.xn--mgbab2bd.	86400	in	ns	remy.ns.cloudflare.com.
xn-----btdlmaq6ap9pdk87jfc5x.xn--mgbab2bd.	86400	in	ns	ns1.websamin.org.
xn-----btdlmaq6ap9pdk87jfc5x.xn--mgbab2bd.	86400	in	ns	ns2.websamin.org.
xn-----ctdabnosd1ad0e8kgg43s.xn--mgbab2bd.	86400	in	ns	byron.ns.cloudflare.com.
xn-----ctdabnosd1ad0e8kgg43s.xn--mgbab2bd.	86400	in	ns	zariyah.ns.cloudflare.com.
xn-----ctdba3aqr3e0fmqhd10rka.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn-----ctdba3aqr3e0fmqhd10rka.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn-----ctdkdiqy6ojjhhe00r.xn--mgbab2bd.	86400	in	ns	kyree.ns.cloudflare.com.
xn-----ctdkdiqy6ojjhhe00r.xn--mgbab2bd.	86400	in	ns	lila.ns.cloudflare.com.
xn-----ctdp7jked79fba89af.xn--mgbab2bd.	86400	in	ns	kara.ns.cloudflare.com.
xn-----ctdp7jked79fba89af.xn--mgbab2bd.	86400	in	ns	kurt.ns.cloudflare.com.
xn-----dtd4al4ikfld28hbab10ce.xn--mgbab2bd.	86400	in	ns	byron.ns.cloudflare.com.
xn-----dtd4al4ikfld28hbab10ce.xn--mgbab2bd.	86400	in	ns	zariyah.ns.cloudflare.com.
xn-----dtddhbl4ane5a9mxcr49qha.xn--mgbab2bd.	86400	in	ns	ns1.regxa.com.
xn-----dtddhbl4ane5a9mxcr49qha.xn--mgbab2bd.	86400	in	ns	ns2.regxa.com.
xn-----usdoibcaadzob1c3af81alafbfb5b9b1bl.xn--mgbab2bd.	86400	in	ns	ns1.google.com.
xn-----usdoibcaadzob1c3af81alafbfb5b9b1bl.xn--mgbab2bd.	86400	in	ns	ns2.google.com.
xn-----usdoibcaadzob1c3af81alafbfb5b9b1bl.xn--mgbab2bd.	86400	in	ns	ns3.google.com.
xn-----usdoibcaadzob1c3af81alafbfb5b9b1bl.xn--mgbab2bd.	86400	in	ns	ns4.google.com.
xn----0mcw5fm40dcb03a.xn--mgbab2bd.	86400	in	ns	ns1.webaccountserver.com.
xn----0mcw5fm40dcb03a.xn--mgbab2bd.	86400	in	ns	ns2.webaccountserver.com.
xn----1mclc1jd31e.xn--mgbab2bd.	86400	in	ns	byron.ns.cloudflare.com.
xn----1mclc1jd31e.xn--mgbab2bd.	86400	in	ns	zariyah.ns.cloudflare.com.
xn----1mcv5fl50dbb62a.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn----1mcv5fl50dbb62a.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn----1mczmct8dxcc13ka.xn--mgbab2bd.	86400	in	ns	ns1.idigital.co.
xn----1mczmct8dxcc13ka.xn--mgbab2bd.	86400	in	ns	ns2.idigital.co.
xn----4mcbsku9kbcap.xn--mgbab2bd.	86400	in	ns	dns1.p03.nsone.net.
xn----4mcbsku9kbcap.xn--mgbab2bd.	86400	in	ns	dns2.p03.nsone.net.
xn----4mcbsku9kbcap.xn--mgbab2bd.	86400	in	ns	dns3.p03.nsone.net.
xn----4mcbsku9kbcap.xn--mgbab2bd.	86400	in	ns	dns4.p03.nsone.net.
xn----fnc6dk50cd6v.xn--mgbab2bd.	86400	in	ns	dolly.ns.cloudflare.com.
xn----fnc6dk50cd6v.xn--mgbab2bd.	86400	in	ns	maxim.ns.cloudflare.com.
xn----gnc5dj60cbb1zae.xn--mgbab2bd.	86400	in	ns	journey.ns.cloudflare.com.
xn----gnc5dj60cbb1zae.xn--mgbab2bd.	86400	in	ns	remy.ns.cloudflare.com.
xn----gnc5dj60cbb1zaea.xn--mgbab2bd.	86400	in	ns	journey.ns.cloudflare.com.
xn----gnc5dj60cbb1zaea.xn--mgbab2bd.	86400	in	ns	remy.ns.cloudflare.com.
xn----gnc5dj60cbb1ze.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn----gnc5dj60cbb1ze.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn----gnc5dj60cbb1zea.xn--mgbab2bd.	86400	in	ns	journey.ns.cloudflare.com.
xn----gnc5dj60cbb1zea.xn--mgbab2bd.	86400	in	ns	remy.ns.cloudflare.com.
xn----gnc5dj60cbb1zeaa.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn----gnc5dj60cbb1zeaa.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn----gnc5dj70c8ad3ue.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn----gnc5dj70c8ad3ue.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn----gnc5dj80c7ab5ue.xn--mgbab2bd.	86400	in	ns	gwen.ns.cloudflare.com.
xn----gnc5dj80c7ab5ue.xn--mgbab2bd.	86400	in	ns	tom.ns.cloudflare.com.
xn----gnc5dja40dbb62aaf.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn----gnc5dja40dbb62aaf.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn----gnc5dja40dbb62af.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn----gnc5dja40dbb62af.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn----gnca5faapa99fdab13baf.xn--mgbab2bd.	86400	in	ns	journey.ns.cloudflare.com.
xn----gnca5faapa99fdab13baf.xn--mgbab2bd.	86400	in	ns	remy.ns.cloudflare.com.
xn----gnca5fl50dbb62aaae.xn--mgbab2bd.	86400	in	ns	journey.ns.cloudflare.com.
xn----gnca5fl50dbb62aaae.xn--mgbab2bd.	86400	in	ns	remy.ns.cloudflare.com.
xn----gnca5fla30ebb16aaf.xn--mgbab2bd.	86400	in	ns	oaklyn.ns.cloudflare.com.
xn----gnca5fla30ebb16aaf.xn--mgbab2bd.	86400	in	ns	skip.ns.cloudflare.com.
xn----gnco2de1a88dzi.xn--mgbab2bd.	86400	in	ns	dimitris.ns.cloudflare.com.
xn----gnco2de1a88dzi.xn--mgbab2bd.	86400	in	ns	serenity.ns.cloudflare.com.
xn----gnco6dwa29cb3z.xn--mgbab2bd.	86400	in	ns	dimitris.ns.cloudflare.com.
xn----gnco6dwa29cb3z.xn--mgbab2bd.	86400	in	ns	serenity.ns.cloudflare.com.
xn----omcpb3cm7lz7b.xn--mgbab2bd.	86400	in	ns	ns1.hostiran.net.
xn----omcpb3cm7lz7b.xn--mgbab2bd.	86400	in	ns	ns2.hostiran.net.
xn----omcpn7akbc1ova58h7l.xn--mgbab2bd.	86400	in	ns	ns1.hostiran.net.
xn----omcpn7akbc1ova58h7l.xn--mgbab2bd.	86400	in	ns	ns2.hostiran.net.
xn----omcy3ak4iqab89ica.xn--mgbab2bd.	86400	in	ns	ns1.yourdomain.com.
xn----omcy3ak4iqab89ica.xn--mgbab2bd.	86400	in	ns	ns2.yourdomain.com.
xn----qmcm8bg4gqakrd.xn--mgbab2bd.	86400	in	ns	nsgbr.comlaude.co.uk.
xn----qmcm8bg4gqakrd.xn--mgbab2bd.	86400	in	ns	nssui.comlaude.ch.
xn----qmcm8bg4gqakrd.xn--mgbab2bd.	86400	in	ns	nsusa.comlaude.net.
xn----qmcmf2ci5illtd.xn--mgbab2bd.	86400	in	ns	nsgbr.comlaude.co.uk.
xn----qmcmf2ci5illtd.xn--mgbab2bd.	86400	in	ns	nssui.comlaude.ch.
xn----qmcmf2ci5illtd.xn--mgbab2bd.	86400	in	ns	nsusa.comlaude.net.
xn----qmcmfk5be6j5amvey.xn--mgbab2bd.	86400	in	ns	nsgbr.comlaude.co.uk.
xn----qmcmfk5be6j5amvey.xn--mgbab2bd.	86400	in	ns	nssui.comlaude.ch.
xn----qmcmfk5be6j5amvey.xn--mgbab2bd.	86400	in	ns	nsusa.comlaude.net.
xn----rmckbgi2oqaco.xn--mgbab2bd.	86400	in	ns	ns1.101domain.com.
xn----rmckbgi2oqaco.xn--mgbab2bd.	86400	in	ns	ns2.101domain.com.
xn----rmckbgi2oqaco.xn--mgbab2bd.	86400	in	ns	ns5.101domain.com.
xn----rmclcd7b0juaz.xn--mgbab2bd.	86400	in	ns	ns1.101domain.com.
xn----rmclcd7b0juaz.xn--mgbab2bd.	86400	in	ns	ns2.101domain.com.
xn----rmclcd7b0juaz.xn--mgbab2bd.	86400	in	ns	ns5.101domain.com.
xn----rmcm8bb4gxaklg.xn--mgbab2bd.	86400	in	ns	nsgbr.comlaude.co.uk.
xn----rmcm8bb4gxaklg.xn--mgbab2bd.	86400	in	ns	nssui.comlaude.ch.
xn----rmcm8bb4gxaklg.xn--mgbab2bd.	86400	in	ns	nsusa.comlaude.net.
xn----rmcmbj6cxgualt.xn--mgbab2bd.	86400	in	ns	nsgbr.comlaude.co.uk.
xn----rmcmbj6cxgualt.xn--mgbab2bd.	86400	in	ns	nssui.comlaude.ch.
xn----rmcmbj6cxgualt.xn--mgbab2bd.	86400	in	ns	nsusa.comlaude.net.
xn----rmcmbk5bl8isbmohq.xn--mgbab2bd.	86400	in	ns	nsgbr.comlaude.co.uk.
xn----rmcmbk5bl8isbmohq.xn--mgbab2bd.	86400	in	ns	nssui.comlaude.ch.
xn----rmcmbk5bl8isbmohq.xn--mgbab2bd.	86400	in	ns	nsusa.comlaude.net.
xn----ymc9faejmv.xn--mgbab2bd.	86400	in	ns	nsgbr.comlaude.co.uk.
xn----ymc9faejmv.xn--mgbab2bd.	86400	in	ns	nssui.comlaude.ch.
xn----ymc9faejmv.xn--mgbab2bd.	86400	in	ns	nsusa.comlaude.net.
xn----ymca8bg4gqalqd.xn--mgbab2bd.	86400	in	ns	nsgbr.comlaude.co.uk.
xn----ymca8bg4gqalqd.xn--mgbab2bd.	86400	in	ns	nssui.comlaude.ch.
xn----ymca8bg4gqalqd.xn--mgbab2bd.	86400	in	ns	nsusa.comlaude.net.
xn----ymcabagie2dblp8tvafun.xn--mgbab2bd.	86400	in	ns	ns1.iptet.ir.
xn----ymcabagie2dblp8tvafun.xn--mgbab2bd.	86400	in	ns	ns2.iptet.ir.
xn----ymcabt8b3hjch.xn--mgbab2bd.	86400	in	ns	ns1.webaccountserver.com.
xn----ymcabt8b3hjch.xn--mgbab2bd.	86400	in	ns	ns2.webaccountserver.com.
xn----ymcafk5be6j5ambvf0a.xn--mgbab2bd.	86400	in	ns	nsgbr.comlaude.co.uk.
xn----ymcafk5be6j5ambvf0a.xn--mgbab2bd.	86400	in	ns	nssui.comlaude.ch.
xn----ymcafk5be6j5ambvf0a.xn--mgbab2bd.	86400	in	ns	nsusa.comlaude.net.
xn----ymcatr8jle20gbab62bfe.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn----ymcatr8jle20gbab62bfe.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn----ymcbamcaaa6b5g3f.xn--mgbab2bd.	86400	in	ns	byron.ns.cloudflare.com.
xn----ymcbamcaaa6b5g3f.xn--mgbab2bd.	86400	in	ns	zariyah.ns.cloudflare.com.
xn----ymcbbn1abnz8cwezb77k.xn--mgbab2bd.	86400	in	ns	byron.ns.cloudflare.com.
xn----ymcbbn1abnz8cwezb77k.xn--mgbab2bd.	86400	in	ns	zariyah.ns.cloudflare.com.
xn----ymcbjc3bs2my0bga00b.xn--mgbab2bd.	86400	in	ns	ns1.yourdomain.com.
xn----ymcbjc3bs2my0bga00b.xn--mgbab2bd.	86400	in	ns	ns2.yourdomain.com.
xn----ymcbjkc5aq5ndoked86ljq.xn--mgbab2bd.	86400	in	ns	ns1.iptet.ir.
xn----ymcbjkc5aq5ndoked86ljq.xn--mgbab2bd.	86400	in	ns	ns2.iptet.ir.
xn----ymcbka1as2dvfnvda.xn--mgbab2bd.	86400	in	ns	byron.ns.cloudflare.com.
xn----ymcbka1as2dvfnvda.xn--mgbab2bd.	86400	in	ns	zariyah.ns.cloudflare.com.
xn----ymcbkxp5c4eltd.xn--mgbab2bd.	86400	in	ns	aspen.ns.cloudflare.com.
xn----ymcbkxp5c4eltd.xn--mgbab2bd.	86400	in	ns	thaddeus.ns.cloudflare.com.
xn----ymcbmxj2d0ecaimbe.xn--mgbab2bd.	86400	in	ns	journey.ns.cloudflare.com.
xn----ymcbmxj2d0ecaimbe.xn--mgbab2bd.	86400	in	ns	remy.ns.cloudflare.com.
xn----ymcbrc2mkg31j.xn--mgbab2bd.	86400	in	ns	ns1.iptet.ir.
xn----ymcbrc2mkg31j.xn--mgbab2bd.	86400	in	ns	ns2.iptet.ir.
xn----ymccb0bp5lb40g6jbd.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn----ymccb0bp5lb40g6jbd.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn----ymcd1bfm0i9a24e.xn--mgbab2bd.	86400	in	ns	ns.nedahosting.org.
xn----ymcd1bfm0i9a24e.xn--mgbab2bd.	86400	in	ns	ns2.nedahosting.org.
xn----ymcybv5hlfb59gbl.xn--mgbab2bd.	86400	in	ns	lovisa.ns.cloudflare.com.
xn----ymcybv5hlfb59gbl.xn--mgbab2bd.	86400	in	ns	renan.ns.cloudflare.com.
xn----zmca8bb4gxaklg.xn--mgbab2bd.	86400	in	ns	nsgbr.comlaude.co.uk.
xn----zmca8bb4gxaklg.xn--mgbab2bd.	86400	in	ns	nssui.comlaude.ch.
xn----zmca8bb4gxaklg.xn--mgbab2bd.	86400	in	ns	nsusa.comlaude.net.
xn----zmcaabo2cbbk1c3jmb95e63a.xn--mgbab2bd.	86400	in	ns	ns1.iptet.ir.
xn----zmcaabo2cbbk1c3jmb95e63a.xn--mgbab2bd.	86400	in	ns	ns2.iptet.ir.
xn----zmcab3agn4c0gnum71e17adag.xn--mgbab2bd.	86400	in	ns	ns1.iptet.ir.
xn----zmcab3agn4c0gnum71e17adag.xn--mgbab2bd.	86400	in	ns	ns2.iptet.ir.
xn----zmcabjdb8arb9f4gh5b43jxpla.xn--mgbab2bd.	86400	in	ns	ns15.websamin.org.
xn----zmcabjdb8arb9f4gh5b43jxpla.xn--mgbab2bd.	86400	in	ns	ns16.websamin.org.
xn----zmcabk5bl8isbmohq.xn--mgbab2bd.	86400	in	ns	nsgbr.comlaude.co.uk.
xn----zmcabk5bl8isbmohq.xn--mgbab2bd.	86400	in	ns	nssui.comlaude.ch.
xn----zmcabk5bl8isbmohq.xn--mgbab2bd.	86400	in	ns	nsusa.comlaude.net.
xn----zmcbhzlbd9d9fsa38drrxczvja.xn--mgbab2bd.	86400	in	ns	ns10.websamin.org.
xn----zmcbhzlbd9d9fsa38drrxczvja.xn--mgbab2bd.	86400	in	ns	ns9.websamin.org.
xn----zmccg9aph8a3gh4b23kiaa.xn--mgbab2bd.	86400	in	ns	ns1.websamin.org.
xn----zmccg9aph8a3gh4b23kiaa.xn--mgbab2bd.	86400	in	ns	ns2.websamin.org.
xn----zmch3an3h0a78evj.xn--mgbab2bd.	86400	in	ns	ns1.abtinweb.com.
xn----zmch3an3h0a78evj.xn--mgbab2bd.	86400	in	ns	ns2.abtinweb.com.
xn----zmcnnb0msa.xn--mgbab2bd.	86400	in	ns	ns1.101domain.com.
xn----zmcnnb0msa.xn--mgbab2bd.	86400	in	ns	ns2.101domain.com.
xn----zmcnnb0msa.xn--mgbab2bd.	86400	in	ns	ns5.101domain.com.
xn----zmcxb5hdnr08fba89a.xn--mgbab2bd.	86400	in	ns	dimitris.ns.cloudflare.com.
xn----zmcxb5hdnr08fba89a.xn--mgbab2bd.	86400	in	ns	serenity.ns.cloudflare.com.
xn---1-pvdae0b.xn--mgbab2bd.	86400	in	ns	nsgbr.comlaude.co.uk.
xn---1-pvdae0b.xn--mgbab2bd.	86400	in	ns	nssui.comlaude.ch.
xn---1-pvdae0b.xn--mgbab2bd.	86400	in	ns	nsusa.comlaude.net.
xn--1-kocad4a.xn--mgbab2bd.	86400	in	ns	nsgbr.comlaude.co.uk.
xn--1-kocad4a.xn--mgbab2bd.	86400	in	ns	nssui.comlaude.ch.
xn--1-kocad4a.xn--mgbab2bd.	86400	in	ns	nsusa.comlaude.net.
xn--2gbezw.xn--mgbab2bd.	86400	in	ns	ns1.websamin.org.
xn--2gbezw.xn--mgbab2bd.	86400	in	ns	ns2.websamin.org.
xn--32-ztd5gk.xn--mgbab2bd.	86400	in	ns	ns1.yourdomain.com.
xn--32-ztd5gk.xn--mgbab2bd.	86400	in	ns	ns2.yourdomain.com.
xn--3ib0gqe.xn--mgbab2bd.	86400	in	ns	ns1.hostiran.net.
xn--3ib0gqe.xn--mgbab2bd.	86400	in	ns	ns2.hostiran.net.
xn--4gbw22b.xn--mgbab2bd.	86400	in	ns	ns1.prespolis.com.
xn--4gbw22b.xn--mgbab2bd.	86400	in	ns	ns2.prespolis.com.
xn--ggbbp3b.xn--mgbab2bd.	86400	in	ns	ns1.websamin.org.
xn--ggbbp3b.xn--mgbab2bd.	86400	in	ns	ns2.websamin.org.
xn--ggbbp3b85efaa.xn--mgbab2bd.	86400	in	ns	ns1.websamin.org.
xn--ggbbp3b85efaa.xn--mgbab2bd.	86400	in	ns	ns2.websamin.org.
xn--ghb5rb3l.xn--mgbab2bd.	86400	in	ns	kyree.ns.cloudflare.com.
xn--ghb5rb3l.xn--mgbab2bd.	86400	in	ns	lila.ns.cloudflare.com.
xn--ghbc3oc.xn--mgbab2bd.	86400	in	ns	ns1.abtinweb.com.
xn--ghbc3oc.xn--mgbab2bd.	86400	in	ns	ns2.abtinweb.com.
xn--ghbega.xn--mgbab2bd.	86400	in	ns	ns1.websamin.org.
xn--ghbega.xn--mgbab2bd.	86400	in	ns	ns2.websamin.org.
xn--ghbh22ab.xn--mgbab2bd.	86400	in	ns	ns1.websamin.org.
xn--ghbh22ab.xn--mgbab2bd.	86400	in	ns	ns2.websamin.org.
xn--ghbh50aue.xn--mgbab2bd.	86400	in	ns	ns1.hostiran.net.
xn--ghbh50aue.xn--mgbab2bd.	86400	in	ns	ns2.hostiran.net.
xn--hgb4a7bul70f.xn--mgbab2bd.	86400	in	ns	ns1.mecaserver.ir.
xn--hgb4a7bul70f.xn--mgbab2bd.	86400	in	ns	ns2.mecaserver.ir.
xn--hgb6dph27d.xn--mgbab2bd.	86400	in	ns	ns1.yourdomain.com.
xn--hgb6dph27d.xn--mgbab2bd.	86400	in	ns	ns2.yourdomain.com.
xn--hgbapamb0cb5lmbtv63o.xn--mgbab2bd.	86400	in	ns	ns1.iptet.ir.
xn--hgbapamb0cb5lmbtv63o.xn--mgbab2bd.	86400	in	ns	ns2.iptet.ir.
xn--hgbjbamb0cb8ora21er0a.xn--mgbab2bd.	86400	in	ns	ns1.iptet.ir.
xn--hgbjbamb0cb8ora21er0a.xn--mgbab2bd.	86400	in	ns	ns2.iptet.ir.
xn--hgbjbd7ad3a.xn--mgbab2bd.	86400	in	ns	ns10.websamin.org.
xn--hgbjbd7ad3a.xn--mgbab2bd.	86400	in	ns	ns9.websamin.org.
xn--hgbk2h.xn--mgbab2bd.	86400	in	ns	ns1.hostiran.net.
xn--hgbk2h.xn--mgbab2bd.	86400	in	ns	ns2.hostiran.net.
xn--hgbk3a.xn--mgbab2bd.	86400	in	ns	ns1.websamin.org.
xn--hgbk3a.xn--mgbab2bd.	86400	in	ns	ns2.websamin.org.
xn--hgbk3a21eeaa.xn--mgbab2bd.	86400	in	ns	ns1.websamin.org.
xn--hgbk3a21eeaa.xn--mgbab2bd.	86400	in	ns	ns2.websamin.org.
xn--hgbk4a0e88a.xn--mgbab2bd.	86400	in	ns	dns105.rayanegarco.com.
xn--hgbk4a0e88a.xn--mgbab2bd.	86400	in	ns	dns106.rayanegarco.com.
xn--hgbk4agb7ipa.xn--mgbab2bd.	86400	in	ns	ns1.hostiran.net.
xn--hgbk4agb7ipa.xn--mgbab2bd.	86400	in	ns	ns2.hostiran.net.
xn--hgbk6aj7f53bba.xn--mgbab2bd.	86400	in	ns	a.icann-servers.net.
xn--hgbk6aj7f53bba.xn--mgbab2bd.	86400	in	ns	b.icann-servers.net.
xn--hgbk6aj7f53bba.xn--mgbab2bd.	86400	in	ns	c.icann-servers.net.
xn--hgbk6aj7f53bba.xn--mgbab2bd.	86400	in	ns	ns.icann.org.
xn--hgbk7a0ehl.xn--mgbab2bd.	86400	in	ns	ns1.prespolis.com.
xn--hgbk7a0ehl.xn--mgbab2bd.	86400	in	ns	ns2.prespolis.com.
xn--hgbka3bk7j.xn--mgbab2bd.	86400	in	ns	ns1.hostiran.net.
xn--hgbka3bk7j.xn--mgbab2bd.	86400	in	ns	ns2.hostiran.net.
xn--hgbka4kn1a.xn--mgbab2bd.	86400	in	ns	ns1.hostiran.net.
xn--hgbka4kn1a.xn--mgbab2bd.	86400	in	ns	ns2.hostiran.net.
xn--hgbka9ii80d.xn--mgbab2bd.	86400	in	ns	ns1.websamin.org.
xn--hgbka9ii80d.xn--mgbab2bd.	86400	in	ns	ns2.websamin.org.
xn--hgbkaehb0cbt9ksbwuh.xn--mgbab2bd.	86400	in	ns	ns1.iptet.ir.
xn--hgbkaehb0cbt9ksbwuh.xn--mgbab2bd.	86400	in	ns	ns2.iptet.ir.
xn--hgbkajb4b6inap04k.xn--mgbab2bd.	86400	in	ns	ns1.iptet.ir.
xn--hgbkajb4b6inap04k.xn--mgbab2bd.	86400	in	ns	ns2.iptet.ir.
xn--hgbkc3bjd82ciu.xn--mgbab2bd.	86400	in	ns	ns1.ashpazbashy.com.
xn--hgbkc3bjd82ciu.xn--mgbab2bd.	86400	in	ns	ns2.ashpazbashy.com.
xn--hgbkjze4iza96h.xn--mgbab2bd.	86400	in	ns	ns1.websamin.org.
xn--hgbkjze4iza96h.xn--mgbab2bd.	86400	in	ns	ns2.websamin.org.
xn--hgbkxav92g.xn--mgbab2bd.	86400	in	ns	ns.nedahosting.org.
xn--hgbkxav92g.xn--mgbab2bd.	86400	in	ns	ns2.nedahosting.org.
xn--hgbkyk.xn--mgbab2bd.	86400	in	ns	ns1.websamin.org.
xn--hgbkyk.xn--mgbab2bd.	86400	in	ns	ns2.websamin.org.
xn--hgbm7a0ek70f.xn--mgbab2bd.	86400	in	ns	ns1.regery.net.
xn--hgbm7a0ek70f.xn--mgbab2bd.	86400	in	ns	ns2.regery.net.
xn--hgbm7a0ek70f.xn--mgbab2bd.	86400	in	ns	ns3.regery.net.
xn--hgbmg2ai5h4a.xn--mgbab2bd.	86400	in	ns	a.ns.apple.com.
xn--hgbmg2ai5h4a.xn--mgbab2bd.	86400	in	ns	b.ns.apple.com.
xn--hgbmg2ai5h4a.xn--mgbab2bd.	86400	in	ns	c.ns.apple.com.
xn--hgbmg2ai5h4a.xn--mgbab2bd.	86400	in	ns	d.ns.apple.com.
xn--hgbqu.xn--mgbab2bd.	86400	in	ns	ns1.yourdomain.com.
xn--hgbqu.xn--mgbab2bd.	86400	in	ns	ns2.yourdomain.com.
xn--hgbqulb9it21s.xn--mgbab2bd.	86400	in	ns	ns.nedahosting.org.
xn--hgbqulb9it21s.xn--mgbab2bd.	86400	in	ns	ns2.nedahosting.org.
xn--hhbcc54c.xn--mgbab2bd.	86400	in	ns	ns1.hostiran.net.
xn--hhbcc54c.xn--mgbab2bd.	86400	in	ns	ns2.hostiran.net.
