place.	3600	in	soa	v0n0.nic.place. hostmaster.donuts.email. 1757034845 7200 900 1209600 3600
8qg3fmfjgn81t7ig2l30c119ul5t4go8.place.	3600	in	nsec3	1 1 0 73 8R6CQU3RR79F0ECLOKF4BBJ4RD18O549 NS DS RRSIG
8qg3fmfjgn81t7ig2l30c119ul5t4go8.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. YEgBbra7UCZKN1VePCotXBK+BjVV8bAEIExQvlGOlyMK5wDsN2SljfGVZml+6KQhWtpvRKMshAhXS5qbHZ5qyoIfhHTAqr5OxMn/yLPwjfEbLqiHsrGTSinjuSJsvw8SOqmd2GrU6go6U/wFERClBB36SeyCYl5pwN2fD0LQUzw=
8r6cqu3rr79f0eclokf4bbj4rd18o549.place.	3600	in	nsec3	1 1 0 73 8SE18OBOS8SCNHKOJOG41AV3VC5QFPF5 NS DS RRSIG
8r6cqu3rr79f0eclokf4bbj4rd18o549.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. NtaPs8vDkD+SAoiz/d1T/ThqUkPIq+44B3uGbdoOP9iHLjuKGO9mpoAeDBdtbFD19NlOF1nDhwOQrPQrZaCg2GjA/so8VC9w0L92UkfJJaOAdIO0mm+3kAVOopcEvtlc6H/zj5oqFehIEPmwWKe3zggA44fqCzdVAuA3s247CVk=
8se18obos8scnhkojog41av3vc5qfpf5.place.	3600	in	nsec3	1 1 0 73 8TGS2K6M91CJIOS60MSJ9JH6KKL42LI0 NS DS RRSIG
8se18obos8scnhkojog41av3vc5qfpf5.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. gzffWE+8vI3+AfLTxzn7D18e/Vvh+Mfr8H0wqw8Pe+vZCb6dN3c3F+fSfifz85iFIQHCPVHqf56uoXQJuCA4V+4RUaxkozU3+ghypBkBWCPxYAxpLEdrpRT46pDmGbhLqVOxycCk6rFH5B+Bdv4lI6X4NarItyxgGMXe47jHelM=
8tgs2k6m91cjios60msj9jh6kkl42li0.place.	3600	in	nsec3	1 1 0 73 8U9KTAIF0PD55DI90UIL8O1HFK2C0P63 NS DS RRSIG
8tgs2k6m91cjios60msj9jh6kkl42li0.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. Ma3kYLiQuXILxlKpznKUyzrms4QoZpr/92jyCg+Xe2S9rMAO/FZbt7kOxWdS3yy5hoRgIh//XryyrnY54Yr2oofZzcIP7c0BTmOkTIhmttWMLQf2d5z3rZQowtzEbV4YcKAn5n5GyUr4/ic17gF54MzWHlNT5/61q11DQiTqpII=
8u9ktaif0pd55di90uil8o1hfk2c0p63.place.	3600	in	nsec3	1 1 0 73 8UROV2JH35QAF2SB6JNP7LOKLUPGPD2A NS DS RRSIG
8u9ktaif0pd55di90uil8o1hfk2c0p63.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. JI7YdBLg2BqMfzi/VtEY5ylyQLsl36AhJG3hD/+wMjgI0xLVjrETnbHD1XNts02SCWTqpYR59fF3HEIXK2Sx7la3gaQEzqJlkLTWQsmvXNQEQSQL+eh9mIbLn1xv17ejBqYvkTR6/6Do86InQDySGjrSYoGpAXmJjWOJ0r3Fo1M=
8urov2jh35qaf2sb6jnp7loklupgpd2a.place.	3600	in	nsec3	1 1 0 73 933N5O8U11JFUBTJ03VU79KHPQJ854VI NS DS RRSIG
8urov2jh35qaf2sb6jnp7loklupgpd2a.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. k4z5mVl63ez9JAdWhiYDx91S8Jc46AOHi4bV7zMnxSxwi7jjE8mtCQlkJppa8AxQPKe/qwl1EJ0c5fsKPvCnQKnfLHK85QuXFuwA7KMWDIa2585sEtk9/huuGxg/26GZ0q5F4p1Yv9UMES2dbW1Yuwslijmn52VzdO81YhKfTgw=
8xbet.place.	3600	in	ns	guy.ns.cloudflare.com.
8xbet.place.	3600	in	ns	mary.ns.cloudflare.com.
901jefferson.place.	3600	in	ns	dns1.registrar-servers.com.
901jefferson.place.	3600	in	ns	dns2.registrar-servers.com.
911.place.	3600	in	ns	ns1.instradns.com.
911.place.	3600	in	ns	ns2.instradns.com.
911.place.	3600	in	ns	ns3.instradns.com.
911ads.place.	3600	in	ns	ns1.101domain.com.
911ads.place.	3600	in	ns	ns2.101domain.com.
9150w64th.place.	3600	in	ds	18139 8 2 B8DD1B4978E12786F04B5363E7E55A706D452CACA666FA34B247819FEEB37386
9150w64th.place.	3600	in	ns	ns-cloud-a1.googledomains.com.
9150w64th.place.	3600	in	ns	ns-cloud-a2.googledomains.com.
9150w64th.place.	3600	in	ns	ns-cloud-a3.googledomains.com.
9150w64th.place.	3600	in	ns	ns-cloud-a4.googledomains.com.
9150w64th.place.	3600	in	rrsig	DS 8 2 3600 20250922152622 20250901142622 65154 place. OAmjuigTruuYcwy6EWuRI3WWIDoxh8t4WBc65ZuAF7Gl0C5HB9788gq4XZhAQdmmQYSq1n1OzNeoCCAIuOFVi6/rhQFayTcdnp57pMtL/au4AOlFiswTPyJ7Q0LCdkWyMhpcR2p/mCShv0TbW69jmi5g03tPtZMWecrSn3Lav3M=
91porn.place.	3600	in	ns	amber.ns.cloudflare.com.
91porn.place.	3600	in	ns	justin.ns.cloudflare.com.
931471.place.	3600	in	ns	a.share-dns.com.
931471.place.	3600	in	ns	b.share-dns.net.
933n5o8u11jfubtj03vu79khpqj854vi.place.	3600	in	nsec3	1 1 0 73 93ILH4RI8LJ9JB13FT7FK28MQ7PKC1DG NS DS RRSIG
933n5o8u11jfubtj03vu79khpqj854vi.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. n3ibaMq5D+OltFHRa/Ajs74KhZe0eWHa0cMRzq8eXKw0h1ZODH1jk8o6WUIAY/ahi9I2WHITvMYDLgvohmy2tVryUA5C6mG4WqnfzCSELKe/+p2GK9sPN7vDUjW1AP8wv399xciWyzSa1oNVsT0e33PXkPi4RvE0SSoZVBeqZKw=
93ilh4ri8lj9jb13ft7fk28mq7pkc1dg.place.	3600	in	nsec3	1 1 0 73 952KN6TTR8F6G2DTI1KI4DTDBPB27VUR NS DS RRSIG
93ilh4ri8lj9jb13ft7fk28mq7pkc1dg.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. PVFtr41qPPkSba42fpCMlUxmEkhHimcN17/WHCYIBsDc95IVFFu35Sns82pVnyhYvvb0JH54900vdhLSbgn1YrNmrTQGKdPNown0W7DoXnYxFmhRDDJG5OaS6DYnaO9W/8Fn158FrEZbcLlHnnZYvxS89fx7ZzVPdQcDAgInX8o=
952kn6ttr8f6g2dti1ki4dtdbpb27vur.place.	3600	in	nsec3	1 1 0 73 952MMAKSKMM510R4A1A47OL3111ONLV5 NS DS RRSIG
952kn6ttr8f6g2dti1ki4dtdbpb27vur.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. k4wQt+8dj9N4FXEp4MucU6dvKSOMOvc4xvyBxhVtfGr4dtXE7sCt4zqrc4bpr/Oy6FYo2U+5TzUocKwG+VvcUeRAR2r47AMSw2IV55em6v2Ct6DqwTYZhegsG8BtEBqWhys3uaZEUQnbarfRFSslS6A9Jr3fgO+MzCnvRmhgCWw=
952mmakskmm510r4a1a47ol3111onlv5.place.	3600	in	nsec3	1 1 0 73 95M5ATI27NGQDG1U0EBT277CFV3O4MDA NS DS RRSIG
952mmakskmm510r4a1a47ol3111onlv5.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. TAfjcnEqrOTMbzWLKi9MJPVlKAec2JdWCZZXNeaurWlQbvzO4SaLRL3+nteAH/B6ivvcSdD0rOssiaknUCkCQAJI8ol4raSUS7SQTHolUsK6R4fOBa1XTTdFWqFWpi4CrThaylaSnRQPuhJoYOSn4yBC+DLNSMPyGbBnczOf3nQ=
95m5ati27ngqdg1u0ebt277cfv3o4mda.place.	3600	in	nsec3	1 1 0 73 96LPRK6MUDI9K7I2HHAC67RFATE3NAI1 NS DS RRSIG
95m5ati27ngqdg1u0ebt277cfv3o4mda.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. AUxOGSIWh/uVsDnNsNWAlsFdsWKKNVWn0KaYwDNP7VdC0CxxS07B0b/cuReZv/4BSWTeb8Xostc86u5T1M+gNd1grUqfdqIadlfjCZkQWchltlKe7kS2Xf/3ufKKUmHpm+kdn+xzSvHJlRkaLOMRowDOtNMIv16FwutOVPgGzdw=
96lprk6mudi9k7i2hhac67rfate3nai1.place.	3600	in	nsec3	1 1 0 73 96POCDM2J17SC6R8BUERM86IJP17EUS4 NS DS RRSIG
96lprk6mudi9k7i2hhac67rfate3nai1.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. hhH3Qi/4RvwCdhkx5iMO4N8/cciInbEgVna4ishfKML1V/zhV7NqTRhdWtXkBdjc5eTIGk0rvDarM263DVptfNjC4wibepaCShHjGaKgaiWYkMShnstQB6r/poSogtCo1IxjFm+Bwq13cQRbpj+DN3LYoMe9FISFJVWVOXvXPLY=
96pocdm2j17sc6r8buerm86ijp17eus4.place.	3600	in	nsec3	1 1 0 73 972EFS620JOE1S469D4IHPJF8SQOERMA NS DS RRSIG
96pocdm2j17sc6r8buerm86ijp17eus4.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. Re/IXRNKgRzAKg/1GP1iCxqGdo0NBd657NeqmC7PmYG/F4IZR9nTMdEu+c2IhzRTr5+qiKOmiUXFzu1VtHDn1p4aaBZNJ7A1n+9dwd8HEs6Rl0tLBYp4IBzaWyqzE9NGJRmeBoimUuHbKGG7smPJW+shdxdvjQ7wxstDz6w5Drk=
972efs620joe1s469d4ihpjf8sqoerma.place.	3600	in	nsec3	1 1 0 73 979JVMJA974EBL7AVK08ITEP19GUMS0S NS DS RRSIG
972efs620joe1s469d4ihpjf8sqoerma.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. ffK4LwGms/0UJllO7LIsTN70nTl9FnWsJTHxTXlGiBo12Rwf+nf5zgVsLekbv1p0jKQ3MKwDMnl/8AChZFPNT8EYUHb2ilwtR937nRa1Ms37pjpQNVc9wHty85iK/1WbfXURENsDu6ZfN68KDsIWT/2mypD3aIQNJCc9SlsKpOg=
979jvmja974ebl7avk08itep19gums0s.place.	3600	in	nsec3	1 1 0 73 9861CPAAAKOABBPMVQVOKOK4I121TG4U NS DS RRSIG
979jvmja974ebl7avk08itep19gums0s.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. d1QrpLlkJtVlDDOxdsynp6s58xn/ArKnzhalvxBfBzsLSvVgC1vaFvzCR+CyrMsAiXeTHi+wQGpikIqeC4dBDc1+z7GCONnack7Mj4hQVnAFnNV66GVkCRPwGA7fBu/dnXZH6Tji5zB/VvH1PMsawoDxi63kS6jRi+aGCwVFdFk=
9861cpaaakoabbpmvqvokok4i121tg4u.place.	3600	in	nsec3	1 1 0 73 9AVSVI2CJLBL1BJ1FSGAMGTTSNOU05VH NS DS RRSIG
9861cpaaakoabbpmvqvokok4i121tg4u.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. gsh2KCn85dCDpxnlGGpzZMvjo10ZSdYW0JU18J1CmvZstUX1Wjwx70YgbD9ujg306lGL9rewG6vbt6OjRxvvabnBNwa7XjyTvr7UPl3Yd7xaJPr9NEs/MvbPlQPVhxsyN/oeZ2Ipq/dfA0Tz7DLqQCFGzqsA3th8gS/75jHwAFM=
98win.place.	3600	in	ns	bryce.ns.cloudflare.com.
98win.place.	3600	in	ns	margot.ns.cloudflare.com.
99acres.place.	3600	in	ns	ns1.rrpproxy.net.
99acres.place.	3600	in	ns	ns2.rrpproxy.net.
99acres.place.	3600	in	ns	ns3.rrpproxy.net.
99ok.place.	3600	in	ns	dns101.registrar-servers.com.
99ok.place.	3600	in	ns	dns102.registrar-servers.com.
9avsvi2cjlbl1bj1fsgamgttsnou05vh.place.	3600	in	nsec3	1 1 0 73 9BJC0UAFOBOEHERCQ07UBL27KU6KJL50 NS DS RRSIG
9avsvi2cjlbl1bj1fsgamgttsnou05vh.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. FjnsDur0yzvE6Urcgs54zSbXoZVE3lRsdWs1NmvfKXrL43+bgoNZkCdfQSheUi8MF0LZfZLFKeLt3srmW6JfV+BsM60bOHr1Pbm+aeRdBxovB4N27zHKBDPvYtKKIbBKaFmxE7BFfTToWXaA4oxcp8+fdjxWGX/cZ6CbzTq9qfU=
9bjc0uafoboehercq07ubl27ku6kjl50.place.	3600	in	nsec3	1 1 0 73 9BO9UEN51CQUEOSPTNGEK5C4N6APLLAS NS DS RRSIG
9bjc0uafoboehercq07ubl27ku6kjl50.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. pAlDQjzl9K9V0kBtcTzIe6ofNeXnC1bzXpqJCpF5ls8+KpfnYZxJ8xlf3XbVmgRe5pH/lZG6Ayq780d1DdNAhii0BAJvGCXCwXCRiO9CUcXasIJLR7plfq5DxahVRfO5yy6cqQjLYUD/a8wWvneH9ZiXLTLOapnmGuD0TJvUb4Y=
9bo9uen51cqueosptngek5c4n6apllas.place.	3600	in	nsec3	1 1 0 73 9CPCURSQ4I6C86I3F79B51OQHLRA9I77 NS DS RRSIG
9bo9uen51cqueosptngek5c4n6apllas.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. S6FQ+srwHOw770f1rTEevUKvTN+Io9Glcwq7oeKkUn90k25xDqRXDzCHJ3bpW6jp6omrNyRaO7iOHtIYCn+vlbIddrwrWbf9CX9fvLrvIOJVIubzUflHG+xwrT67QfcmBqLeSMzhOGGiL06PyDGE3BKMgpRIWUIDLo8KTrsKQ4I=
9cpcursq4i6c86i3f79b51oqhlra9i77.place.	3600	in	nsec3	1 1 0 73 9DES0V14BDQFV72RPJ0QV9ERL6R92866 NS DS RRSIG
9cpcursq4i6c86i3f79b51oqhlra9i77.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. Zz2+MgIqXURXlZ4FMB+QmpKr/uRSDUFyU4xMA+BDV8F2fx5glxEThBKgPKGrp8ooz5F/LcJPNRYEbVAsEEWUJHMk70fHrbEQ2Mu5KIglqrHWJu2s+HXhEFWiRqJL1LgXdfmvup3S1i3GCCigpT8EAqyEFHvQbeYXaOHemOmr1bs=
9des0v14bdqfv72rpj0qv9erl6r92866.place.	3600	in	nsec3	1 1 0 73 9DN62TGQJNP0STP8V1VICQIJLO4M8PHB NS DS RRSIG
9des0v14bdqfv72rpj0qv9erl6r92866.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. hFiQR1VxKZIJUCX29OAf0FkyynzKP1HYdWfvjbitXlX0dq+yjKOwPyGnnP0bgWedAad0tF9Uwyb14xHAjilDsVWY5EOzrflDisgqryj5dXkyIvnAU+beSlGcu47GpnFdnKxOmNaRWPo/CHsdva/2WErWdDK/vMHWcihzp3Ai8d0=
9dn62tgqjnp0stp8v1vicqijlo4m8phb.place.	3600	in	nsec3	1 1 0 73 9EUCTHS60GCIS9PB1S6ARP9J8KQIO66G NS DS RRSIG
9dn62tgqjnp0stp8v1vicqijlo4m8phb.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. A6tQkfj2og1AbeWJROzmJA2bF7WBEwcsCAPrfpcnlibotaFjbVvTA6ydkoqDqFvsnyL9UeakugGwRciDqAoiqygC3yiNcpYaDxGisxjWZiZ5xYLWDvhF9JfuqvrKkl2PB0GD69c1hMhBiH+bQfur6OKqxA2FHShZZ/Fc3saGoA0=
9eucths60gcis9pb1s6arp9j8kqio66g.place.	3600	in	nsec3	1 1 0 73 9GOO01ETFKGRFK0HHGS1370AS1MIQO4N NS DS RRSIG
9eucths60gcis9pb1s6arp9j8kqio66g.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. cgclplV6evfauyjcKA0FWMVtXKKCOTlPQ7PaMELwcCuDHHqzjWVvMNVdKehmxxIKWB4BmHz4qKd9zT4C1H+21bIH3klrD4W2W8udljIPFnC9u8bSzZydYAboYIKwol0bcgmXhnel1pkLBLdD7Jdb7lqzk22ecZMwEoXiFTffHG0=
9goo01etfkgrfk0hhgs1370as1miqo4n.place.	3600	in	nsec3	1 1 0 73 9HD0JQ4R6FBFINARUEFFK31RIDSU7RFL NS DS RRSIG
9goo01etfkgrfk0hhgs1370as1miqo4n.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. cTSSbkmIQxBc+kK8Hlp6361cJAZS2eufqTZO2BkT853V+PC11HAxuYrlqH//d73kkV0pVq5WSOUhKpRHHDLNvI9wV5DlqkifGSco3dzxCs4GthQNO9B2mEt5F3+NTWf9hyQ0pSj7WQhaEj7c1hSB9BvFBmxOdcakxOTh2049WmA=
9hd0jq4r6fbfinarueffk31ridsu7rfl.place.	3600	in	nsec3	1 1 0 73 9I1B4I2R9J4I164M70K0NETTHU7D664N NS DS RRSIG
9hd0jq4r6fbfinarueffk31ridsu7rfl.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. f+TUMILBZIGaVr+LtXtN8ZrsdmeIwBY2DssfEMhEMHKY5SOXC5oEjwS2mYT8ZEwWexmJv5PtDcs9QIEPY3CsuPrW/aJytPOh7hR0gRdTAVq1OkVzof42SdNgzojlLkfEj2OV+P0STDEulqkL/Z7WBhX4FZhKw+QcxJ/nZuQ0lww=
9i1b4i2r9j4i164m70k0netthu7d664n.place.	3600	in	nsec3	1 1 0 73 9IFNM0P3ANB460TNUC62V6UC4IEALA8P NS DS RRSIG
9i1b4i2r9j4i164m70k0netthu7d664n.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. IeiwaigqqHKB4Dw+LBagxHcrXjfIoUK6sC/bA2CbTGpLtiLyteqMnMWL+V+xRDSs00WMZhGPMQ4aIwOcxQpwKpmY01zJcUWsoPMXmLo6HO2Qy9RyZCN/4XXzMCjw9ErNuImZldUo4/5pAiFJOK3BZEt0YqThGJ0jW/PVvA340TI=
9ifnm0p3anb460tnuc62v6uc4ieala8p.place.	3600	in	nsec3	1 1 0 73 9JOMVKJDQ9FBP1B5JSTFTDH618RIP6NT NS DS RRSIG
9ifnm0p3anb460tnuc62v6uc4ieala8p.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. MphJPG0vzJnvPCdMoZz/RmRiL3Pd8sHDkgBup4arw/ynaDzF9Pdq5NKbEjg+GtYpoDPjkbC724kwTZDsROUTB8Toxkm3cc7rAhY8ACaY3aZPWmW009EYupLP5/ot+s/h8GjOJ9FeNgo+xxluFRWlVkKBXs+b1uAcYGQ6OYnnly8=
9jomvkjdq9fbp1b5jstftdh618rip6nt.place.	3600	in	nsec3	1 1 0 73 9K0GSGJVCNU8FU4VQ2VU4Q8NH706HA49 NS DS RRSIG
9jomvkjdq9fbp1b5jstftdh618rip6nt.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. DydcIHNx6aY4DRqNi0jkaOZ7kaw01sJniu8a4zetEwzxAWRjkl9IDdxAi2CqFZs2BChqPY+8r8ZcOADHSennk0iM41KYP4C4NP9TwTjbUuIdxJrpp6MW+mb1f8BiXOO7LZVjVP1t6s7HSLn53BSuHTtnqsi/CLK2t00vFTW69fc=
9k0gsgjvcnu8fu4vq2vu4q8nh706ha49.place.	3600	in	nsec3	1 1 0 73 9K94LUCHG7OSB5A2CUO4DTRQ2AQASM3V NS DS RRSIG
9k0gsgjvcnu8fu4vq2vu4q8nh706ha49.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. OHU8FzrJgFnhTVaBph2c05Ak1g35NshQilJjAnIxSzkZ2t0BbRhQEz4hIMsywfSKkjZLeDy7kctqxz9oW2ipK9pgRZkjnDDLAXpu4sQAolfNn+E7bSRLzJ2yfQpCCZ8IxiGKTSwbYgWi5k4XKB0R81frznZ8woNB22u2YLY140w=
9k94luchg7osb5a2cuo4dtrq2aqasm3v.place.	3600	in	nsec3	1 1 0 73 9KCUR99K6Q4BUP4BT4UFOOCRV0H8LR5M NS DS RRSIG
9k94luchg7osb5a2cuo4dtrq2aqasm3v.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. GTFM0WAbo79t7BMK2ZQoBt2AAksiOkRatnOfF5eq+xrMjcSR/mg/Fn+B8pjHXsYX1ClFzL6rop6qoLc//mHisHLEIGmRPTYxhxf82PV4gMT6Lm8NvRD89rjSppQqiJF3o/aQrCD1MocWDsua2aVqtnux5RINI7COUswp53Gropg=
9kcur99k6q4bup4bt4ufoocrv0h8lr5m.place.	3600	in	nsec3	1 1 0 73 9KL5L4O9HK0K8H9PLUMCCKOBFCU2HNIG NS DS RRSIG
9kcur99k6q4bup4bt4ufoocrv0h8lr5m.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. SUuFfuPRE5QCY4uf0d09DeRGFWji1p5PhD7EkZ5UCYXm9mBqAVRinLvan8nIrYWBLZL3X49X1I9gyZieSevkPejHdJ8TzMqWEBiQHri26/jnEQ00Ogy0TpgnC2FgQSEVja/pCcK1xtchmK/bpeKYZTqMXaJ0WtXtV5tgyU265rQ=
9kl5l4o9hk0k8h9plumcckobfcu2hnig.place.	3600	in	nsec3	1 1 0 73 9LV6022BIHUFV1H9U9NVALMRE7ORI127 NS DS RRSIG
9kl5l4o9hk0k8h9plumcckobfcu2hnig.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. jV75Rcnl2TY3KDUa2XkMnQB8xomUWDsBOdxQijosrDSf5a3IJ673iqThMt5nZ+cYT+BNiHCozz3FezxjRA0eGzCuwqDGHU1vVu6CHZUZ5FjUzGUFaqJNrSunpkNcuQGTWwaclF8xYycFS00w0DE/KOpjMbQ74f9khggwV3uEh/c=
9lv6022bihufv1h9u9nvalmre7ori127.place.	3600	in	nsec3	1 1 0 73 9M3KUCFQRS9RGP4HUNBK322ALJG4LKT7 NS DS RRSIG
9lv6022bihufv1h9u9nvalmre7ori127.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. E0YZCFGpAXGLqQ5DLFAqGRG9A9XkGJ4rcbYJKseE7Ls5tVyjxGER3WoP0ydhIRfYEvBCn/UnTvdW7LAWWN/BykVIH49Dc2tFSInOpLkZuB2FDu1qPOx+XX+a5Tpu22xCbyAytCOKWRcm/XZwMQV3ZK5xjqGkq+MNo6oTkij63y8=
9m3kucfqrs9rgp4hunbk322aljg4lkt7.place.	3600	in	nsec3	1 1 0 73 9NETEGH7NP89H2B4EVCMQ5H66V3QCPL7 NS DS RRSIG
9m3kucfqrs9rgp4hunbk322aljg4lkt7.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. KnhQxlzW00IU6UAU4Iy4k+5IXYtjMhcTcRCB8/GD0/MAaYofA6JIcaz63soiqGlRSTYEi8/hls3cIlIl+Wl5MMz8Z83qrj+o6yByA5GVp5iccenaLCFMmtp58z/dgjGIUDEXOl2aVeO0mAoFvL3Wq0RjbKn8OkvmAbOzaMsEAHM=
9netegh7np89h2b4evcmq5h66v3qcpl7.place.	3600	in	nsec3	1 1 0 73 9OFFLU20HICUK71FTJ2TROF3G1VPH5LH NS DS RRSIG
9netegh7np89h2b4evcmq5h66v3qcpl7.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. lauYZ3ey24Lf7EfOTWQ2xpaldTjBlUGeTt/2f6uBs0xncQUR9tBS5Y50OxipDS+n/6fIvuRWJi01Rkay7f1fOhtTGYezGwOAN7uJYH1GZCwFbb5d4+6UtOlCK4zM8frhJZH7wRKlZAAFxa+jCjI7l6bQUVTzJ54VR14CzxsVX6A=
9offlu20hicuk71ftj2trof3g1vph5lh.place.	3600	in	nsec3	1 1 0 73 9PATTK5KJP4SNKM495C47NC10HDJ38P6 NS DS RRSIG
9offlu20hicuk71ftj2trof3g1vph5lh.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. l2nkbFETihzSpm2lrxZx7UcGzrq2Nm9SwCqdLI3RAHzgn62JGyFfsYeYRDzPmuJTstQNHh7EQORCYb3Ui4bCUcL9RMD16qbqjj92pgwVgLwmfVf/iMqzF5pH2GMJ0c2VUHaCFFGbpy8qvi/JX+cNxvZpHdTh6vPOYcWVfQOtcNI=
9pattk5kjp4snkm495c47nc10hdj38p6.place.	3600	in	nsec3	1 1 0 73 9PGGS06U3TE335B88E548S3SN8NHSFDP NS DS RRSIG
9pattk5kjp4snkm495c47nc10hdj38p6.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. qBLyrvmBCzw7HaKti1u18c+CCw2EUZr5ukhUaXln0cZHUw9NIs5yHlqbz/z/h5DnD4NVH8FV73HKvE0H49K854St4KxXfKftARwy5DSATeQNAOO96wHVLM+BZlpdQaLQRA1GRrhtdV2alr3A+Tcatmx7/tZcSYcLq5rlSxyQ2MQ=
9pggs06u3te335b88e548s3sn8nhsfdp.place.	3600	in	nsec3	1 1 0 73 9RC563DMDL7L29QREQV3GIQQM7CKCDT8 NS DS RRSIG
9pggs06u3te335b88e548s3sn8nhsfdp.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. agykcnu2LeFgTMgt28PmocFUA0ppErjYMDJN4ixOHnjsuiwolR7mlWDRxxDHdiI8umBd4yW9DIjBWsS0Srw9r8RVowY1N7/psKfVpfSp6vHYZPzD8/LZ650qAhZD+auoLIyWA3tfmSBsp75gMcEcWJKdz3ciIrOMyWVf8JOFHso=
9rc563dmdl7l29qreqv3giqqm7ckcdt8.place.	3600	in	nsec3	1 1 0 73 9S3DVADVGVN6HR0B292UEPLID6050D1D NS DS RRSIG
9rc563dmdl7l29qreqv3giqqm7ckcdt8.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. NUrbaiV1tmxufIy0LVWwCb7YcXikcXu9EsLS7Vv23ZRLCjmUfJ2bA9lIC9j0z3SxK4K4xFk/cZySCWvt8FaXpm/7giv6koLCHIwpEtWRHp6zflGMBvAg/sDNummhdRZthDzuxsQG4AltS8FLXkAN/g8RxQl0ez7MKOVhY/ZbPVE=
9s3dvadvgvn6hr0b292ueplid6050d1d.place.	3600	in	nsec3	1 1 0 73 9S67UNEVMKBK73TNKKV23HOC0B2R7RK8 NS DS RRSIG
9s3dvadvgvn6hr0b292ueplid6050d1d.place.	3600	in	rrsig	NSEC3 8 2 3600 20250922152622 20250901142622 65154 place. C8gK/GlRAuh5LFIbnYToOytGsUntR92YKMHARhDPEsubvIEFfUltbN0uGnQScqR48xC/NbNpa4ifDwF99xzeZKJfERvsxZLT/zDCvt0roX/RD1RpEasjhws6lPkEy6RZYbIfib8vd7nSQ5pnbnGlej3F0HKT5KZsGFJAvfxcJuw=
9s67unevmkbk73tnkkv23hoc0b2r7rk8.place.	3600	in	nsec3	1 1 0 73 9SSIIDE4B2CKM3CEDK0EO2T5AIH2L7DK NS DS RRSIG
