go.compare.	3600	in	ns	ns1-08.azure-dns.com.
go.compare.	3600	in	ns	ns2-08.azure-dns.net.
go.compare.	3600	in	ns	ns3-08.azure-dns.org.
go.compare.	3600	in	ns	ns4-08.azure-dns.info.
go88.compare.	3600	in	ns	leonard.ns.cloudflare.com.
go88.compare.	3600	in	ns	susan.ns.cloudflare.com.
gobusiness.compare.	3600	in	ns	ns0.lcn.com.
gobusiness.compare.	3600	in	ns	ns1.lcn.com.
gobusiness.compare.	3600	in	ns	ns2.lcn.com.
gofundme.compare.	3600	in	ns	ns59.domaincontrol.com.
gofundme.compare.	3600	in	ns	ns60.domaincontrol.com.
goldpoint.compare.	3600	in	ns	gdns1.interlink.or.jp.
goldpoint.compare.	3600	in	ns	gdns2.interlink.or.jp.
golds.compare.	3600	in	ns	ns39.domaincontrol.com.
golds.compare.	3600	in	ns	ns40.domaincontrol.com.
google.compare.	3600	in	ns	ns1.googledomains.com.
google.compare.	3600	in	ns	ns2.googledomains.com.
google.compare.	3600	in	ns	ns3.googledomains.com.
google.compare.	3600	in	ns	ns4.googledomains.com.
googleworkspace.compare.	3600	in	ns	ns1.googledomains.com.
googleworkspace.compare.	3600	in	ns	ns2.googledomains.com.
googleworkspace.compare.	3600	in	ns	ns3.googledomains.com.
googleworkspace.compare.	3600	in	ns	ns4.googledomains.com.
gpts.compare.	3600	in	ns	carlane.ns.cloudflare.com.
gpts.compare.	3600	in	ns	rocky.ns.cloudflare.com.
grandtheftauto.compare.	3600	in	ns	dns1.p05.nsone.net.
grandtheftauto.compare.	3600	in	ns	dns2.p05.nsone.net.
grandtheftauto.compare.	3600	in	ns	dns3.p05.nsone.net.
grandtheftauto.compare.	3600	in	ns	dns4.p05.nsone.net.
grandtheftauto.compare.	3600	in	ns	ns01.vandalay-industries.net.
grandtheftauto.compare.	3600	in	ns	ns02.vandalay-industries.net.
grandtheftauto.compare.	3600	in	ns	ns03.vandalay-industries.net.
grandtheftauto.compare.	3600	in	ns	ns04.vandalay-industries.net.
greenway.compare.	3600	in	ns	ns1.cyon.ch.
greenway.compare.	3600	in	ns	ns2.cyon.ch.
grok.compare.	3600	in	ns	hugh.ns.cloudflare.com.
grok.compare.	3600	in	ns	love.ns.cloudflare.com.
growth.compare.	3600	in	ns	ns55.domaincontrol.com.
growth.compare.	3600	in	ns	ns56.domaincontrol.com.
gsuite.compare.	3600	in	ns	ns1.googledomains.com.
gsuite.compare.	3600	in	ns	ns2.googledomains.com.
gsuite.compare.	3600	in	ns	ns3.googledomains.com.
gsuite.compare.	3600	in	ns	ns4.googledomains.com.
gta.compare.	3600	in	ns	dns1.p05.nsone.net.
gta.compare.	3600	in	ns	dns2.p05.nsone.net.
gta.compare.	3600	in	ns	dns3.p05.nsone.net.
gta.compare.	3600	in	ns	dns4.p05.nsone.net.
gta.compare.	3600	in	ns	ns01.vandalay-industries.net.
gta.compare.	3600	in	ns	ns02.vandalay-industries.net.
gta.compare.	3600	in	ns	ns03.vandalay-industries.net.
gta.compare.	3600	in	ns	ns04.vandalay-industries.net.
gu5qucs6u937ua0o11cbt5aj2da6iku6.compare.	900	in	nsec3	1 1 0 - H1NSHV9J7AILTDFG35J0HRBDBSCB89O9 NS DS RRSIG
gu5qucs6u937ua0o11cbt5aj2da6iku6.compare.	900	in	rrsig	NSEC3 8 2 900 20250914120304 20250831113233 7680 compare. fgUiYiu4qZIr5VEkX2jnwUEJ3g4isAULhibpC9uuE5c0TvtHweDsCwg7xs8CezmzvHrB/JQ3/3tHN82agoBCu3pmblZehZQ1PfxWfj2kmpVM7cMMIHX7ef4X6+P5KPbTKiqseritlgHtx0Fde+Hq0+etlLHWDf/uRY/pcYqkvumWhyHTe3SEfueoh3fNP4gblRK8LHpTiDpo3TWZbSyt1w==
guavas.compare.	3600	in	ns	ns1.alldomains.hosting.
guavas.compare.	3600	in	ns	ns2.alldomains.hosting.
guavas.compare.	3600	in	ns	ns3.alldomains.hosting.
guavas.compare.	3600	in	ns	ns4.alldomains.hosting.
guided-buying.compare.	3600	in	ns	ns.inwx.de.
guided-buying.compare.	3600	in	ns	ns2.inwx.de.
guided-buying.compare.	3600	in	ns	ns3.inwx.eu.
guidedbuying.compare.	3600	in	ns	ns.inwx.de.
guidedbuying.compare.	3600	in	ns	ns2.inwx.de.
guidedbuying.compare.	3600	in	ns	ns3.inwx.eu.
gumtree.compare.	3600	in	ns	ns1.markmonitor.com.
gumtree.compare.	3600	in	ns	ns2.markmonitor.com.
h1nshv9j7ailtdfg35j0hrbdbscb89o9.compare.	900	in	nsec3	1 1 0 - I4PA7UFKCCD9HOBM60U50E7SDPBJQ4O9 NS DS RRSIG
h1nshv9j7ailtdfg35j0hrbdbscb89o9.compare.	900	in	rrsig	NSEC3 8 2 900 20250916165530 20250902155646 7680 compare. NmyFY8jTOd0tBk4g4UQRZziYYPLfl5NDgHpyLd5tGGhPjJw08jgWBPQjunohCFzvU+Zsfct4I9vzIRPHKhhyPkHfcXI2Qky/mZe3h1NB0z9RZP23beXcSv/f0Tx9OwZw+9kVgfJIkyklII3LEC0TDJFCz2FpzYp9BUSobCB64niDMPB52FKBKjIIkGZkAUMSdWHAx4Jd6cMWEae86s9K2A==
hampton.compare.	3600	in	ns	ns1.markmonitor.com.
hampton.compare.	3600	in	ns	ns2.markmonitor.com.
hampton.compare.	3600	in	ns	ns3.markmonitor.com.
hampton.compare.	3600	in	ns	ns4.markmonitor.com.
hampton.compare.	3600	in	ns	ns5.markmonitor.com.
hampton.compare.	3600	in	ns	ns6.markmonitor.com.
hampton.compare.	3600	in	ns	ns7.markmonitor.com.
hardrock.compare.	3600	in	ns	ns10.dnsmadeeasy.com.
hardrock.compare.	3600	in	ns	ns11.dnsmadeeasy.com.
hardrock.compare.	3600	in	ns	ns12.dnsmadeeasy.com.
hardrock.compare.	3600	in	ns	ns13.dnsmadeeasy.com.
hardrock.compare.	3600	in	ns	ns14.dnsmadeeasy.com.
hardrock.compare.	3600	in	ns	ns15.dnsmadeeasy.com.
hardware.compare.	3600	in	ns	curitiba.ns.porkbun.com.
hardware.compare.	3600	in	ns	fortaleza.ns.porkbun.com.
hardware.compare.	3600	in	ns	maceio.ns.porkbun.com.
hardware.compare.	3600	in	ns	salvador.ns.porkbun.com.
hcm.compare.	3600	in	ns	kayden.ns.cloudflare.com.
hcm.compare.	3600	in	ns	keyla.ns.cloudflare.com.
healing.compare.	3600	in	ns	ns31.domaincontrol.com.
healing.compare.	3600	in	ns	ns32.domaincontrol.com.
health.compare.	3600	in	ns	ns-1338.awsdns-39.org.
health.compare.	3600	in	ns	ns-1642.awsdns-13.co.uk.
health.compare.	3600	in	ns	ns-57.awsdns-07.com.
health.compare.	3600	in	ns	ns-802.awsdns-36.net.
healthtech.compare.	3600	in	ns	jerome.ns.cloudflare.com.
healthtech.compare.	3600	in	ns	violet.ns.cloudflare.com.
heart.compare.	3600	in	ns	ns39.domaincontrol.com.
heart.compare.	3600	in	ns	ns40.domaincontrol.com.
hearts.compare.	3600	in	ns	ns37.domaincontrol.com.
hearts.compare.	3600	in	ns	ns38.domaincontrol.com.
hello88.compare.	3600	in	ns	randy.ns.cloudflare.com.
hello88.compare.	3600	in	ns	ursula.ns.cloudflare.com.
hhqusr1.compare.	3600	in	ns	isla.ns.cloudflare.com.
hhqusr1.compare.	3600	in	ns	terin.ns.cloudflare.com.
hi88.compare.	3600	in	ns	frank.ns.cloudflare.com.
hi88.compare.	3600	in	ns	tess.ns.cloudflare.com.
hijrah.compare.	3600	in	ns	curitiba.ns.porkbun.com.
hijrah.compare.	3600	in	ns	fortaleza.ns.porkbun.com.
hijrah.compare.	3600	in	ns	maceio.ns.porkbun.com.
hijrah.compare.	3600	in	ns	salvador.ns.porkbun.com.
hilton.compare.	3600	in	ns	ns1.markmonitor.com.
hilton.compare.	3600	in	ns	ns2.markmonitor.com.
hilton.compare.	3600	in	ns	ns3.markmonitor.com.
hilton.compare.	3600	in	ns	ns4.markmonitor.com.
hilton.compare.	3600	in	ns	ns5.markmonitor.com.
hilton.compare.	3600	in	ns	ns6.markmonitor.com.
hilton.compare.	3600	in	ns	ns7.markmonitor.com.
hiltongardeninn.compare.	3600	in	ns	ns1.markmonitor.com.
hiltongardeninn.compare.	3600	in	ns	ns2.markmonitor.com.
hiltongardeninn.compare.	3600	in	ns	ns3.markmonitor.com.
hiltongardeninn.compare.	3600	in	ns	ns4.markmonitor.com.
hiltongardeninn.compare.	3600	in	ns	ns5.markmonitor.com.
hiltongardeninn.compare.	3600	in	ns	ns6.markmonitor.com.
hiltongardeninn.compare.	3600	in	ns	ns7.markmonitor.com.
hiltongrandvacations.compare.	3600	in	ns	ns1.markmonitor.com.
hiltongrandvacations.compare.	3600	in	ns	ns2.markmonitor.com.
hiltongrandvacations.compare.	3600	in	ns	ns3.markmonitor.com.
hiltongrandvacations.compare.	3600	in	ns	ns4.markmonitor.com.
hiltongrandvacations.compare.	3600	in	ns	ns5.markmonitor.com.
hiltongrandvacations.compare.	3600	in	ns	ns6.markmonitor.com.
hiltongrandvacations.compare.	3600	in	ns	ns7.markmonitor.com.
hiltonhonors.compare.	3600	in	ns	ns1.markmonitor.com.
hiltonhonors.compare.	3600	in	ns	ns2.markmonitor.com.
hiltonhonors.compare.	3600	in	ns	ns3.markmonitor.com.
hiltonhonors.compare.	3600	in	ns	ns4.markmonitor.com.
hiltonhonors.compare.	3600	in	ns	ns5.markmonitor.com.
hiltonhonors.compare.	3600	in	ns	ns6.markmonitor.com.
hiltonhonors.compare.	3600	in	ns	ns7.markmonitor.com.
hipitchs.compare.	3600	in	ns	cleo.ns.cloudflare.com.
hipitchs.compare.	3600	in	ns	piper.ns.cloudflare.com.
hitclub.compare.	3600	in	ns	eloise.ns.cloudflare.com.
hitclub.compare.	3600	in	ns	lex.ns.cloudflare.com.
hmmbuzzclick.compare.	3600	in	ns	dns1.namecheaphosting.com.
hmmbuzzclick.compare.	3600	in	ns	dns2.namecheaphosting.com.
holistic.compare.	3600	in	ns	ns05.domaincontrol.com.
holistic.compare.	3600	in	ns	ns06.domaincontrol.com.
home-insurance.compare.	3600	in	ns	ns49.domaincontrol.com.
home-insurance.compare.	3600	in	ns	ns50.domaincontrol.com.
home.compare.	3600	in	ds	14505 13 2 8F07F6C613A937CCBA456C8C633A783A65A9271A4C2E5B95AA776EB776A32B99
home.compare.	3600	in	ns	launch1.spaceship.net.
home.compare.	3600	in	ns	launch2.spaceship.net.
home.compare.	3600	in	rrsig	DS 8 2 3600 20250918021338 20250904021112 7680 compare. FsSdd4crEoDGrK+8QXNN1aJNmmwI+8G9yrD0ivhd+KXDzM6mK1RldcehFCbP3O9NU1jVJGEUM52xD+tiiyxDUZoB9CvExTT31ueM91CBtZoIvAgNdHxt98RxoRRyLdcJukbQ2MYf7Auj2IN7wxDm7RH5zKjlFH8HkkVoHPdjjKccR1yHkd9LdNxaOvyGMx45NJ+ca93ABovBP9L9EOHJoA==
home2suiteshilton.compare.	3600	in	ns	ns1.markmonitor.com.
home2suiteshilton.compare.	3600	in	ns	ns2.markmonitor.com.
home2suiteshilton.compare.	3600	in	ns	ns3.markmonitor.com.
home2suiteshilton.compare.	3600	in	ns	ns4.markmonitor.com.
home2suiteshilton.compare.	3600	in	ns	ns5.markmonitor.com.
home2suiteshilton.compare.	3600	in	ns	ns6.markmonitor.com.
home2suiteshilton.compare.	3600	in	ns	ns7.markmonitor.com.
homepod.compare.	3600	in	ns	a.ns.apple.com.
homepod.compare.	3600	in	ns	b.ns.apple.com.
homepod.compare.	3600	in	ns	c.ns.apple.com.
homepod.compare.	3600	in	ns	d.ns.apple.com.
homewoodsuites.compare.	3600	in	ns	ns1.markmonitor.com.
homewoodsuites.compare.	3600	in	ns	ns2.markmonitor.com.
homewoodsuites.compare.	3600	in	ns	ns3.markmonitor.com.
homewoodsuites.compare.	3600	in	ns	ns4.markmonitor.com.
homewoodsuites.compare.	3600	in	ns	ns5.markmonitor.com.
homewoodsuites.compare.	3600	in	ns	ns6.markmonitor.com.
homewoodsuites.compare.	3600	in	ns	ns7.markmonitor.com.
honors.compare.	3600	in	ns	ns1.markmonitor.com.
honors.compare.	3600	in	ns	ns2.markmonitor.com.
honors.compare.	3600	in	ns	ns3.markmonitor.com.
honors.compare.	3600	in	ns	ns4.markmonitor.com.
honors.compare.	3600	in	ns	ns5.markmonitor.com.
honors.compare.	3600	in	ns	ns6.markmonitor.com.
honors.compare.	3600	in	ns	ns7.markmonitor.com.
horizon.compare.	3600	in	ns	ns.udag.de.
horizon.compare.	3600	in	ns	ns.udag.net.
horizon.compare.	3600	in	ns	ns.udag.org.
house.compare.	3600	in	ds	3041 13 2 BC61B37F79BC6719625464879275F106D14FA3EC157FCB5468EADE9A740475D5
house.compare.	3600	in	ns	launch1.spaceship.net.
house.compare.	3600	in	ns	launch2.spaceship.net.
house.compare.	3600	in	rrsig	DS 8 2 3600 20250918021338 20250904021112 7680 compare. Xbw2QtfwifIo7fwnaJcm7SKlzvNwrRRcad6lQj/NLVZBKqLgB+IFMKwSlYbm/8IemOPtzbnJqc6QfQ1fhwVD/CKK4uLCvQrdLBt5wr9VrTaeiW81SG3+p3nugo50+fnMlRrdqLig2f7U2RrOqn+rW2lF5JaJ5wOA0Scu7+2oiVWP+ur49HTBZaiRHYZn6jAe9ukOpAkixWLK9+lJyoxfqA==
http.compare.	3600	in	ns	3433.ns1.abovedomains.com.
http.compare.	3600	in	ns	3433.ns2.abovedomains.com.
huawqs.compare.	3600	in	ns	hattie.ns.cloudflare.com.
huawqs.compare.	3600	in	ns	lloyd.ns.cloudflare.com.
huma.compare.	3600	in	ns	ns17.domaincontrol.com.
huma.compare.	3600	in	ns	ns18.domaincontrol.com.
human.compare.	3600	in	ns	ns51.domaincontrol.com.
human.compare.	3600	in	ns	ns52.domaincontrol.com.
humanity.compare.	3600	in	ns	ns37.domaincontrol.com.
humanity.compare.	3600	in	ns	ns38.domaincontrol.com.
humanoid.compare.	3600	in	ns	ns75.domaincontrol.com.
humanoid.compare.	3600	in	ns	ns76.domaincontrol.com.
humans.compare.	3600	in	ns	ns17.domaincontrol.com.
humans.compare.	3600	in	ns	ns18.domaincontrol.com.
i4pa7ufkccd9hobm60u50e7sdpbjq4o9.compare.	900	in	nsec3	1 1 0 - KQA7RHO774ANSG71E1NDDM1K5G2PR0FJ NS DS RRSIG
i4pa7ufkccd9hobm60u50e7sdpbjq4o9.compare.	900	in	rrsig	NSEC3 8 2 900 20250915233129 20250901224637 7680 compare. XbSdnJUcaPlDnJxvspz5UyL8SzTcZbSmSPoBF4r2W2MJtTICWoN2Dnwmj3yAu0/wHdCPPUCCvLZ53Unbwtei5mFLpJmUktGwXu8YjYSYC1IKkjIJgciZc8SwULQ1UOxnF7ZYZ49tPARk9/kfgHGbld9KZxK1Kx2q5Oa75LGfOp35owG1wndFg8DnxNKqcrbP8piEQoIl9Pe0Xv0HHlXHsg==
icloud.compare.	3600	in	ns	a.ns.apple.com.
icloud.compare.	3600	in	ns	b.ns.apple.com.
icloud.compare.	3600	in	ns	c.ns.apple.com.
icloud.compare.	3600	in	ns	d.ns.apple.com.
identifyai.compare.	3600	in	ns	ns27.domaincontrol.com.
identifyai.compare.	3600	in	ns	ns28.domaincontrol.com.
imac.compare.	3600	in	ns	a.ns.apple.com.
imac.compare.	3600	in	ns	b.ns.apple.com.
imac.compare.	3600	in	ns	c.ns.apple.com.
imac.compare.	3600	in	ns	d.ns.apple.com.
images.compare.	3600	in	ds	2371 13 2 DF9E6BFB47A73C270279795B76018DF97C2072912E37704A81CD08FF71119223
images.compare.	3600	in	ns	amir.ns.cloudflare.com.
images.compare.	3600	in	ns	naomi.ns.cloudflare.com.
images.compare.	3600	in	rrsig	DS 8 2 3600 20250918083411 20250904080202 7680 compare. C+ar1KY9bpf9mI8+aHgR5qtNi5+9o7iCjISHRF46HsDPcgUpWdxH4iv7CRgKuyN/cRUN0U6GIeJqe/eS0CCSPzNsaqtMDTWFEdqe613pySzp+LyyrNDAZ/ZtzoakjqdULJyfkJjBnD9mYpMsg/QzBp6R8+rtPM+uYpVWZ2T7sW1Qub3meRho/uke2KDUZY3ODNZ+ZE0PXwDg640JBTiBDg==
imdb.compare.	3600	in	ns	nsgbr.comlaude.co.uk.
imdb.compare.	3600	in	ns	nssui.comlaude.ch.
imdb.compare.	3600	in	ns	nsusa.comlaude.net.
in.compare.	3600	in	ns	ns3.secureparkme.com.
in.compare.	3600	in	ns	ns4.secureparkme.com.
influencerspecialistas.compare.	3600	in	ns	ns19.domaincontrol.com.
influencerspecialistas.compare.	3600	in	ns	ns20.domaincontrol.com.
infogramma.compare.	3600	in	ns	eugene.ns.cloudflare.com.
infogramma.compare.	3600	in	ns	sarah.ns.cloudflare.com.
injury.compare.	3600	in	ns	ns07.domaincontrol.com.
injury.compare.	3600	in	ns	ns08.domaincontrol.com.
instagram.compare.	3600	in	ns	a.ns.facebook.com.
instagram.compare.	3600	in	ns	b.ns.facebook.com.
instagram.compare.	3600	in	ns	c.ns.facebook.com.
instagram.compare.	3600	in	ns	d.ns.facebook.com.
instanttaxsolution.compare.	3600	in	ns	ns59.domaincontrol.com.
instanttaxsolution.compare.	3600	in	ns	ns60.domaincontrol.com.
instanttaxsolutions.compare.	3600	in	ns	ns59.domaincontrol.com.
instanttaxsolutions.compare.	3600	in	ns	ns60.domaincontrol.com.
insurances.compare.	3600	in	ds	11374 13 2 295DEDAF6A9263E72C22F488E2BF7F0A06194CC355533F13356874FFC6D4ED2D
insurances.compare.	3600	in	ns	launch1.spaceship.net.
insurances.compare.	3600	in	ns	launch2.spaceship.net.
insurances.compare.	3600	in	rrsig	DS 8 2 3600 20250918021338 20250904021112 7680 compare. PIceoRibGH+3LY8cxdbOI/8jFjVpHR2lxLSvGz7/NwfoMJpTfAeqRTKr+PKGNbJM2IG7blkU+/8ZaQBtWvEinHKz5uaeVJsCpBkm6p7W8psGU2PxQMpk0xfSbZfHGZ6djhEqyLxHMaaWztzoAv8nA2yNcp8VMahp90kroO5mGvqUvGlEsffqfGv5v4xz44RnrBu9mkfCOcjy4+cUpKinmw==
insurancesa.compare.	3600	in	ns	ns1.discovery.co.za.
insurancesa.compare.	3600	in	ns	ns2.discovery.co.za.
insurancesa.compare.	3600	in	ns	ns3.discovery.co.za.
insure.compare.	3600	in	ns	ns-0-a.gandi.net.
insure.compare.	3600	in	ns	ns-2-b.gandi.net.
insure.compare.	3600	in	ns	ns-9-c.gandi.net.
integer.compare.	3600	in	ns	3433.ns1.above.com.
integer.compare.	3600	in	ns	3433.ns2.above.com.
intelligence.compare.	3600	in	ns	ns39.domaincontrol.com.
intelligence.compare.	3600	in	ns	ns40.domaincontrol.com.
interact.compare.	3600	in	ns	ns01.trademarkarea.com.
interact.compare.	3600	in	ns	ns02.trademarkarea.com.
interact.compare.	3600	in	ns	ns03.trademarkarea.com.
interestrates.compare.	3600	in	ns	ns1.crazydomains.com.
interestrates.compare.	3600	in	ns	ns2.crazydomains.com.
internet.compare.	3600	in	ns	ns0.ggr.net.
internet.compare.	3600	in	ns	ns1.ggr.net.
internet.compare.	3600	in	ns	ns2.ggr.net.
internetten.compare.	3600	in	ns	ns-109-a.gandi.net.
internetten.compare.	3600	in	ns	ns-225-b.gandi.net.
internetten.compare.	3600	in	ns	ns-96-c.gandi.net.
invest.compare.	3600	in	ns	ns-11-c.gandi.net.
invest.compare.	3600	in	ns	ns-181-b.gandi.net.
invest.compare.	3600	in	ns	ns-37-a.gandi.net.
investing.compare.	3600	in	ns	ns1.afternic.com.
investing.compare.	3600	in	ns	ns2.afternic.com.
io.compare.	3600	in	ns	ns1.atom.com.
io.compare.	3600	in	ns	ns2.atom.com.
ipad.compare.	3600	in	ns	a.ns.apple.com.
ipad.compare.	3600	in	ns	b.ns.apple.com.
ipad.compare.	3600	in	ns	c.ns.apple.com.
ipad.compare.	3600	in	ns	d.ns.apple.com.
ipay.compare.	3600	in	ns	ns45.domaincontrol.com.
ipay.compare.	3600	in	ns	ns46.domaincontrol.com.
iphone.compare.	3600	in	ns	a.ns.apple.com.
iphone.compare.	3600	in	ns	b.ns.apple.com.
iphone.compare.	3600	in	ns	c.ns.apple.com.
iphone.compare.	3600	in	ns	d.ns.apple.com.
ipod.compare.	3600	in	ns	a.ns.apple.com.
ipod.compare.	3600	in	ns	b.ns.apple.com.
ipod.compare.	3600	in	ns	c.ns.apple.com.
ipod.compare.	3600	in	ns	d.ns.apple.com.
ishii-sports.compare.	3600	in	ns	gdns1.interlink.or.jp.
ishii-sports.compare.	3600	in	ns	gdns2.interlink.or.jp.
it.compare.	3600	in	ns	ns1.atom.com.
it.compare.	3600	in	ns	ns2.atom.com.
itswiseto.compare.	3600	in	ns	carl.ns.cloudflare.com.
itswiseto.compare.	3600	in	ns	georgia.ns.cloudflare.com.
iv88.compare.	3600	in	ns	ns1.dyna-ns.net.
iv88.compare.	3600	in	ns	ns2.dyna-ns.net.
java.compare.	3600	in	ns	ns1.101domain.com.
java.compare.	3600	in	ns	ns2.101domain.com.
jpmc.compare.	3600	in	ns	ns05.jpmorganchase.com.
jpmc.compare.	3600	in	ns	ns06.jpmorganchase.com.
jpmc.compare.	3600	in	ns	ns1.jpmorganchase.com.
jpmc.compare.	3600	in	ns	ns2.jpmorganchase.com.
jpmorgan.compare.	3600	in	ns	ns05.jpmorganchase.com.
jpmorgan.compare.	3600	in	ns	ns06.jpmorganchase.com.
jpmorgan.compare.	3600	in	ns	ns1.jpmorganchase.com.
jpmorgan.compare.	3600	in	ns	ns2.jpmorganchase.com.
jpmorganchase.compare.	3600	in	ns	ns05.jpmorganchase.com.
jpmorganchase.compare.	3600	in	ns	ns06.jpmorganchase.com.
jpmorganchase.compare.	3600	in	ns	ns1.jpmorganchase.com.
jpmorganchase.compare.	3600	in	ns	ns2.jpmorganchase.com.
just.compare.	3600	in	ns	ns1.101domain.com.
just.compare.	3600	in	ns	ns2.101domain.com.
justgitajoblol.compare.	3600	in	ns	ns1.vercel-dns.com.
justgitajoblol.compare.	3600	in	ns	ns2.vercel-dns.com.
justgo.compare.	3600	in	ns	ns1.sedoparking.com.
justgo.compare.	3600	in	ns	ns2.sedoparking.com.
kcnaasa.compare.	3600	in	ns	chelsea.ns.cloudflare.com.
kcnaasa.compare.	3600	in	ns	darl.ns.cloudflare.com.
kelbreeconsulting.compare.	3600	in	ns	horizon.dns-parking.com.
kelbreeconsulting.compare.	3600	in	ns	orbit.dns-parking.com.
kera4dae.compare.	3600	in	ns	ns15.domaincontrol.com.
kera4dae.compare.	3600	in	ns	ns16.domaincontrol.com.
kgmgbd.compare.	3600	in	ns	aaron.ns.cloudflare.com.
kgmgbd.compare.	3600	in	ns	shubhi.ns.cloudflare.com.
kindle.compare.	3600	in	ns	nsgbr.comlaude.co.uk.
kindle.compare.	3600	in	ns	nssui.comlaude.ch.
kindle.compare.	3600	in	ns	nsusa.comlaude.net.
king.compare.	3600	in	ds	19874 13 2 35C09914163CE9130AF980D5DC2DB937CFFEAC3CECA36E0DAF41CD4207C89441
king.compare.	3600	in	ns	launch1.spaceship.net.
king.compare.	3600	in	ns	launch2.spaceship.net.
king.compare.	3600	in	rrsig	DS 8 2 3600 20250918021338 20250904021112 7680 compare. MHxz9f3T9sCkGyNdz1E+K1fAN8AG2msl+5vnTERpXwoFRc78GaPzcgebeOrx3Jdt4zBrLUOEJ3cROgq0IhFh1rbq8MQc7Od6zZ96fvecuCphqqouOX2fqK0EHdYs81LT8OvpWHrxvI4mwAzEoufMyfpvnztYEhKWLvvTb53B8UQxgpeIBjVs7mXZmiQk61mO3b5YcC+RmsRb10vAcLDNAA==
knitting.compare.	3600	in	ns	ns37.domaincontrol.com.
knitting.compare.	3600	in	ns	ns38.domaincontrol.com.
kombucha.compare.	3600	in	ns	curitiba.ns.porkbun.com.
kombucha.compare.	3600	in	ns	fortaleza.ns.porkbun.com.
kombucha.compare.	3600	in	ns	maceio.ns.porkbun.com.
kombucha.compare.	3600	in	ns	salvador.ns.porkbun.com.
konkrd.compare.	3600	in	ns	ns23.domaincontrol.com.
konkrd.compare.	3600	in	ns	ns24.domaincontrol.com.
kqa7rho774ansg71e1nddm1k5g2pr0fj.compare.	900	in	nsec3	1 1 0 - KRDJO3K5PKA4PB62PI245TIG3AHPIKRF TXT RRSIG
kqa7rho774ansg71e1nddm1k5g2pr0fj.compare.	900	in	rrsig	NSEC3 8 2 900 20250918083411 20250904080202 7680 compare. Sq2o7vP58KF1zVl3yLOoTDd9PNVgskil869Dw6rXe0dj2QY7v+4EuNC45W18EF5T+HqeCUS++Z6VA+eWFthnZj3SaQfhS72MfS/LWajFfNyx/4N+txSEVw87qDcXKgELU/SGvJJuLrv1OHm+P0iRC9FX8WBWHxiLrHFUq0x8U1leVUcDMgJDIlzORq+GWC//6W8BR+Qe0ho8awl8EfB5gw==
kratom.compare.	3600	in	ns	ns33.domaincontrol.com.
kratom.compare.	3600	in	ns	ns34.domaincontrol.com.
krdjo3k5pka4pb62pi245tig3ahpikrf.compare.	900	in	nsec3	1 1 0 - KRFO4V23SFVOVBTB5MGVBVFLIINT2OBN NS DS RRSIG
krdjo3k5pka4pb62pi245tig3ahpikrf.compare.	900	in	rrsig	NSEC3 8 2 900 20250918083411 20250904080202 7680 compare. AYigrP2KtTLPuRl9UbPvJ0LQ728U43bDehD1A5WPIE1Cjh9gperUEnNG0/CJeMf3CMGcajMhhuQhmW+5q3gbLnpK/U3pwhONcnQGiVIvKlVEPMygacBHida9RSAAAxAFgLgM+1GyAFJ00C8h84byFfFRPhVr94qIxiwu/KUFqcoigCVs8rJWfFfppOxyiUNYPyMN54W1jdjn4T49VJOYVw==
krfo4v23sfvovbtb5mgvbvfliint2obn.compare.	900	in	nsec3	1 1 0 - L7LE5D2RI5NHEB9VELE3VE0R1KJ3B5G9 NS DS RRSIG
krfo4v23sfvovbtb5mgvbvfliint2obn.compare.	900	in	rrsig	NSEC3 8 2 900 20250917100634 20250903095032 7680 compare. XhvqjUKE3D1wSN7WNgTnh2PO7AyTd+qPdaPVbw3KXCojPuxYpbbhonRLluQz3IEvuhrOPyp518ntB8uAbOUN+8OzlNNoQgoZj03EAbBKuUl3uswv6f/5acN5iwrJNu+BibPexzx2FUaBSTNUQF0Rcf/EBpvQVY4f3KvzO8Wob5xBz5E72fgOL4FWPxdRwc4c6rEi4lXGYj9/cRUaWzlJ9Q==
kubet.compare.	3600	in	ds	40926 13 2 7FF22541809945D85930F91CFF62DB83469294AD21F0C8C20571427B26D15968
kubet.compare.	3600	in	ns	launch1.spaceship.net.
kubet.compare.	3600	in	ns	launch2.spaceship.net.
kubet.compare.	3600	in	rrsig	DS 8 2 3600 20250917215637 20250903210921 7680 compare. BAYlqj3zDye0+v5VKpZh7KGC/xf3W68BrA/vbOtY3yyn+qfBScML1BnHw6lvhIFgt21RMyx31yRsxzGlphC8BQtdRMDBMh73PQSkapdWD8rmsMZ0Skh90NkwlMI6nCc9sGO1Nyg1ji75+uNsR5vrGwWAIX3rDvgsvrS0A1UvANeoAtLLeqr1wZ8fmiEyWdMDlafzVcgxTWN8MT41L9Ff8A==
l4b.compare.	3600	in	ns	ns-119-a.gandi.net.
l4b.compare.	3600	in	ns	ns-136-b.gandi.net.
l4b.compare.	3600	in	ns	ns-253-c.gandi.net.
l7le5d2ri5nheb9vele3ve0r1kj3b5g9.compare.	900	in	nsec3	1 1 0 - MCN9NF4BDVID5089CSFAG13TCNB88HS8 NS DS RRSIG
