express.	3600	in	soa	v0n0.nic.express. hostmaster.donuts.email. 1757034235 7200 900 1209600 3600
student.express.	3600	in	ns	ns2.afternic.com.
student.express.	3600	in	ns	verification-elhu4bvbof7e9euuuyxxvx.ns101.verify.hn.
studentcar.express.	3600	in	ns	ns41.domaincontrol.com.
studentcar.express.	3600	in	ns	ns42.domaincontrol.com.
studentcredit.express.	3600	in	ns	ns53.domaincontrol.com.
studentcredit.express.	3600	in	ns	ns54.domaincontrol.com.
studio.express.	3600	in	ns	launch1.spaceship.net.
studio.express.	3600	in	ns	launch2.spaceship.net.
studiomanager.express.	3600	in	ns	ns1.archerlogic.com.
studiomanager.express.	3600	in	ns	ns2.archerlogic.com.
study.express.	3600	in	ns	ns1.101domain.com.
study.express.	3600	in	ns	ns2.101domain.com.
study.express.	3600	in	ns	ns5.101domain.com.
stuff.express.	3600	in	ns	ns.zone.eu.
stuff.express.	3600	in	ns	ns2.zone.ee.
stuff.express.	3600	in	ns	ns3.zonedata.net.
stupid.express.	3600	in	ns	ns1.dns-redirect.com.
stupid.express.	3600	in	ns	ns2.dns-redirect.com.
stuttgart.express.	3600	in	ns	ns.udag.de.
stuttgart.express.	3600	in	ns	ns.udag.net.
stuttgart.express.	3600	in	ns	ns.udag.org.
stx.express.	3600	in	ns	curitiba.ns.porkbun.com.
stx.express.	3600	in	ns	fortaleza.ns.porkbun.com.
stx.express.	3600	in	ns	maceio.ns.porkbun.com.
stx.express.	3600	in	ns	salvador.ns.porkbun.com.
style.express.	3600	in	ns	dns1.registrar-servers.com.
style.express.	3600	in	ns	dns2.registrar-servers.com.
suaugg2dfjbrlt5l4hs4khi6ncr20553.express.	3600	in	nsec3	1 1 0 73 SVK2T74PUILPDTTAUQC79OSSAFKDKR8H NS DS RRSIG
suaugg2dfjbrlt5l4hs4khi6ncr20553.express.	3600	in	rrsig	NSEC3 8 2 3600 20250922155719 20250901145719 49281 express. fi9nl/bB5hQC7mcvN/M6Us8yHi4Sn85Zi1x0l+V8HXz3FXeE7/M0tmQ+GDMFqtKYY4HM1y9WfQKU5XBmMAr5PhA5R3JFXYK6Bljj4CKcutReN/NRpRSpQRwCjMMY9dnjbdwwmRRWs2GyW+Naoaa6ISTryzcZxWUfmObzgbI4q7M=
sub.express.	3600	in	ns	ns-cloud-c1.googledomains.com.
sub.express.	3600	in	ns	ns-cloud-c2.googledomains.com.
sub.express.	3600	in	ns	ns-cloud-c3.googledomains.com.
sub.express.	3600	in	ns	ns-cloud-c4.googledomains.com.
submit.express.	3600	in	ns	ns1.afternic.com.
submit.express.	3600	in	ns	ns2.afternic.com.
subscribe.express.	3600	in	ns	ns1.eurodns.com.
subscribe.express.	3600	in	ns	ns2.eurodns.com.
subscribe.express.	3600	in	ns	ns3.eurodns.com.
subscribe.express.	3600	in	ns	ns4.eurodns.com.
suburban.express.	3600	in	ns	dns1.registrar-servers.com.
suburban.express.	3600	in	ns	dns2.registrar-servers.com.
subvectio.express.	3600	in	ns	dns1.namecheaphosting.com.
subvectio.express.	3600	in	ns	dns2.namecheaphosting.com.
success.express.	3600	in	ns	ns1.afternic.com.
success.express.	3600	in	ns	ns2.afternic.com.
sucursales.express.	3600	in	ns	ns1.sucursales.express.
sucursales.express.	3600	in	ns	ns2.sucursales.express.
sud.express.	3600	in	ns	ns2.observatoiredesmarques.fr.
sud.express.	3600	in	ns	ns3.nameshield.net.
sud.express.	3600	in	ns	obs.ns1.fr.
sudexpress.express.	3600	in	ns	ns2.observatoiredesmarques.fr.
sudexpress.express.	3600	in	ns	ns3.nameshield.net.
sudexpress.express.	3600	in	ns	obs.ns1.fr.
sudoku.express.	3600	in	ns	chip.ns.cloudflare.com.
sudoku.express.	3600	in	ns	sandy.ns.cloudflare.com.
sugar.express.	3600	in	ns	ns1.bodis.com.
sugar.express.	3600	in	ns	ns2.bodis.com.
sugardaddy.express.	3600	in	ns	ns1.ibspark.com.
sugardaddy.express.	3600	in	ns	ns2.ibspark.com.
sugarhigh.express.	3600	in	ds	10504 8 2 B2944D1045BC2BBA54BCA05972AF59BC8505D96877E421BC5CCEB81A6180F8F3
sugarhigh.express.	3600	in	ns	ns-cloud-b1.googledomains.com.
sugarhigh.express.	3600	in	ns	ns-cloud-b2.googledomains.com.
sugarhigh.express.	3600	in	ns	ns-cloud-b3.googledomains.com.
sugarhigh.express.	3600	in	ns	ns-cloud-b4.googledomains.com.
sugarhigh.express.	3600	in	rrsig	DS 8 2 3600 20250922155719 20250901145719 49281 express. dk3JYUGhNOFSlAOhfvZzBgaoEf01QF+uYyOwSgNun4iePQIPqB1hJnjDpuaSS74PGH/m5vJF/xD6tJksVtKy4YUI7iJwOAYld6PHUB/YyOKZQ3Kcoit7JaROpYsTJuaoRsr8O5C2ZMlw+cywaCUp+tkhGOeUPcjGQs6w1md78Fg=
suho.express.	3600	in	ns	ns1016.ui-dns.de.
suho.express.	3600	in	ns	ns1061.ui-dns.org.
suho.express.	3600	in	ns	ns1083.ui-dns.com.
suho.express.	3600	in	ns	ns1121.ui-dns.biz.
suling.express.	3600	in	ns	ns1.dns-parking.com.
suling.express.	3600	in	ns	ns2.dns-parking.com.
sultan.express.	3600	in	ns	ns3.nic.ru.
sultan.express.	3600	in	ns	ns4.nic.ru.
sultan.express.	3600	in	ns	ns8.nic.ru.
sumiclean.express.	3600	in	ns	ns1044.ui-dns.biz.
sumiclean.express.	3600	in	ns	ns1084.ui-dns.com.
sumiclean.express.	3600	in	ns	ns1105.ui-dns.org.
sumiclean.express.	3600	in	ns	ns1119.ui-dns.de.
summary.express.	3600	in	ns	ns45.domaincontrol.com.
summary.express.	3600	in	ns	ns46.domaincontrol.com.
summit.express.	3600	in	ns	ns1.afternic.com.
summit.express.	3600	in	ns	ns2.afternic.com.
sumo.express.	3600	in	ns	ns1.101domain.com.
sumo.express.	3600	in	ns	ns2.101domain.com.
sun.express.	3600	in	ns	ns35.domaincontrol.com.
sun.express.	3600	in	ns	ns36.domaincontrol.com.
sunbelt.express.	3600	in	ns	ns57.domaincontrol.com.
sunbelt.express.	3600	in	ns	ns58.domaincontrol.com.
sunchung.express.	3600	in	ns	amalia.ns.cloudflare.com.
sunchung.express.	3600	in	ns	clint.ns.cloudflare.com.
sunlife.express.	3600	in	ns	a1-225.akam.net.
sunlife.express.	3600	in	ns	a14-66.akam.net.
sunlife.express.	3600	in	ns	a5-67.akam.net.
sunlife.express.	3600	in	ns	a6-64.akam.net.
sunlife.express.	3600	in	ns	a7-65.akam.net.
sunlife.express.	3600	in	ns	a8-66.akam.net.
sunlogistics.express.	3600	in	ns	ns1.dns-diy.net.
sunlogistics.express.	3600	in	ns	ns2.dns-diy.net.
sunlogistics.express.	3600	in	ns	pdns03.domaincontrol.com.
sunlogistics.express.	3600	in	ns	pdns04.domaincontrol.com.
sunny.express.	3600	in	ns	a.ns14.net.
sunny.express.	3600	in	ns	b.ns14.net.
sunny.express.	3600	in	ns	c.ns14.net.
sunny.express.	3600	in	ns	d.ns14.net.
sunnyside.express.	3600	in	ns	curitiba.ns.porkbun.com.
sunnyside.express.	3600	in	ns	fortaleza.ns.porkbun.com.
sunnyside.express.	3600	in	ns	maceio.ns.porkbun.com.
sunnyside.express.	3600	in	ns	salvador.ns.porkbun.com.
sunrise.express.	3600	in	ds	61496 8 2 9C163CDA4F8BE4269A09E20D1E3B9E858EB4312479AE5128E00A3F59DFC8581B
sunrise.express.	3600	in	ns	ns1.afternic.com.
sunrise.express.	3600	in	ns	ns2.afternic.com.
sunrise.express.	3600	in	rrsig	DS 8 2 3600 20250922155719 20250901145719 49281 express. Hze8WuV4YYJkRb8I/z6JoSZ7vjZfRMs7++xqTMo3m+5aIe8E0nYqRxHAilteNn9WRVxSurCgpJz8JxVLAsmpRcKY1zybiQfzIO5GDIpAyo5ZIfrq41s/WtCY1u2FFyLn2pyCA1y3DdgDYVxJgjOhfQY67X3uE8PSkJd/03WWsYc=
sunroof.express.	3600	in	ns	ns23.domaincontrol.com.
sunroof.express.	3600	in	ns	ns24.domaincontrol.com.
sunshine.express.	3600	in	ns	ns1.afternic.com.
sunshine.express.	3600	in	ns	ns2.afternic.com.
sunsun.express.	3600	in	ns	ns-cloud-c1.googledomains.com.
sunsun.express.	3600	in	ns	ns-cloud-c2.googledomains.com.
sunsun.express.	3600	in	ns	ns-cloud-c3.googledomains.com.
sunsun.express.	3600	in	ns	ns-cloud-c4.googledomains.com.
sunup.express.	3600	in	ns	ns23.domaincontrol.com.
sunup.express.	3600	in	ns	ns24.domaincontrol.com.
sunwin.express.	3600	in	ns	nelly.ns.cloudflare.com.
sunwin.express.	3600	in	ns	tony.ns.cloudflare.com.
sunworker.express.	3600	in	ns	celine.ns.cloudflare.com.
sunworker.express.	3600	in	ns	coby.ns.cloudflare.com.
supa.express.	3600	in	ns	ns13.domaincontrol.com.
supa.express.	3600	in	ns	ns14.domaincontrol.com.
super.express.	3600	in	ns	ns1.dyna-ns.net.
super.express.	3600	in	ns	ns2.dyna-ns.net.
supercell.express.	3600	in	ns	sunny.ns.cloudflare.com.
supercell.express.	3600	in	ns	yoxall.ns.cloudflare.com.
supermart.express.	3600	in	ds	5249 8 2 90DA9BC1D673041DAB7AA6C4449285DD4983C36DAF6F59F1004EB7A6A3807EC4
supermart.express.	3600	in	ns	ns-cloud-d1.googledomains.com.
supermart.express.	3600	in	ns	ns-cloud-d2.googledomains.com.
supermart.express.	3600	in	ns	ns-cloud-d3.googledomains.com.
supermart.express.	3600	in	ns	ns-cloud-d4.googledomains.com.
supermart.express.	3600	in	rrsig	DS 8 2 3600 20250922155719 20250901145719 49281 express. P+r6W9zpUjKqiIiqx11YvJgLfgFZTmYBVqd81mh8nUOYokE/ZFSeeLIAsnutj/2tsExJlm7pZ8tjhw+wVVeRRCJtXLwwcYfYrSn6a5IpAyMK0a87UUEpmvGAIgHJb8Vez8ZnGnsDfPvv2GPTRUvDsQacX09qo/okTkVLkW/RcNQ=
supersigns.express.	3600	in	ns	ns33.domaincontrol.com.
supersigns.express.	3600	in	ns	ns34.domaincontrol.com.
supertaco.express.	3600	in	ns	ashley.ns.cloudflare.com.
supertaco.express.	3600	in	ns	wesley.ns.cloudflare.com.
supertrucker.express.	3600	in	ns	dns1.registrar-servers.com.
supertrucker.express.	3600	in	ns	dns2.registrar-servers.com.
suplementos.express.	3600	in	ns	ns21.domaincontrol.com.
suplementos.express.	3600	in	ns	ns22.domaincontrol.com.
supplier.express.	3600	in	ns	ns51.domaincontrol.com.
supplier.express.	3600	in	ns	ns52.domaincontrol.com.
supplies.express.	3600	in	ns	ns1063.ui-dns.biz.
supplies.express.	3600	in	ns	ns1067.ui-dns.com.
supplies.express.	3600	in	ns	ns1067.ui-dns.org.
supplies.express.	3600	in	ns	ns1076.ui-dns.de.
supply.express.	3600	in	ns	ns1.atom.com.
supply.express.	3600	in	ns	ns2.atom.com.
support.express.	3600	in	ds	47617 13 2 F96D7C9281DE44E39C6C78DD122345B86B1CA5A83AD0E1D64832ED9049B1ABBD
support.express.	3600	in	ns	ns01.one.com.
support.express.	3600	in	ns	ns02.one.com.
support.express.	3600	in	rrsig	DS 8 2 3600 20250922155719 20250901145719 49281 express. O/WQpP7LIuskoT1Kq7ZMGVcyGVZ09EA1/NWE8h7RcsbIW1AER5t4V1KNknibJ/SjPdl6gh/8f3XjyUB5t2pcWxKGnVf8LwjMrkpmfbTUnbx8+NS9BhcgQoN+9Q/4kAvbu6vWeqLt+c1teehoNGsWFooLRph/vx6IYr3bouL4ZBQ=
supreme.express.	3600	in	ns	ns1.dns-redirect.com.
supreme.express.	3600	in	ns	ns2.dns-redirect.com.
surf.express.	3600	in	ns	ns1.afternic.com.
surf.express.	3600	in	ns	ns2.afternic.com.
suricata.express.	3600	in	ns	ns1.siteground.net.
suricata.express.	3600	in	ns	ns2.siteground.net.
surprise.express.	3600	in	ns	ns-1093.awsdns-08.org.
surprise.express.	3600	in	ns	ns-1830.awsdns-36.co.uk.
surprise.express.	3600	in	ns	ns-194.awsdns-24.com.
surprise.express.	3600	in	ns	ns-588.awsdns-09.net.
survey.express.	3600	in	ns	ns1.fp261.parklogic.com.
survey.express.	3600	in	ns	ns2.fp261.parklogic.com.
surveys.express.	3600	in	ns	dns109.ovh.net.
surveys.express.	3600	in	ns	ns109.ovh.net.
survival.express.	3600	in	ns	ns1.nyc.systems.
survival.express.	3600	in	ns	ns2.nyc.systems.
suryaenterprise.express.	3600	in	ns	ns69.domaincontrol.com.
suryaenterprise.express.	3600	in	ns	ns70.domaincontrol.com.
sushi.express.	3600	in	ns	ns1.undeveloped.com.
sushi.express.	3600	in	ns	ns2.undeveloped.com.
sushiko.express.	3600	in	ns	ns1.nameserver.net.au.
sushiko.express.	3600	in	ns	ns2.nameserver.net.au.
sushiko.express.	3600	in	ns	ns3.nameserver.net.au.
sushiwa.express.	3600	in	ns	ns01.cashparking.com.
sushiwa.express.	3600	in	ns	ns02.cashparking.com.
sv368.express.	3600	in	ns	ns47.domaincontrol.com.
sv368.express.	3600	in	ns	ns48.domaincontrol.com.
sv368vn.express.	3600	in	ns	pdns11.domaincontrol.com.
sv368vn.express.	3600	in	ns	pdns12.domaincontrol.com.
sv388.express.	3600	in	ns	ns29.domaincontrol.com.
sv388.express.	3600	in	ns	ns30.domaincontrol.com.
sv66.express.	3600	in	ns	deb.ns.cloudflare.com.
sv66.express.	3600	in	ns	felicity.ns.cloudflare.com.
svb.express.	3600	in	ns	ns71.domaincontrol.com.
svb.express.	3600	in	ns	ns72.domaincontrol.com.
svbet.express.	3600	in	ns	ns33.domaincontrol.com.
svbet.express.	3600	in	ns	ns34.domaincontrol.com.
svinka.express.	3600	in	ns	dns101.registrar-servers.com.
svinka.express.	3600	in	ns	dns102.registrar-servers.com.
svk2t74puilpdttauqc79ossafkdkr8h.express.	3600	in	nsec3	1 1 0 73 T0GS298HAQQIEADNVUGJGSPPTDBA9H83 NS DS RRSIG
svk2t74puilpdttauqc79ossafkdkr8h.express.	3600	in	rrsig	NSEC3 8 2 3600 20250922155719 20250901145719 49281 express. TyodlHnglv+ri6XCS2ZK/YIOzUwjvaRmN8khDdY1nAF2K/21wI1D2Xj6T+VaN9TP9sReUXNIs1dH9FaJ8LhlpEqSuVbu/Txn6WZb9W23mziIIgh8BUncHiktj7qJ0haPuld7CqwPIF2pYg3XXYZuOQ8V2VSwmkrUub6gcEty51c=
svoboda.express.	3600	in	ns	ns39.domaincontrol.com.
svoboda.express.	3600	in	ns	ns40.domaincontrol.com.
swag.express.	3600	in	ns	ns69.domaincontrol.com.
swag.express.	3600	in	ns	ns70.domaincontrol.com.
swanriver.express.	3600	in	ns	dns1.cscdns.net.
swanriver.express.	3600	in	ns	dns2.cscdns.net.
swap.express.	3600	in	ns	ns1.afternic.com.
swap.express.	3600	in	ns	ns2.afternic.com.
swat.express.	3600	in	ns	ns1.dns-redirect.com.
swat.express.	3600	in	ns	ns2.dns-redirect.com.
sweet.express.	3600	in	ns	ns73.domaincontrol.com.
sweet.express.	3600	in	ns	ns74.domaincontrol.com.
sweetcentre.express.	3600	in	ns	pdns01.domaincontrol.com.
sweetcentre.express.	3600	in	ns	pdns02.domaincontrol.com.
swiftcapital.express.	3600	in	ns	ns51.domaincontrol.com.
swiftcapital.express.	3600	in	ns	ns52.domaincontrol.com.
swiftcargo.express.	3600	in	ns	ns27.asurahosting.com.
swiftcargo.express.	3600	in	ns	ns28.asurahosting.com.
swiftcart.express.	3600	in	ns	ns31.domaincontrol.com.
swiftcart.express.	3600	in	ns	ns32.domaincontrol.com.
swiftdoc.express.	3600	in	ns	ns43.domaincontrol.com.
swiftdoc.express.	3600	in	ns	ns44.domaincontrol.com.
swiftj.express.	3600	in	ns	ns25.domaincontrol.com.
swiftj.express.	3600	in	ns	ns26.domaincontrol.com.
swiftlaw.express.	3600	in	ns	ns43.domaincontrol.com.
swiftlaw.express.	3600	in	ns	ns44.domaincontrol.com.
swiftlinkcourier.express.	3600	in	ns	ns7.hostnownow.com.
swiftlinkcourier.express.	3600	in	ns	ns8.hostnownow.com.
swiftltd.express.	3600	in	ns	ns1.dns-redirect.com.
swiftltd.express.	3600	in	ns	ns2.dns-redirect.com.
swiftpulsecourier.express.	3600	in	ds	42002 13 2 02771DF613012F7F93C07069C9E92C20E806CD90C4660999AA75D23EB46359C8
swiftpulsecourier.express.	3600	in	ns	launch1.spaceship.net.
swiftpulsecourier.express.	3600	in	ns	launch2.spaceship.net.
swiftpulsecourier.express.	3600	in	rrsig	DS 8 2 3600 20250922155719 20250901145719 49281 express. gUwhU/Upq+OFwb/WnIyq2kDMHtqydK3Id+y6SRljbM9+k/UR99FS1UXI+TolkelLjrDPr6DhuBtqKvlM2+FKjbPJxyToNIZ6zuqY0DZNP5UEty7j4dgOrSdoXyXlde9MdpbxwarHTyR7o3sP/VB3MkjVeCLvWMqkUNOC9Flg/cM=
swiftpushlogistics.express.	3600	in	ns	ns5.zillionkinghost.com.
swiftpushlogistics.express.	3600	in	ns	ns6.zillionkinghost.com.
swiftship.express.	3600	in	ns	ns1.sav.com.
swiftship.express.	3600	in	ns	ns2.sav.com.
swim.express.	3600	in	ns	ns1.afternic.com.
swim.express.	3600	in	ns	ns2.afternic.com.
swimmingpool.express.	3600	in	ns	dns1.registrar-servers.com.
swimmingpool.express.	3600	in	ns	dns2.registrar-servers.com.
swing.express.	3600	in	ns	curitiba.ns.porkbun.com.
swing.express.	3600	in	ns	fortaleza.ns.porkbun.com.
swing.express.	3600	in	ns	maceio.ns.porkbun.com.
swing.express.	3600	in	ns	salvador.ns.porkbun.com.
swingers.express.	3600	in	ns	grace.ns.cloudflare.com.
swingers.express.	3600	in	ns	vern.ns.cloudflare.com.
swip.express.	3600	in	ns	ns1.nameserver.net.au.
swip.express.	3600	in	ns	ns2.nameserver.net.au.
swip.express.	3600	in	ns	ns3.nameserver.net.au.
swipeup.express.	3600	in	ns	ns-1289.awsdns-33.org.
swipeup.express.	3600	in	ns	ns-1958.awsdns-52.co.uk.
swipeup.express.	3600	in	ns	ns-490.awsdns-61.com.
swipeup.express.	3600	in	ns	ns-732.awsdns-27.net.
swisscaution.express.	3600	in	ns	a.dns.gandi.net.
swisscaution.express.	3600	in	ns	b.dns.gandi.net.
swisscaution.express.	3600	in	ns	c.dns.gandi.net.
switchbox.express.	3600	in	ns	ns-uk.1and1-dns.biz.
switchbox.express.	3600	in	ns	ns-uk.1and1-dns.co.uk.
switchbox.express.	3600	in	ns	ns-uk.1and1-dns.com.
switchbox.express.	3600	in	ns	ns-uk.1and1-dns.org.
switches.express.	3600	in	ns	bill.ns.cloudflare.com.
switches.express.	3600	in	ns	daisy.ns.cloudflare.com.
switchup.express.	3600	in	ns	ns1.netim.net.
switchup.express.	3600	in	ns	ns2.netim.net.
switchup.express.	3600	in	ns	ns3.netim.net.
switchup.express.	3600	in	ns	ns4.netim.net.
switchup.express.	3600	in	ns	ns5.netim.net.
swoop.express.	3600	in	ns	ns-1250.awsdns-28.org.
swoop.express.	3600	in	ns	ns-1924.awsdns-48.co.uk.
swoop.express.	3600	in	ns	ns-349.awsdns-43.com.
swoop.express.	3600	in	ns	ns-878.awsdns-45.net.
swoosh.express.	3600	in	ns	dns101.registrar-servers.com.
swoosh.express.	3600	in	ns	dns102.registrar-servers.com.
swords.express.	3600	in	ns	ns-1200.awsdns-22.org.
swords.express.	3600	in	ns	ns-1882.awsdns-43.co.uk.
swords.express.	3600	in	ns	ns-315.awsdns-39.com.
swords.express.	3600	in	ns	ns-920.awsdns-51.net.
syal.express.	3600	in	ns	ns1.dyna-ns.net.
syal.express.	3600	in	ns	ns2.dyna-ns.net.
sylt.express.	3600	in	ns	ns-de.1and1-dns.biz.
sylt.express.	3600	in	ns	ns-de.1and1-dns.com.
sylt.express.	3600	in	ns	ns-de.1and1-dns.de.
sylt.express.	3600	in	ns	ns-de.1and1-dns.org.
symbialogistics.express.	3600	in	ns	ns27.domaincontrol.com.
symbialogistics.express.	3600	in	ns	ns28.domaincontrol.com.
symbiotic.express.	3600	in	ns	ns1.managedns1.com.
symbiotic.express.	3600	in	ns	ns2.managedns1.com.
symphony.express.	3600	in	ns	ns1.dreamhost.com.
symphony.express.	3600	in	ns	ns2.dreamhost.com.
symphony.express.	3600	in	ns	ns3.dreamhost.com.
symposium.express.	3600	in	ns	ns47.domaincontrol.com.
symposium.express.	3600	in	ns	ns48.domaincontrol.com.
synapse.express.	3600	in	ns	z1.dccdns.com.
synapse.express.	3600	in	ns	z2.dccdns.com.
synapse.express.	3600	in	ns	z3.dccdns.com.
synapse.express.	3600	in	ns	z4.dccdns.com.
sync.express.	3600	in	ns	ns1.digitalocean.com.
sync.express.	3600	in	ns	ns2.digitalocean.com.
sync.express.	3600	in	ns	ns3.digitalocean.com.
synergist.express.	3600	in	ns	bingo.ns.cloudflare.com.
synergist.express.	3600	in	ns	lennox.ns.cloudflare.com.
synergy.express.	3600	in	ns	ns1.hover.com.
synergy.express.	3600	in	ns	ns2.hover.com.
synnex.express.	3600	in	ns	ns1-06.azure-dns.com.
synnex.express.	3600	in	ns	ns2-06.azure-dns.net.
synnex.express.	3600	in	ns	ns3-06.azure-dns.org.
synnex.express.	3600	in	ns	ns4-06.azure-dns.info.
syoou.express.	3600	in	ns	ns47.domaincontrol.com.
syoou.express.	3600	in	ns	ns48.domaincontrol.com.
sysadmin.express.	3600	in	ns	ns65.domaincontrol.com.
sysadmin.express.	3600	in	ns	ns66.domaincontrol.com.
system.express.	3600	in	ns	ns5.afternic.com.
system.express.	3600	in	ns	ns6.afternic.com.
systematic.express.	3600	in	ds	59784 13 1 E11D5A09EA3D184E3E7681972CC93B3E40659394
systematic.express.	3600	in	ns	ns0.transip.net.
systematic.express.	3600	in	ns	ns1.transip.nl.
systematic.express.	3600	in	ns	ns2.transip.eu.
systematic.express.	3600	in	rrsig	DS 8 2 3600 20250922155719 20250901145719 49281 express. tOJbMHHtsUcXWBj4UrSqD4VXu5QMYqnJky4iyUjSr8mqq+kTwC9cpYSAD8rjwfA1dqRecMpN9fJ1THbRgXjZjCvI25Zf720ehnLd/ZBoPbZbejdceiY5xHgxn2evUINADCdOABfzZ/F0Mhpm78NiSh4dz4gdYAumjC62ZNpRvzc=
szggac.express.	3600	in	ns	ns1.dnsowl.com.
szggac.express.	3600	in	ns	ns2.dnsowl.com.
szggac.express.	3600	in	ns	ns3.dnsowl.com.
t-cars.express.	3600	in	ns	ns59.domaincontrol.com.
t-cars.express.	3600	in	ns	ns60.domaincontrol.com.
t-shirt.express.	3600	in	ns	ns1.afternic.com.
t-shirt.express.	3600	in	ns	ns2.afternic.com.
t-shirts.express.	3600	in	ns	ns1.dyna-ns.net.
t-shirts.express.	3600	in	ns	ns2.dyna-ns.net.
t.express.	3600	in	ns	ns-cloud-c1.googledomains.com.
t.express.	3600	in	ns	ns-cloud-c2.googledomains.com.
t.express.	3600	in	ns	ns-cloud-c3.googledomains.com.
t.express.	3600	in	ns	ns-cloud-c4.googledomains.com.
t0gs298haqqieadnvugjgspptdba9h83.express.	3600	in	nsec3	1 1 0 73 T2JU8NJ68IESF54T5N1VFPT0EE5BLVM0 NS DS RRSIG
t0gs298haqqieadnvugjgspptdba9h83.express.	3600	in	rrsig	NSEC3 8 2 3600 20250922155719 20250901145719 49281 express. hZ/5TZB8efdPBsfN638JLxBKThufSmTH2sb/IUVxXYmKdoXw1IRlTOPcqRuqJTB4z+nSNmnUKD8LelKiwLZ6Sa9uLXP6MtOns2BGPuJW5hcrrfEyO6eptZ2HHOAwDg1J5HdxvYzWLUbWzQUNKBfkWcGZ9QVFBu89jV5DEEUqv9E=
t2ju8nj68iesf54t5n1vfpt0ee5blvm0.express.	3600	in	nsec3	1 1 0 73 T507K0037ULR0DDPKNU5P5VFNJ8EEK64 NS DS RRSIG
t2ju8nj68iesf54t5n1vfpt0ee5blvm0.express.	3600	in	rrsig	NSEC3 8 2 3600 20250922155719 20250901145719 49281 express. uTlU10CTQjz+Towm/hzL2LJCLwe/wlZmXqdXKHExjXOooonkUCJPA9/1ExICC7QZx80jRDkbjWPGjz/jR4as4K4alqZlu61jGqLJKMtEY135RRsQ9hqkAXw/uqW0/7Q04YA9Py8TczsOORLfsB5YGP3Jug2uc7LaBxsGTFffbgQ=
t507k0037ulr0ddpknu5p5vfnj8eek64.express.	3600	in	nsec3	1 1 0 73 T7VTJQGIS4H6HJQVQRJHPBJ24KAERURF NS DS RRSIG
t507k0037ulr0ddpknu5p5vfnj8eek64.express.	3600	in	rrsig	NSEC3 8 2 3600 20250922155719 20250901145719 49281 express. pjK9PhHwNW302QaC09LxBDJ5SoV37gbJShH6iomlLh7DZRveUnQfGx+kyZs7YRT6+dUYKQ6Y4KWLhPaUJePEOFntROhb6J8/Bnr2D0SU/nTmgPUCDSW3fFX0VPGbmxORrAnZyG34FxlfxcscRf3WGOhn3fi6Ak8K/hquTCulZ/4=
t7vtjqgis4h6hjqvqrjhpbj24kaerurf.express.	3600	in	nsec3	1 1 0 73 T98J5MP0IJ13OI4N3L5U4B6E15VI5NNV NS DS RRSIG
t7vtjqgis4h6hjqvqrjhpbj24kaerurf.express.	3600	in	rrsig	NSEC3 8 2 3600 20250922155719 20250901145719 49281 express. UaTVCJfAbB8jkzooEXqoAnVMQw7UlbZBCFKjZqV8T7BUfmUifgYF9wW17+IZaGMdMLVzvoJu5gYbp6c2c1R25kWUCWbq4SHtOCKf6IkUXVb0T4WgxQwNTveq1R4NGPbmkigUS+R5wjXlPIFJSA1CvbB4v/tVyYUXrXG2HvbkP10=
t98j5mp0ij13oi4n3l5u4b6e15vi5nnv.express.	3600	in	nsec3	1 1 0 73 TA0GEDQ0MH5QD15DOLC4IK311A34IDCA NS DS RRSIG
t98j5mp0ij13oi4n3l5u4b6e15vi5nnv.express.	3600	in	rrsig	NSEC3 8 2 3600 20250922155719 20250901145719 49281 express. 01Lve8iRWLWaASF/WwQ0IEwsvSTqYnIQJ30z7BaUnJoQFNdNayQnSDqjupfTJuErAfLEVcdZLWvTG186oGj07mriDaIweAIHdD9Yv28BV9ey3vdu4GFxwGYjUFGa+S71Tf2GNLDIxNt2NCyq1YC23f/dnyM1qHeG9kUqwJz3ygc=
ta0gedq0mh5qd15dolc4ik311a34idca.express.	3600	in	nsec3	1 1 0 73 TAKMTRKLFOUKKSEB85KQRPKT7K7UTKME NS DS RRSIG
ta0gedq0mh5qd15dolc4ik311a34idca.express.	3600	in	rrsig	NSEC3 8 2 3600 20250922155719 20250901145719 49281 express. vy2HrrJcB01W62Pt47kypwK8izEMVT8Qkd4BHK4f4Ha4jFrMUKfS/VI/L7YGr2O6us8YQiXdxRInKCddn45wkWa0l+2n5fsGho7I/cFw1K2xkX189+NpVqCpTwqfz9vYBTvP1c69UrcT8g1maswTw6pBp6dWHJJm07niAYpiKYo=
tabac.express.	3600	in	ns	dns1.name-services.com.
tabac.express.	3600	in	ns	dns2.name-services.com.
tabac.express.	3600	in	ns	dns3.name-services.com.
tabac.express.	3600	in	ns	dns4.name-services.com.
tabac.express.	3600	in	ns	dns5.name-services.com.
tabby.express.	3600	in	ns	curitiba.ns.porkbun.com.
tabby.express.	3600	in	ns	fortaleza.ns.porkbun.com.
tabby.express.	3600	in	ns	maceio.ns.porkbun.com.
tabby.express.	3600	in	ns	salvador.ns.porkbun.com.
table.express.	3600	in	ns	docks04.rzone.de.
table.express.	3600	in	ns	shades07.rzone.de.
tabletop.express.	3600	in	ns	dns1.registrar-servers.com.
tabletop.express.	3600	in	ns	dns2.registrar-servers.com.
taco.express.	3600	in	ns	ns1kwy.name.com.
taco.express.	3600	in	ns	ns2btz.name.com.
taco.express.	3600	in	ns	ns3dty.name.com.
taco.express.	3600	in	ns	ns4lqx.name.com.
