family.	3600	in	soa	v0n0.nic.family. hostmaster.donuts.email. 1759366710 7200 900 1209600 3600
benami.family.	3600	in	ds	49021 8 2 5E87F87A46FBBB04659517992472F8C09A529B57CA30B51980E9CAE40C1098B7
benami.family.	3600	in	ns	ns-cloud-c1.googledomains.com.
benami.family.	3600	in	ns	ns-cloud-c2.googledomains.com.
benami.family.	3600	in	ns	ns-cloud-c3.googledomains.com.
benami.family.	3600	in	ns	ns-cloud-c4.googledomains.com.
benami.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. flO6eE+YIY9GWDT3EeboECQbsEWjNeQ/vEabK5i9hKWb78cy+PxJ5F0+pDOCUMIKJ2BsYNsU3ttTpgjpp3JzZGIi92cP4MutKNfq3nhfBQoEqpkqcUC3mG/dOQCeu9oKRCum10xulmr3vlU3W8pJb1E0dBu4w38jVHiP9aJ1uEg=
benamix.family.	3600	in	ns	ns1.bdm.microsoftonline.com.
benamix.family.	3600	in	ns	ns2.bdm.microsoftonline.com.
benamix.family.	3600	in	ns	ns3.bdm.microsoftonline.com.
benamix.family.	3600	in	ns	ns4.bdm.microsoftonline.com.
benamor.family.	3600	in	ds	56144 8 2 DD38C4F5C62FF7392AAD23E2B78C88994CA4433273270BE78EBBA5C04ECFE90D
benamor.family.	3600	in	ns	ns-cloud-d1.googledomains.com.
benamor.family.	3600	in	ns	ns-cloud-d2.googledomains.com.
benamor.family.	3600	in	ns	ns-cloud-d3.googledomains.com.
benamor.family.	3600	in	ns	ns-cloud-d4.googledomains.com.
benamor.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. ShKm4qSPefXIPEozc9yk78QBaGZnV168QIwqmARck/ADT+y5fJ3fXBJpmo8cE8XzVDeIF7VahTvIZG9PYyP5Mi/dzsykWdikrR9UjpssOyBjhW0mLmQcuKI0i2l6XcQEvfoTs6kxiGbhF9JZAdFnW4Wo3PpyuYhCQhnS6Ht4HGU=
benandzack.family.	3600	in	ns	ns1.messagingengine.com.
benandzack.family.	3600	in	ns	ns2.messagingengine.com.
benanna.family.	3600	in	ns	ns-cloud-e1.googledomains.com.
benanna.family.	3600	in	ns	ns-cloud-e2.googledomains.com.
benanna.family.	3600	in	ns	ns-cloud-e3.googledomains.com.
benanna.family.	3600	in	ns	ns-cloud-e4.googledomains.com.
benasher.family.	3600	in	ns	dns1.namecheaphosting.com.
benasher.family.	3600	in	ns	dns2.namecheaphosting.com.
benavides.family.	3600	in	ns	pdns09.domaincontrol.com.
benavides.family.	3600	in	ns	pdns10.domaincontrol.com.
benavidez.family.	3600	in	ns	ns1lmy.name.com.
benavidez.family.	3600	in	ns	ns2fkr.name.com.
benavidez.family.	3600	in	ns	ns3cgw.name.com.
benavidez.family.	3600	in	ns	ns4sxy.name.com.
benawilasmi.family.	3600	in	ns	ns1.dns-parking.com.
benawilasmi.family.	3600	in	ns	ns2.dns-parking.com.
benazirsblog.family.	3600	in	ns	ns1.wordpress.com.
benazirsblog.family.	3600	in	ns	ns2.wordpress.com.
benazirsblog.family.	3600	in	ns	ns3.wordpress.com.
benc.family.	3600	in	ns	bonnie.ns.cloudflare.com.
benc.family.	3600	in	ns	roman.ns.cloudflare.com.
bence.family.	3600	in	ds	50269 8 2 6532F33CC067359AB3F57643F7F39AF71946B80A2F8F4E5A5C20B27BDF466697
bence.family.	3600	in	ns	ns-cloud-c1.googledomains.com.
bence.family.	3600	in	ns	ns-cloud-c2.googledomains.com.
bence.family.	3600	in	ns	ns-cloud-c3.googledomains.com.
bence.family.	3600	in	ns	ns-cloud-c4.googledomains.com.
bence.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. 1UT3cK/IK/cjrwV8yULfuVFXvcb6dj3ejp/bByWJaEqj2W7udnagQ+RJFWAwrceZWlR+oc7vWpGvqiUV3NcK9HU7pj1fGg5Re3kag6ziSggS56RtAMJtbFKnOraftPCHkGQjy/uCU3tBf87vSvq2qAYJ4QsGYbEMpkgxkVgRScE=
bencic.family.	3600	in	ns	ns1ksz.name.com.
bencic.family.	3600	in	ns	ns2qvz.name.com.
bencic.family.	3600	in	ns	ns3fhx.name.com.
bencic.family.	3600	in	ns	ns4clq.name.com.
bendavid.family.	3600	in	ns	ns33.domaincontrol.com.
bendavid.family.	3600	in	ns	ns34.domaincontrol.com.
bende.family.	3600	in	ns	ns.udag.de.
bende.family.	3600	in	ns	ns.udag.net.
bende.family.	3600	in	ns	ns.udag.org.
bendel.family.	3600	in	ns	docks13.rzone.de.
bendel.family.	3600	in	ns	shades14.rzone.de.
bendele.family.	3600	in	ns	docks14.rzone.de.
bendele.family.	3600	in	ns	shades18.rzone.de.
bendelo.family.	3600	in	ns	ns1.livedns.co.uk.
bendelo.family.	3600	in	ns	ns2.livedns.co.uk.
bendelo.family.	3600	in	ns	ns3.livedns.co.uk.
bender.family.	3600	in	ns	ns39.domaincontrol.com.
bender.family.	3600	in	ns	ns40.domaincontrol.com.
benders.family.	3600	in	ns	ns1076.ui-dns.biz.
benders.family.	3600	in	ns	ns1077.ui-dns.com.
benders.family.	3600	in	ns	ns1095.ui-dns.de.
benders.family.	3600	in	ns	ns1114.ui-dns.org.
bendig.family.	3600	in	ns	docks19.rzone.de.
bendig.family.	3600	in	ns	shades02.rzone.de.
benedetti.family.	3600	in	ns	dns1.netsons.net.
benedetti.family.	3600	in	ns	dns2.netsons.net.
benedetti.family.	3600	in	ns	dns3.netsons.net.
benedetti.family.	3600	in	ns	dns4.netsons.net.
benedict.family.	3600	in	ns	ns1.dnsowl.com.
benedict.family.	3600	in	ns	ns2.dnsowl.com.
benedict.family.	3600	in	ns	ns3.dnsowl.com.
benedicts.family.	3600	in	ns	curitiba.ns.porkbun.com.
benedicts.family.	3600	in	ns	fortaleza.ns.porkbun.com.
benedicts.family.	3600	in	ns	maceio.ns.porkbun.com.
benedicts.family.	3600	in	ns	salvador.ns.porkbun.com.
benedum.family.	3600	in	ns	ns57.domaincontrol.com.
benedum.family.	3600	in	ns	ns58.domaincontrol.com.
benefiz.family.	3600	in	ns	dns105.ovh.net.
benefiz.family.	3600	in	ns	ns105.ovh.net.
benes.family.	3600	in	ns	ns0.directnic.com.
benes.family.	3600	in	ns	ns1.directnic.com.
benes.family.	3600	in	ns	ns2.directnic.com.
benes.family.	3600	in	ns	ns3.directnic.com.
benesh.family.	3600	in	ds	39074 8 2 B6EA9EC0BA12435FE5C95773C77544A1624BFCA211AC10F2853EDB24FBBE0BD8
benesh.family.	3600	in	ns	ns-cloud-c1.googledomains.com.
benesh.family.	3600	in	ns	ns-cloud-c2.googledomains.com.
benesh.family.	3600	in	ns	ns-cloud-c3.googledomains.com.
benesh.family.	3600	in	ns	ns-cloud-c4.googledomains.com.
benesh.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. FLKqVXXysiOKLz6AQ9UrsNZAjVbrdAwbn11eBnapljd7aPFuW1RZccuFPAMel7/ftkXCoPJt1FFPpE6Qw5PjMC6QF9n2fZZD1IzbCL82KVQ4rokU+9Cwu+i+YWGK95mR7I9ZnONrvy721m4LUI/JhR5jIzvTxXTVbUrtt2Hxkto=
benesovi.family.	3600	in	ns	ns.forpsi.cz.
benesovi.family.	3600	in	ns	ns.forpsi.it.
benesovi.family.	3600	in	ns	ns.forpsi.net.
benet.family.	3600	in	ds	4621 8 2 AB38D226225C460E9A5E2063AF27F8BBB627B1712ED0174EDDEE9BC0125CDAA8
benet.family.	3600	in	ns	ns-cloud-a1.googledomains.com.
benet.family.	3600	in	ns	ns-cloud-a2.googledomains.com.
benet.family.	3600	in	ns	ns-cloud-a3.googledomains.com.
benet.family.	3600	in	ns	ns-cloud-a4.googledomains.com.
benet.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. flKbW+5qCGxt5P2tbwf+3GWwxebyDtgjRtu0zV8J4uDZ4j41n8KVTVAMiTe4y0OXptAlwYQDSvUk3iCparQvY0JIDfEKCQ9z09UP9+cgYGKeviVLAcYaMnJYSr+hc7b9xwKjx9x3o6Fmu44uNmu5OI4Jrca1RzG9oKYOqHvGcfw=
beneteau.family.	3600	in	ns	ns1.messagingengine.com.
beneteau.family.	3600	in	ns	ns2.messagingengine.com.
benetton.family.	3600	in	ds	43541 13 2 5FAB9559A3A590DA9A639871B7B25C037058496743479960D4DA57BDD421924E
benetton.family.	3600	in	ns	ns0.transip.net.
benetton.family.	3600	in	ns	ns1.transip.nl.
benetton.family.	3600	in	ns	ns2.transip.eu.
benetton.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. NI4YfKGBNpG0Pv/li1WWSdHnWnerRCp53E5Xp1Wpze7f/sOIxuEKaNwMZWS3GRY1u1XzgmHo6m6kO+xS5Wb34yNjyUS2dfTwenku/qNmuiNVXBV8jmqh9kALvpq0m2XULa/Dy8VF4zGAlYoh+FQnlKEeHu7+yhZt9BsOdv6xE6k=
benge.family.	3600	in	ns	ns-cloud-a1.googledomains.com.
benge.family.	3600	in	ns	ns-cloud-a2.googledomains.com.
benge.family.	3600	in	ns	ns-cloud-a3.googledomains.com.
benge.family.	3600	in	ns	ns-cloud-a4.googledomains.com.
bengtson.family.	3600	in	ds	11086 13 2 57DD7D9CAA33301F5B07A1B5EA5DBE5838F1803EA21E4377EEED37145A763AE8
bengtson.family.	3600	in	ds	11086 13 4 4FAB5359BB3DBF7534258C31593D213461148C4F944BD410638C520E944A76E5336A8309995572F9191C685FB7BEB4CA
bengtson.family.	3600	in	ns	ns1.simply.com.
bengtson.family.	3600	in	ns	ns2.simply.com.
bengtson.family.	3600	in	ns	ns3.simply.com.
bengtson.family.	3600	in	ns	ns4.simply.com.
bengtson.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. fBZuBIxaYzVsu5luhwhdtSfAijtf6CpeISFeKKDyTV/vZzmPgfhQuwXlnoBLhIYBQBl1K4TqFjFn8uC7WJoj4eKhsW95RgqYKeR5MI89JbxlECIUTn5Zr3uaUznSgCJhtvn1mUvoHSOlTQPynoer0NrdbNgv6gYaFSNWrw5bRhs=
benham.family.	3600	in	ns	dns1.gearheadhosting.com.
benham.family.	3600	in	ns	dns2.gearheadhosting.com.
benharrison.family.	3600	in	ns	dns101.registrar-servers.com.
benharrison.family.	3600	in	ns	dns102.registrar-servers.com.
benhassine.family.	3600	in	ds	57874 8 2 1C2E3BD8CD5D1F9F8F5A38365BFA599EC134EBF8763D4AC22EE112665C2B7D79
benhassine.family.	3600	in	ns	ns-cloud-b1.googledomains.com.
benhassine.family.	3600	in	ns	ns-cloud-b2.googledomains.com.
benhassine.family.	3600	in	ns	ns-cloud-b3.googledomains.com.
benhassine.family.	3600	in	ns	ns-cloud-b4.googledomains.com.
benhassine.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. 2u3Z6Np13XBm9vlN7Ddp5ej/eriSNgY1838fC7yG6lU/tGzKjWOqtoDSSCMVeVX/gi6dXrVyFffO68+Rf1018Pl0R+IC1YVHjDMvS19EmbL836MRtcYH/q4Wcr4eb0yAvJl4wlk1JUbJlwmYa+OkCsfnikdj5r4+pWhByFjLvlk=
benice.family.	3600	in	ds	40988 13 2 3A4A0737FEA5D937B4B4F8C8202C3535B12D2717DE913B0D28F7BA6C9D132FBB
benice.family.	3600	in	ns	ns0.transip.net.
benice.family.	3600	in	ns	ns1.transip.nl.
benice.family.	3600	in	ns	ns2.transip.eu.
benice.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. SnWoPVIlXhFXIaItMyIjb91BpwFS4IXuUu6Z1eNQ9C3qLEz+s7ZvjCsd9ICxRVap87B6RBTEedgkXbV5aRIN10jIOjLYGC4/5Yuz3tmpu55Z0elIZnjZBhO9w4crsboDxQSUtH+WguWW7THTY8eQZ2Qnccnjp8VRDtBnr0wpnPw=
benini.family.	3600	in	ns	dns1.registrar-servers.com.
benini.family.	3600	in	ns	dns2.registrar-servers.com.
beninson.family.	3600	in	ds	36134 8 2 CC2B21113103386E515EECAD4B954044294C95ED28C4EF4A8EF1BA56E563B67F
beninson.family.	3600	in	ns	ns-cloud-c1.googledomains.com.
beninson.family.	3600	in	ns	ns-cloud-c2.googledomains.com.
beninson.family.	3600	in	ns	ns-cloud-c3.googledomains.com.
beninson.family.	3600	in	ns	ns-cloud-c4.googledomains.com.
beninson.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. B8FiQW61mje/p2qvw3YZA0F5Mroqivck804CxIZrLTyTKdYnC43HZcTtbXUvs7zXaFIbuIz8ieeqZc7T1e3iyvDBaPnUX3bkBoBiEDeo3n+YZ8QMTA2mx/EkV46O71UpxJPFH8mDaghi3v1JMfYSj2WtWj9FR45ZVI0Q2ceLsUU=
benioff.family.	3600	in	ns	ns13.domaincontrol.com.
benioff.family.	3600	in	ns	ns14.domaincontrol.com.
benjamin-lillian.family.	3600	in	ds	4414 8 2 D45959104CCDC322A54762740F630D6DC36F1E5198758FD6911EE78BC2A4086D
benjamin-lillian.family.	3600	in	ns	ns-cloud-d1.googledomains.com.
benjamin-lillian.family.	3600	in	ns	ns-cloud-d2.googledomains.com.
benjamin-lillian.family.	3600	in	ns	ns-cloud-d3.googledomains.com.
benjamin-lillian.family.	3600	in	ns	ns-cloud-d4.googledomains.com.
benjamin-lillian.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. AGbBff+WJIBmwha86p7ZbWrbzvWPlNumaTjMJ41fbnLYl8oZ2EDJgnwYb92cJqoc6gJWIH6cGvXudw2qz7eDJphX3kwwxFzLixWjVWyt4WrwM5MqQjZf3f8hCxadKCA6BBZg5X2cUaqhQT6AWW3dZYRg8M13rzWO7+0xAnEC6eU=
benjamin.family.	3600	in	ns	ns1.eftydns.com.
benjamin.family.	3600	in	ns	ns2.eftydns.com.
benjamins.family.	3600	in	ns	curitiba.ns.porkbun.com.
benjamins.family.	3600	in	ns	fortaleza.ns.porkbun.com.
benjamins.family.	3600	in	ns	maceio.ns.porkbun.com.
benjamins.family.	3600	in	ns	salvador.ns.porkbun.com.
benkert.family.	3600	in	ns	ns53.domaincontrol.com.
benkert.family.	3600	in	ns	ns54.domaincontrol.com.
benkoe.family.	3600	in	ns	ns1055.ui-dns.com.
benkoe.family.	3600	in	ns	ns1069.ui-dns.biz.
benkoe.family.	3600	in	ns	ns1069.ui-dns.org.
benkoe.family.	3600	in	ns	ns1092.ui-dns.de.
benmoshe.family.	3600	in	ns	ns1qsy.name.com.
benmoshe.family.	3600	in	ns	ns2bls.name.com.
benmoshe.family.	3600	in	ns	ns3fhx.name.com.
benmoshe.family.	3600	in	ns	ns4kmw.name.com.
bennani.family.	3600	in	ns	ns13.domaincontrol.com.
bennani.family.	3600	in	ns	ns14.domaincontrol.com.
bennett-hooper.family.	3600	in	ns	dns1.registrar-servers.com.
bennett-hooper.family.	3600	in	ns	dns2.registrar-servers.com.
bennett.family.	3600	in	ns	ns-cloud-e1.googledomains.com.
bennett.family.	3600	in	ns	ns-cloud-e2.googledomains.com.
bennett.family.	3600	in	ns	ns-cloud-e3.googledomains.com.
bennett.family.	3600	in	ns	ns-cloud-e4.googledomains.com.
bennetts.family.	3600	in	ns	ns45.domaincontrol.com.
bennetts.family.	3600	in	ns	ns46.domaincontrol.com.
benning.family.	3600	in	ns	ns09.domaincontrol.com.
benning.family.	3600	in	ns	ns10.domaincontrol.com.
benoit.family.	3600	in	ns	ns1cmt.name.com.
benoit.family.	3600	in	ns	ns2nsy.name.com.
benoit.family.	3600	in	ns	ns3gmv.name.com.
benoit.family.	3600	in	ns	ns4sxy.name.com.
benowitz.family.	3600	in	ns	dns1.registrar-servers.com.
benowitz.family.	3600	in	ns	dns2.registrar-servers.com.
bens.family.	3600	in	ns	ns1djs.name.com.
bens.family.	3600	in	ns	ns2kqz.name.com.
bens.family.	3600	in	ns	ns3fqs.name.com.
bens.family.	3600	in	ns	ns4clq.name.com.
bensch.family.	3600	in	ns	anastasia.ns.cloudflare.com.
bensch.family.	3600	in	ns	chance.ns.cloudflare.com.
bensinger.family.	3600	in	ns	ns57.domaincontrol.com.
bensinger.family.	3600	in	ns	ns58.domaincontrol.com.
benson.family.	3600	in	ns	ns31.domaincontrol.com.
benson.family.	3600	in	ns	ns32.domaincontrol.com.
bensons.family.	3600	in	ns	dns1.registrar-servers.com.
bensons.family.	3600	in	ns	dns2.registrar-servers.com.
bent.family.	3600	in	ds	16251 13 2 671566C355019A95D5059EB89808E450CA65EDF3DD6A30A73A822429136DAB01
bent.family.	3600	in	ns	ns1.luadns.net.
bent.family.	3600	in	ns	ns2.luadns.net.
bent.family.	3600	in	ns	ns3.luadns.net.
bent.family.	3600	in	ns	ns4.luadns.net.
bent.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. Q2bwU5OLAiAtptYnEnD4PsUtvaQtzTUH8hUO1IXRLbAfUH+VUyc5WlJmWqH4n5oydiuFooQs+FsU+a+qxoRwWdQ8hA+CbYi30E2V7KP8KWMOuqL2nrePtXjoWH562IEjhDaHwdkFsfnu5u26gyXfjKCBi32AxC2rJUUnBjtbpK4=
bentan.family.	3600	in	ns	ns17.domaincontrol.com.
bentan.family.	3600	in	ns	ns18.domaincontrol.com.
bentel.family.	3600	in	ns	dns103.register.com.
bentel.family.	3600	in	ns	dns104.register.com.
bentellis.family.	3600	in	ns	ns1.dyna-ns.net.
bentellis.family.	3600	in	ns	ns2.dyna-ns.net.
bentfeld.family.	3600	in	ns	memphis.ns.cloudflare.com.
bentfeld.family.	3600	in	ns	sonia.ns.cloudflare.com.
benting.family.	3600	in	ns	ns1.dreamhost.com.
benting.family.	3600	in	ns	ns2.dreamhost.com.
benting.family.	3600	in	ns	ns3.dreamhost.com.
bentley.family.	3600	in	ns	alla.ns.cloudflare.com.
bentley.family.	3600	in	ns	lee.ns.cloudflare.com.
bento.family.	3600	in	ns	gwen.ns.cloudflare.com.
bento.family.	3600	in	ns	tosana.ns.cloudflare.com.
benton.family.	3600	in	ns	ns51.domaincontrol.com.
benton.family.	3600	in	ns	ns52.domaincontrol.com.
bentonacre.family.	3600	in	ns	ns1.linode.com.
bentonacre.family.	3600	in	ns	ns2.linode.com.
bentonacre.family.	3600	in	ns	ns3.linode.com.
bentonacre.family.	3600	in	ns	ns4.linode.com.
bentonacre.family.	3600	in	ns	ns5.linode.com.
benvenuti.family.	3600	in	ns	ns-fr.1and1-dns.biz.
benvenuti.family.	3600	in	ns	ns-fr.1and1-dns.com.
benvenuti.family.	3600	in	ns	ns-fr.1and1-dns.fr.
benvenuti.family.	3600	in	ns	ns-fr.1and1-dns.org.
benver.family.	3600	in	ns	ns-cloud-b1.googledomains.com.
benver.family.	3600	in	ns	ns-cloud-b2.googledomains.com.
benver.family.	3600	in	ns	ns-cloud-b3.googledomains.com.
benver.family.	3600	in	ns	ns-cloud-b4.googledomains.com.
beny.family.	3600	in	ns	dns1.registrar-servers.com.
beny.family.	3600	in	ns	dns2.registrar-servers.com.
benz.family.	3600	in	ns	andy.ns.cloudflare.com.
benz.family.	3600	in	ns	chloe.ns.cloudflare.com.
beone.family.	3600	in	ns	ns5.kasserver.com.
beone.family.	3600	in	ns	ns6.kasserver.com.
bera.family.	3600	in	ns	ns47.domaincontrol.com.
bera.family.	3600	in	ns	ns48.domaincontrol.com.
berachain.family.	3600	in	ns	ns-168-b.gandi.net.
berachain.family.	3600	in	ns	ns-204-c.gandi.net.
berachain.family.	3600	in	ns	ns-25-a.gandi.net.
beran.family.	3600	in	ns	curitiba.ns.porkbun.com.
beran.family.	3600	in	ns	fortaleza.ns.porkbun.com.
beran.family.	3600	in	ns	maceio.ns.porkbun.com.
beran.family.	3600	in	ns	salvador.ns.porkbun.com.
berardi.family.	3600	in	ds	2371 13 2 9CEFF2121681F08FB1B24571B32FCA24D256EF1295F6A940260B675D0AFEC32D
berardi.family.	3600	in	ns	fred.ns.cloudflare.com.
berardi.family.	3600	in	ns	gina.ns.cloudflare.com.
berardi.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. l8jgAFgB/Jc3VXtsSPGDoICskZ/fEqZwzjynLtwcr+PMhrwedsZqWyX1qqNeJrq9xU9X1TNCgksB/YUFT9cdmNWvYAxAuSESY2+eMELU00PTSrTiqbgpV4rd+BuayCErL61OvoS9GIYHluq9X1xtruX/cMDXwhHwdcgq/3DmlmU=
berberoglu.family.	3600	in	ns	ns-129-b.gandi.net.
berberoglu.family.	3600	in	ns	ns-130-c.gandi.net.
berberoglu.family.	3600	in	ns	ns-2-a.gandi.net.
berceau-magique.family.	3600	in	ns	dns14.ovh.net.
berceau-magique.family.	3600	in	ns	ns14.ovh.net.
berceaumagique.family.	3600	in	ns	dns14.ovh.net.
berceaumagique.family.	3600	in	ns	ns14.ovh.net.
berchtold.family.	3600	in	ns	ns1.hosttech.ch.
berchtold.family.	3600	in	ns	ns2.hosttech.ch.
berchtold.family.	3600	in	ns	ns3.hosttech.ch.
bercovici.family.	3600	in	ns	ns1.awecim.com.
bercovici.family.	3600	in	ns	ns2.awecim.com.
berdahl.family.	3600	in	ns	ns57.domaincontrol.com.
berdahl.family.	3600	in	ns	ns58.domaincontrol.com.
berean.family.	3600	in	ns	ns21.domaincontrol.com.
berean.family.	3600	in	ns	ns22.domaincontrol.com.
berendes.family.	3600	in	ns	ns.udag.de.
berendes.family.	3600	in	ns	ns.udag.net.
berendes.family.	3600	in	ns	ns.udag.org.
berendsen.family.	3600	in	ns	ns1.flexwebhosting.nl.
berendsen.family.	3600	in	ns	ns2.flexwebhosting.nl.
berendsen.family.	3600	in	ns	ns3.flexwebhosting.com.
berenguer.family.	3600	in	ns	ns1.dreamhost.com.
berenguer.family.	3600	in	ns	ns2.dreamhost.com.
berenguer.family.	3600	in	ns	ns3.dreamhost.com.
berens.family.	3600	in	ns	ns69.domaincontrol.com.
berens.family.	3600	in	ns	ns70.domaincontrol.com.
beresford.family.	3600	in	ns	ns09.domaincontrol.com.
beresford.family.	3600	in	ns	ns10.domaincontrol.com.
berezovsky.family.	3600	in	ns	ns1.dns-parking.com.
berezovsky.family.	3600	in	ns	ns2.dns-parking.com.
berg.family.	3600	in	ns	dns1.registrar-servers.com.
berg.family.	3600	in	ns	dns2.registrar-servers.com.
bergamon.family.	3600	in	ns	ns39.domaincontrol.com.
bergamon.family.	3600	in	ns	ns40.domaincontrol.com.
bergann.family.	3600	in	ns	docks07.rzone.de.
bergann.family.	3600	in	ns	shades18.rzone.de.
bergdoll.family.	3600	in	ds	48541 8 2 E6C7D6BB09F2FA3475997798F0CCD6B5F8D9D46542B3D5C54FE2090D7EBF6CB1
bergdoll.family.	3600	in	ns	ns-cloud-d1.googledomains.com.
bergdoll.family.	3600	in	ns	ns-cloud-d2.googledomains.com.
bergdoll.family.	3600	in	ns	ns-cloud-d3.googledomains.com.
bergdoll.family.	3600	in	ns	ns-cloud-d4.googledomains.com.
bergdoll.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. KG9WUqzgVXnevaQ5OMwGJtHyfMCTh4UBINKUYcU9I78/6m8u9emKXCSPfu1RqpsQJ3nZiETkLsD8Xf5Rwyl2xrgPm+jpNsZ1CTaFp0wLg7EyEs62bNNlB03P16bWqks86mJWSzvMm4FTmAuyN/2OQklTDworCe2XDmejZdhtDis=
bergel.family.	3600	in	ns	ns1061.ui-dns.biz.
bergel.family.	3600	in	ns	ns1099.ui-dns.de.
bergel.family.	3600	in	ns	ns1107.ui-dns.com.
bergel.family.	3600	in	ns	ns1111.ui-dns.org.
bergemann.family.	3600	in	ns	ns.second-ns.com.
bergemann.family.	3600	in	ns	ns1.your-server.de.
bergemann.family.	3600	in	ns	ns3.second-ns.de.
bergen.family.	3600	in	ns	ns3.stratoserver.net.
bergen.family.	3600	in	ns	ns4.stratoserver.net.
berger.family.	3600	in	ds	40564 8 2 861D4FDE46388339071552EE65BC2829473CDBDD8C1F472B8F2C7BA2CB6F6009
berger.family.	3600	in	ns	ns-cloud-c1.googledomains.com.
berger.family.	3600	in	ns	ns-cloud-c2.googledomains.com.
berger.family.	3600	in	ns	ns-cloud-c3.googledomains.com.
berger.family.	3600	in	ns	ns-cloud-c4.googledomains.com.
berger.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. 2YmMAIkMbQ4HsjVhpfBev5Ug23axEOmqZsPzyd6ovR+iMw3Q6DyvT84QRr2kQQY9OP+8cQhryhA5Mpw2jbzFshcXzIBjsGNnS2gD+joJoiW4S7OBdgj/gRrfh0T9Wi+pKWjab9WHdmK/+i6iRgBmvjburlkvklvpi+fOgPI74tU=
berges.family.	3600	in	ns	docks14.rzone.de.
berges.family.	3600	in	ns	shades06.rzone.de.
bergeundmehr.family.	3600	in	ns	docks05.rzone.de.
bergeundmehr.family.	3600	in	ns	shades01.rzone.de.
bergey.family.	3600	in	ns	ns1.dreamhost.com.
bergey.family.	3600	in	ns	ns2.dreamhost.com.
bergey.family.	3600	in	ns	ns3.dreamhost.com.
bergfelder.family.	3600	in	ns	ns.ui-global-dns.biz.
bergfelder.family.	3600	in	ns	ns.ui-global-dns.com.
bergfelder.family.	3600	in	ns	ns.ui-global-dns.de.
bergfelder.family.	3600	in	ns	ns.ui-global-dns.org.
berggren.family.	3600	in	ds	47032 8 2 55EE4329ADA5D47AA171AE2283A1CDEC4D13384E65BCEC2A31B22DFB5EC43148
berggren.family.	3600	in	ns	ns-cloud-a1.googledomains.com.
berggren.family.	3600	in	ns	ns-cloud-a2.googledomains.com.
berggren.family.	3600	in	ns	ns-cloud-a3.googledomains.com.
berggren.family.	3600	in	ns	ns-cloud-a4.googledomains.com.
berggren.family.	3600	in	rrsig	DS 8 2 3600 20251022153042 20251001143042 5346 family. PACXITpq3HJUa6It9Kc6sg/goUuxjxqlHlEsM/MBMnqe0RBSgrVY3qbn2+yFmFH1UyLlicWLskA49XgMyze00xdatu+RoNiLW9iSMQb3tufgiyDe/p9OMqaH4bASAOTxwpLMFA3fR0r1Kd9zivRnDj6al3ZKZL7hCG/NCtAsf9E=
berghaus.family.	3600	in	ns	ns1.bdm.microsoftonline.com.
berghaus.family.	3600	in	ns	ns2.bdm.microsoftonline.com.
berghaus.family.	3600	in	ns	ns3.bdm.microsoftonline.com.
berghaus.family.	3600	in	ns	ns4.bdm.microsoftonline.com.
bergheim.family.	3600	in	ns	evangeline.ns.cloudflare.com.
bergheim.family.	3600	in	ns	miguel.ns.cloudflare.com.
berghoff.family.	3600	in	ns	docks15.rzone.de.
berghoff.family.	3600	in	ns	shades04.rzone.de.
bergin.family.	3600	in	ns	dns1.registrar-servers.com.
bergin.family.	3600	in	ns	dns2.registrar-servers.com.
bergjes.family.	3600	in	ns	ns1.namehero.com.
bergjes.family.	3600	in	ns	ns2.namehero.com.
berglund.family.	3600	in	ds	21692 13 2 C21DA7376904F34A5F10815310C580A1163FA3421BA2D10C3E5CD5BD1687C7B3
berglund.family.	3600	in	ds	21692 13 4 ACB0AFF7F9A288DBFED34681029E37AD6E23F2B761B9D8C4F285C182DB5982ADDA3F08E703A81283AD231FF41C95A938
berglund.family.	3600	in	ns	ns1.simply.com.
berglund.family.	3600	in	ns	ns2.simply.com.
berglund.family.	3600	in	ns	ns3.simply.com.
berglund.family.	3600	in	ns	ns4.simply.com.
